book,vector
bsvzaa-三十九级台阶 | 有声书虫（4级）,"[0.7086183310533516, 0.1997264021887825, 0.03419972640218878, 0.030095759233926128, 0.013679890560875513, 0.008207934336525308, 0.0013679890560875513, 0.0013679890560875513, 0.0, 0.0, 0.0013679890560875513, 0.0, 0.0013679890560875513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bvdsze-名利场 | 有声书虫（6级）,"[0.4932699920823436, 0.28820269200316706, 0.08471892319873317, 0.06096595407759303, 0.035629453681710214, 0.014251781472684086, 0.006334125098970704, 0.0023752969121140144, 0.00395882818685669, 0.000791765637371338, 0.00395882818685669, 0.003167062549485352, 0.000791765637371338, 0.000791765637371338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000791765637371338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
qdetg-神秘及幻想故事集 | 有声书虫（3级）,"[0.7647058823529411, 0.16608996539792387, 0.025951557093425604, 0.020761245674740483, 0.012110726643598616, 0.0034602076124567475, 0.0034602076124567475, 0.0017301038062283738, 0.0, 0.0, 0.0017301038062283738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
blqfkz-灵长类动物｜大英百科,"[0.20980036297640653, 0.17858439201451906, 0.1822141560798548, 0.09909255898366606, 0.07404718693284937, 0.049364791288566245, 0.043194192377495465, 0.032667876588021776, 0.025045372050816698, 0.017422867513611617, 0.013793103448275862, 0.010889292196007259, 0.006170598911070781, 0.009074410163339383, 0.006896551724137931, 0.008711433756805808, 0.006533575317604356, 0.0029038112522686023, 0.004718693284936479, 0.004718693284936479, 0.0018148820326678765, 0.002177858439201452, 0.002540834845735027, 0.001088929219600726, 0.0018148820326678765, 0.002540834845735027, 0.001088929219600726, 0.001088929219600726, 0.0, 0.0]"
sopgs-你是独特的,"[0.36323119777158774, 0.24122562674094708, 0.12924791086350976, 0.083008356545961, 0.060724233983286906, 0.03454038997214485, 0.02841225626740947, 0.01615598885793872, 0.012256267409470752, 0.008356545961002786, 0.008913649025069638, 0.004456824512534819, 0.001671309192200557, 0.0011142061281337048, 0.0022284122562674096, 0.0005571030640668524, 0.0011142061281337048, 0.0005571030640668524, 0.0005571030640668524, 0.0005571030640668524, 0.0, 0.0, 0.0011142061281337048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rlyol-意大利｜大英百科,"[0.1700076122811469, 0.16594772900279117, 0.19259071301700076, 0.11012433392539965, 0.08170515097690942, 0.06521187515858919, 0.048464856635371735, 0.040091347373763006, 0.024105556965237248, 0.022075615326059377, 0.017254503933011926, 0.01623953311342299, 0.009388480081197666, 0.006851053032225323, 0.0076122811469170265, 0.005074854097944684, 0.002283684344075108, 0.002283684344075108, 0.0030449124587668104, 0.002537427048972342, 0.0020299416391778738, 0.002283684344075108, 0.0010149708195889369, 0.0015224562293834052, 0.0002537427048972342, 0.0, 0.0, 0.0, 0.0, 0.0]"
bpttl-武术及最伟大的斗士们｜大英百科,"[0.35737009544008486, 0.2725344644750795, 0.1792152704135737, 0.07741251325556733, 0.03711558854718982, 0.021208907741251327, 0.01166489925768823, 0.013785790031813362, 0.005302226935312832, 0.0042417815482502655, 0.006362672322375398, 0.0, 0.0042417815482502655, 0.0021208907741251328, 0.0, 0.0010604453870625664, 0.0, 0.0010604453870625664, 0.0, 0.0010604453870625664, 0.0021208907741251328, 0.0, 0.0, 0.0, 0.0010604453870625664, 0.0010604453870625664, 0.0, 0.0, 0.0, 0.0]"
buezou-海狼（上）,"[0.2316792638843247, 0.19618797239566219, 0.12159053565560303, 0.10647387446598751, 0.07886953664147223, 0.05816628327308577, 0.040749260598093986, 0.03614853762734144, 0.031547814656588895, 0.02201774564574433, 0.018402891883010187, 0.01248767663489977, 0.012816299704239238, 0.0069010844561288205, 0.004272099901413079, 0.003614853762734144, 0.003614853762734144, 0.0029576076240552087, 0.001643115346697338, 0.0026289845547157412, 0.0013144922773578706, 0.001971738416036806, 0.000985869208018403, 0.0006572461386789353, 0.000985869208018403, 0.0006572461386789353, 0.0, 0.0006572461386789353, 0.0, 0.0]"
hcjqi-埃及艳后｜大英百科,"[0.4491525423728814, 0.2443502824858757, 0.12570621468926554, 0.07627118644067797, 0.0423728813559322, 0.01977401129943503, 0.009887005649717515, 0.005649717514124294, 0.007062146892655367, 0.005649717514124294, 0.005649717514124294, 0.0014124293785310734, 0.002824858757062147, 0.0014124293785310734, 0.0014124293785310734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014124293785310734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
baxuea-魔戒第一部：魔戒同盟（上）,"[0.2523461939520334, 0.21480709071949947, 0.1105318039624609, 0.10531803962460896, 0.07994438651372958, 0.06360792492179354, 0.04240528328119569, 0.03232533889468196, 0.023635731664928744, 0.018074383037886686, 0.014946124435175531, 0.012860618700034758, 0.009037191518943343, 0.003475842891901286, 0.002780674313521029, 0.004171011470281543, 0.0020855057351407717, 0.0024330900243309003, 0.0006951685783802572, 0.001737921445950643, 0.0003475842891901286, 0.0003475842891901286, 0.0, 0.0003475842891901286, 0.0, 0.0010427528675703858, 0.0, 0.0006951685783802572, 0.0, 0.0]"
bsiwvp-德国｜大英百科,"[0.15814917127071823, 0.15791896869244937, 0.18232044198895028, 0.11832412523020258, 0.09000920810313076, 0.07021178637200737, 0.05225598526703499, 0.04074585635359116, 0.03061694290976059, 0.02509208103130755, 0.01680478821362799, 0.01220073664825046, 0.008977900552486187, 0.008747697974217311, 0.007826887661141806, 0.0032228360957642726, 0.002992633517495396, 0.0032228360957642726, 0.0020718232044198894, 0.0016114180478821363, 0.0016114180478821363, 0.0011510128913443832, 0.0013812154696132596, 0.0006906077348066298, 0.0006906077348066298, 0.0009208103130755065, 0.00023020257826887662, 0.0, 0.0, 0.0]"
gfhee-飓风！｜大英百科,"[0.45691056910569106, 0.24715447154471545, 0.13983739837398373, 0.05040650406504065, 0.04552845528455285, 0.02113821138211382, 0.0065040650406504065, 0.013008130081300813, 0.0032520325203252032, 0.0032520325203252032, 0.0016260162601626016, 0.004878048780487805, 0.0, 0.0, 0.0016260162601626016, 0.0, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bbvlrq-弗兰肯斯坦 | 有声书虫（3级）,"[0.8308977035490606, 0.12317327766179541, 0.012526096033402923, 0.016701461377870562, 0.006263048016701462, 0.006263048016701462, 0.0020876826722338203, 0.0, 0.0, 0.0020876826722338203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
xsoes-谁发现了自然选择？｜大英百科,"[0.4630071599045346, 0.24463007159904535, 0.13484486873508353, 0.05608591885441527, 0.031026252983293555, 0.01909307875894988, 0.008353221957040573, 0.015513126491646777, 0.008353221957040573, 0.002386634844868735, 0.0059665871121718375, 0.0011933174224343676, 0.002386634844868735, 0.0, 0.0, 0.0011933174224343676, 0.0, 0.002386634844868735, 0.002386634844868735, 0.0, 0.0011933174224343676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bskqku-母亲 第一部 （下）,"[0.3185567010309278, 0.22422680412371135, 0.10876288659793815, 0.09123711340206185, 0.06701030927835051, 0.05, 0.039690721649484534, 0.021649484536082474, 0.016494845360824743, 0.01752577319587629, 0.01134020618556701, 0.006701030927835051, 0.008762886597938144, 0.003092783505154639, 0.004123711340206186, 0.002577319587628866, 0.0010309278350515464, 0.0015463917525773195, 0.0005154639175257732, 0.0010309278350515464, 0.0005154639175257732, 0.0010309278350515464, 0.0010309278350515464, 0.0005154639175257732, 0.0, 0.0, 0.0005154639175257732, 0.0005154639175257732, 0.0, 0.0]"
ayfoz-细胞的功能｜大英百科,"[0.33938706015891035, 0.2292849035187287, 0.16685584562996594, 0.06129398410896708, 0.03859250851305335, 0.02383654937570942, 0.03064699205448354, 0.01362088535754824, 0.012485811577752554, 0.0056753688989784334, 0.0056753688989784334, 0.00681044267877412, 0.011350737797956867, 0.007945516458569807, 0.004540295119182747, 0.00681044267877412, 0.0056753688989784334, 0.007945516458569807, 0.00681044267877412, 0.0022701475595913734, 0.0022701475595913734, 0.0, 0.0022701475595913734, 0.0022701475595913734, 0.0011350737797956867, 0.0022701475595913734, 0.0, 0.0022701475595913734, 0.0, 0.0]"
lwqgs-天文学和太空探索领域的先驱｜大英百科,"[0.3380281690140845, 0.22535211267605634, 0.21458160729080364, 0.07539353769676885, 0.041425020712510356, 0.03148301574150787, 0.018227009113504555, 0.013256006628003313, 0.008285004142502071, 0.00579950289975145, 0.008285004142502071, 0.0016570008285004142, 0.0024855012427506215, 0.0024855012427506215, 0.004971002485501243, 0.0024855012427506215, 0.0008285004142502071, 0.0008285004142502071, 0.0008285004142502071, 0.0, 0.0016570008285004142, 0.0008285004142502071, 0.0, 0.0, 0.0008285004142502071, 0.0, 0.0, 0.0, 0.0, 0.0]"
byfru-纳尼亚传奇：魔法师的外甥,"[0.37603533959138596, 0.22970734400883489, 0.07454445057979017, 0.09607951408061845, 0.06791827719491994, 0.047487575924903366, 0.02981778023191607, 0.024295969077857537, 0.016565433462175594, 0.011043622308117063, 0.009939260077305357, 0.0016565433462175593, 0.003865267807840972, 0.0027609055770292656, 0.0016565433462175593, 0.0027609055770292656, 0.0011043622308117063, 0.0005521811154058532, 0.0, 0.0011043622308117063, 0.0005521811154058532, 0.0, 0.0, 0.0, 0.0005521811154058532, 0.0, 0.0, 0.0, 0.0, 0.0]"
lmkhp-奥斯曼帝国｜大英百科,"[0.3328290468986384, 0.22692889561270801, 0.23903177004538578, 0.0680786686838124, 0.0453857791225416, 0.02118003025718608, 0.015128593040847202, 0.01361573373676248, 0.015128593040847202, 0.006051437216338881, 0.0030257186081694403, 0.0030257186081694403, 0.0, 0.0, 0.0030257186081694403, 0.0030257186081694403, 0.0, 0.0, 0.0, 0.0015128593040847202, 0.0, 0.0015128593040847202, 0.0, 0.0, 0.0, 0.0015128593040847202, 0.0, 0.0, 0.0, 0.0]"
brgoss-汤姆叔叔的小屋（下）,"[0.24521739130434783, 0.20521739130434782, 0.12556521739130436, 0.09321739130434782, 0.08278260869565217, 0.051478260869565216, 0.04869565217391304, 0.030956521739130435, 0.02434782608695652, 0.022608695652173914, 0.011478260869565217, 0.016695652173913042, 0.008347826086956521, 0.0076521739130434785, 0.006956521739130435, 0.004521739130434782, 0.0020869565217391303, 0.0010434782608695651, 0.003130434782608696, 0.00034782608695652176, 0.002782608695652174, 0.0010434782608695651, 0.0017391304347826088, 0.0006956521739130435, 0.00034782608695652176, 0.00034782608695652176, 0.00034782608695652176, 0.00034782608695652176, 0.0, 0.0]"
shzmq-简·爱 | 有声书虫（6级）,"[0.5334476843910806, 0.2950257289879931, 0.07804459691252144, 0.04716981132075472, 0.02830188679245283, 0.009433962264150943, 0.0017152658662092624, 0.0017152658662092624, 0.0017152658662092624, 0.0, 0.0017152658662092624, 0.0, 0.0, 0.0, 0.0008576329331046312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008576329331046312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hlzpn-双城记 | 有声书虫（4级）,"[0.7455429497568882, 0.19773095623987033, 0.03079416531604538, 0.017828200972447326, 0.004862236628849271, 0.0016207455429497568, 0.0, 0.0, 0.0016207455429497568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
btgfmp-《彼得·潘》精讲版,"[0.288981288981289, 0.20997920997921, 0.0972972972972973, 0.09854469854469855, 0.0711018711018711, 0.052390852390852394, 0.0395010395010395, 0.032432432432432434, 0.028274428274428276, 0.017463617463617465, 0.012058212058212059, 0.012474012474012475, 0.011642411642411643, 0.009147609147609148, 0.004158004158004158, 0.0033264033264033266, 0.002494802494802495, 0.0016632016632016633, 0.0012474012474012475, 0.0008316008316008316, 0.0, 0.002079002079002079, 0.0004158004158004158, 0.0004158004158004158, 0.0008316008316008316, 0.0008316008316008316, 0.0, 0.0004158004158004158, 0.0, 0.0]"
cobru-维京人传奇 | 大英百科,"[0.3974522292993631, 0.21273885350318472, 0.1464968152866242, 0.07898089171974522, 0.0535031847133758, 0.03694267515923567, 0.017834394904458598, 0.015286624203821656, 0.012738853503184714, 0.006369426751592357, 0.01019108280254777, 0.0025477707006369425, 0.0025477707006369425, 0.0, 0.0025477707006369425, 0.0, 0.0012738853503184713, 0.0, 0.0012738853503184713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012738853503184713, 0.0, 0.0, 0.0, 0.0, 0.0]"
ybzyu-格兰特船长的儿女（上）：南美洲之旅,"[0.23591310251188052, 0.19517990495587237, 0.1334012219959267, 0.09945689069925323, 0.07909029192124915, 0.055329260013577734, 0.04650373387644263, 0.02987101154107264, 0.027834351663272233, 0.021045485403937542, 0.01697216564833673, 0.01120162932790224, 0.009504412763068567, 0.007128309572301426, 0.004073319755600814, 0.004073319755600814, 0.00373387644263408, 0.004412763068567549, 0.0033944331296673455, 0.002036659877800407, 0.0023761031907671417, 0.0033944331296673455, 0.0006788866259334691, 0.0010183299389002036, 0.0006788866259334691, 0.0006788866259334691, 0.00033944331296673454, 0.0006788866259334691, 0.0, 0.0]"
bboqpe-中非和东非历史｜大英百科,"[0.19873228933631618, 0.19649515287099178, 0.2214765100671141, 0.10104399701715137, 0.07158836689038031, 0.05630126771066368, 0.03877703206562267, 0.02870991797166294, 0.02237136465324385, 0.015659955257270694, 0.015659955257270694, 0.005965697240865026, 0.0070842654735272185, 0.004847129008202834, 0.0037285607755406414, 0.002609992542878449, 0.0011185682326621924, 0.002609992542878449, 0.0011185682326621924, 0.0007457121551081282, 0.0003728560775540641, 0.0014914243102162564, 0.0007457121551081282, 0.0, 0.0003728560775540641, 0.0, 0.0, 0.0003728560775540641, 0.0, 0.0]"
rsuhq-原来如此的故事,"[0.4200298953662182, 0.20254110612855009, 0.053064275037369206, 0.07399103139013453, 0.06352765321375187, 0.04185351270553064, 0.028400597907324365, 0.02092675635276532, 0.01943198804185351, 0.02242152466367713, 0.01195814648729447, 0.005979073243647235, 0.008968609865470852, 0.0014947683109118087, 0.0029895366218236174, 0.00523168908819133, 0.0037369207772795215, 0.002242152466367713, 0.0007473841554559044, 0.0037369207772795215, 0.0007473841554559044, 0.0014947683109118087, 0.0, 0.002242152466367713, 0.0, 0.0007473841554559044, 0.0014947683109118087, 0.0, 0.0, 0.0]"
bttwbz-魔戒第三部：王者归来（上）,"[0.27903871829105475, 0.1851357365376057, 0.08945260347129506, 0.09701824655095684, 0.0787716955941255, 0.06230529595015576, 0.04806408544726302, 0.035603026257231864, 0.03204272363150868, 0.024922118380062305, 0.016466399643969738, 0.01290609701824655, 0.009345794392523364, 0.008455718736092568, 0.004895416110369382, 0.004450378282153983, 0.003115264797507788, 0.0013351134846461949, 0.0008900756564307966, 0.0017801513128615932, 0.0013351134846461949, 0.0004450378282153983, 0.0, 0.0008900756564307966, 0.0, 0.0004450378282153983, 0.0, 0.0008900756564307966, 0.0, 0.0]"
isvoz-神秘岛（下） ：林肯岛的秘密,"[0.2363970588235294, 0.19669117647058823, 0.14705882352941177, 0.10661764705882353, 0.07941176470588235, 0.058823529411764705, 0.03897058823529412, 0.029411764705882353, 0.02536764705882353, 0.01875, 0.012867647058823529, 0.011764705882352941, 0.00625, 0.004411764705882353, 0.004779411764705883, 0.0033088235294117647, 0.0029411764705882353, 0.0033088235294117647, 0.0022058823529411764, 0.0014705882352941176, 0.001838235294117647, 0.001838235294117647, 0.0007352941176470588, 0.0011029411764705882, 0.0007352941176470588, 0.0014705882352941176, 0.0007352941176470588, 0.0007352941176470588, 0.0, 0.0]"
bqqaku-文艺复兴时期的画家｜大英百科,"[0.21481481481481482, 0.18869395711500975, 0.1953216374269006, 0.10487329434697856, 0.07485380116959064, 0.05458089668615984, 0.03274853801169591, 0.02729044834307992, 0.01949317738791423, 0.023781676413255362, 0.013255360623781676, 0.014035087719298246, 0.008576998050682261, 0.007017543859649123, 0.0042884990253411305, 0.0035087719298245615, 0.0042884990253411305, 0.0023391812865497076, 0.0011695906432748538, 0.0011695906432748538, 0.0, 0.0015594541910331384, 0.0007797270955165692, 0.0003898635477582846, 0.0011695906432748538, 0.0, 0.0, 0.0, 0.0, 0.0]"
qlphq-探索古罗马｜大英百科,"[0.42, 0.2342857142857143, 0.15714285714285714, 0.07142857142857142, 0.05, 0.02, 0.01, 0.014285714285714285, 0.004285714285714286, 0.002857142857142857, 0.002857142857142857, 0.004285714285714286, 0.0014285714285714286, 0.0014285714285714286, 0.0014285714285714286, 0.0014285714285714286, 0.0014285714285714286, 0.0014285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jjfwp-傲慢与偏见 | 有声书虫（6级）,"[0.515, 0.273, 0.108, 0.049, 0.027, 0.013, 0.006, 0.002, 0.004, 0.0, 0.0, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bkhqia-坎特维尔幽灵 | 有声书虫（2级）,"[0.8349514563106796, 0.11165048543689321, 0.009708737864077669, 0.012135922330097087, 0.012135922330097087, 0.007281553398058253, 0.0024271844660194173, 0.0, 0.0048543689320388345, 0.0, 0.0024271844660194173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024271844660194173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bbzyjz-《巴黎圣母院（有声双语经典）》精讲版,"[0.4067378800328677, 0.2276088742810189, 0.07559572719802794, 0.09038619556285948, 0.06737880032867707, 0.04683648315529992, 0.030402629416598194, 0.013968775677896467, 0.015612161051766639, 0.011503697617091208, 0.003286770747740345, 0.0049301561216105174, 0.003286770747740345, 0.0, 0.0008216926869350862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008216926869350862, 0.0, 0.0, 0.0, 0.0008216926869350862, 0.0, 0.0]"
wliei-奇幻森林 | 译林有声双语,"[0.4312393887945671, 0.23089983022071306, 0.050933786078098474, 0.07979626485568761, 0.06451612903225806, 0.04753820033955857, 0.022920203735144314, 0.023769100169779286, 0.013582342954159592, 0.00933786078098472, 0.007640067911714771, 0.005942275042444821, 0.003395585738539898, 0.0008488964346349745, 0.0, 0.001697792869269949, 0.001697792869269949, 0.0008488964346349745, 0.0025466893039049238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008488964346349745, 0.0, 0.0]"
brakp-新生代：哺乳动物时代｜大英百科,"[0.2174757281553398, 0.18106796116504853, 0.17475728155339806, 0.09563106796116505, 0.06553398058252427, 0.04660194174757282, 0.0441747572815534, 0.028640776699029126, 0.02087378640776699, 0.019417475728155338, 0.015048543689320388, 0.015048543689320388, 0.008737864077669903, 0.007281553398058253, 0.01262135922330097, 0.007766990291262136, 0.006310679611650485, 0.006796116504854369, 0.004368932038834952, 0.0048543689320388345, 0.0033980582524271844, 0.0004854368932038835, 0.0024271844660194173, 0.000970873786407767, 0.0033980582524271844, 0.0033980582524271844, 0.0004854368932038835, 0.0024271844660194173, 0.0, 0.0]"
bvfstg-老鼠、蝙蝠和异关节动物｜大英百科,"[0.21958584987057808, 0.18464193270060397, 0.1557377049180328, 0.09534081104400345, 0.08196721311475409, 0.04874892148403796, 0.04443485763589301, 0.031492666091458156, 0.028904227782571183, 0.01984469370146678, 0.016824849007765316, 0.011647972389991372, 0.008628127696289905, 0.0090595340811044, 0.007333908541846419, 0.0056082830025884385, 0.0064710957722174285, 0.003451251078515962, 0.0030198446937014668, 0.003882657463330457, 0.001725625539257981, 0.0025884383088869713, 0.001725625539257981, 0.0012942191544434857, 0.0012942191544434857, 0.0012942191544434857, 0.0012942191544434857, 0.0021570319240724763, 0.0, 0.0]"
gpcge-秘密花园 | 有声书虫（3级）,"[0.834, 0.112, 0.008, 0.018, 0.004, 0.01, 0.004, 0.0, 0.004, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bbmuqn-地热能｜大英百科,"[0.40070921985815605, 0.23404255319148937, 0.16489361702127658, 0.07092198581560284, 0.024822695035460994, 0.031914893617021274, 0.015957446808510637, 0.015957446808510637, 0.008865248226950355, 0.0070921985815602835, 0.005319148936170213, 0.0035460992907801418, 0.0035460992907801418, 0.0017730496453900709, 0.0017730496453900709, 0.0, 0.0017730496453900709, 0.0035460992907801418, 0.0017730496453900709, 0.0017730496453900709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bvdvdp-乔布斯传｜大英百科,"[0.6631944444444444, 0.2048611111111111, 0.0798611111111111, 0.017361111111111112, 0.010416666666666666, 0.010416666666666666, 0.0, 0.003472222222222222, 0.0, 0.003472222222222222, 0.0, 0.0, 0.003472222222222222, 0.003472222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bvpxpe-边城,"[0.32230142566191444, 0.2204684317718941, 0.09674134419551934, 0.09572301425661914, 0.06670061099796334, 0.054480651731160894, 0.031568228105906315, 0.020875763747454174, 0.0274949083503055, 0.013238289205702648, 0.014765784114052953, 0.010692464358452138, 0.009164969450101833, 0.003054989816700611, 0.0025458248472505093, 0.002036659877800407, 0.0025458248472505093, 0.0010183299389002036, 0.0005091649694501018, 0.0015274949083503055, 0.0005091649694501018, 0.0010183299389002036, 0.0, 0.0, 0.0, 0.0, 0.0005091649694501018, 0.0005091649694501018, 0.0, 0.0]"
buytxs-纳尼亚传奇：银椅,"[0.3148916551406178, 0.2194559704933149, 0.07607192254495158, 0.0995850622406639, 0.08022130013831259, 0.05071461502996773, 0.035961272475795295, 0.027201475334255418, 0.022591055786076533, 0.013370216689718764, 0.01751959428307976, 0.009220839096357769, 0.007376671277086215, 0.005071461502996773, 0.00599354541263255, 0.002305209774089442, 0.004149377593360996, 0.0009220839096357768, 0.0009220839096357768, 0.0009220839096357768, 0.0018441678192715537, 0.0027662517289073307, 0.0004610419548178884, 0.0004610419548178884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fdizs-丹麦、芬兰和瑞典｜大英百科,"[0.1972093023255814, 0.1841860465116279, 0.2111627906976744, 0.11224806201550387, 0.07317829457364342, 0.062325581395348835, 0.04124031007751938, 0.03007751937984496, 0.023565891472868215, 0.016434108527131782, 0.011782945736434108, 0.00806201550387597, 0.0065116279069767444, 0.004031007751937985, 0.004341085271317829, 0.0021705426356589145, 0.0015503875968992248, 0.0018604651162790699, 0.0009302325581395349, 0.00248062015503876, 0.00062015503875969, 0.000310077519379845, 0.00062015503875969, 0.0, 0.00124031007751938, 0.000310077519379845, 0.0009302325581395349, 0.00062015503875969, 0.0, 0.0]"
mokas-莫尔格街凶杀案 | 有声书虫（2级）,"[0.8301369863013699, 0.09863013698630137, 0.021917808219178082, 0.01643835616438356, 0.0136986301369863, 0.005479452054794521, 0.010958904109589041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0027397260273972603, 0.0, 0.0, 0.0, 0.0]"
btugls-老人与海,"[0.4323248407643312, 0.21894904458598727, 0.07085987261146497, 0.09235668789808917, 0.0517515923566879, 0.03821656050955414, 0.02388535031847134, 0.011146496815286623, 0.020700636942675158, 0.004777070063694267, 0.007961783439490446, 0.006369426751592357, 0.003980891719745223, 0.003980891719745223, 0.0023885350318471337, 0.0007961783439490446, 0.0015923566878980893, 0.0007961783439490446, 0.0007961783439490446, 0.0, 0.0007961783439490446, 0.0, 0.0, 0.0, 0.0015923566878980893, 0.0015923566878980893, 0.0, 0.0023885350318471337, 0.0, 0.0]"
hxvjl-翡翠城,"[0.29899607158446095, 0.2413793103448276, 0.11217808817110432, 0.08904408555216063, 0.07376691401134876, 0.05456132693147097, 0.030554343081623744, 0.01789611523352248, 0.02138804015713662, 0.012221737232649499, 0.012658227848101266, 0.006983849847228284, 0.006547359231776516, 0.004364906154517678, 0.003491924923614142, 0.0013094718463553033, 0.002182453077258839, 0.0013094718463553033, 0.0008729812309035355, 0.001745962461807071, 0.00043649061545176777, 0.0013094718463553033, 0.002182453077258839, 0.00043649061545176777, 0.0013094718463553033, 0.00043649061545176777, 0.0, 0.00043649061545176777, 0.0, 0.0]"
wjgwl-爱在那个夏天,"[0.37141183362624486, 0.2390158172231986, 0.1253661394258934, 0.08611599297012303, 0.05272407732864675, 0.041007615700058585, 0.026362038664323375, 0.013473930872876391, 0.008787346221441126, 0.00995899238429994, 0.005272407732864675, 0.0035149384885764497, 0.005272407732864675, 0.0023432923257176333, 0.0046865846514352666, 0.0017574692442882249, 0.0, 0.0005858230814294083, 0.0011716461628588166, 0.0005858230814294083, 0.0, 0.0, 0.0, 0.0, 0.0005858230814294083, 0.0, 0.0, 0.0, 0.0, 0.0]"
oopue-《老人与海》精讲版,"[0.4336, 0.2192, 0.0704, 0.0912, 0.0528, 0.0384, 0.024, 0.0112, 0.0208, 0.0048, 0.0072, 0.0064, 0.004, 0.004, 0.0024, 0.0008, 0.0016, 0.0008, 0.0008, 0.0, 0.0008, 0.0, 0.0, 0.0, 0.0016, 0.0016, 0.0, 0.0016, 0.0, 0.0]"
fnnei-北极、亚北极和西北海岸的原住民族｜大英百科,"[0.2477797513321492, 0.21580817051509768, 0.2002664298401421, 0.08436944937833037, 0.06261101243339254, 0.04573712255772647, 0.03197158081705151, 0.02664298401420959, 0.019982238010657193, 0.018650088809946713, 0.010213143872113677, 0.010657193605683837, 0.004440497335701598, 0.003996447602131439, 0.003996447602131439, 0.0026642984014209592, 0.003108348134991119, 0.0013321492007104796, 0.0013321492007104796, 0.0004440497335701599, 0.0004440497335701599, 0.0004440497335701599, 0.0013321492007104796, 0.0004440497335701599, 0.0, 0.0008880994671403197, 0.0004440497335701599, 0.0, 0.0, 0.0]"
bvbzvl-骑鹅旅行记（中）,"[0.29097133076593923, 0.2092426187419769, 0.10183996576807873, 0.10654685494223363, 0.07445442875481387, 0.05391527599486521, 0.04022250748823278, 0.03209242618741977, 0.0235344458707745, 0.017543859649122806, 0.012836970474967908, 0.011553273427471117, 0.006418485237483954, 0.004706889174154899, 0.0034231921266581087, 0.002139495079161318, 0.0004278990158322636, 0.0008557980316645272, 0.0017115960633290544, 0.0017115960633290544, 0.0017115960633290544, 0.0008557980316645272, 0.0, 0.0, 0.0, 0.0004278990158322636, 0.0004278990158322636, 0.0004278990158322636, 0.0, 0.0]"
