word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
ask,0,0,0,0,0,0,0,0,0,0,32
write,0,0,0,0,0,0,0,0,0,0,3
know,0,0,0,0,0,0,0,0,0,0,44
story,0,0,0,0,0,0,10,0,0,0,0
right,12,0,5,0,0,1,0,0,0,0,0
start,0,0,0,0,0,0,1,0,0,0,4
boy,0,0,0,0,0,0,21,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,0,38
time,0,0,0,0,0,0,19,0,0,0,0
father,0,0,0,0,0,0,10,0,0,0,0
own,0,0,0,0,0,0,0,0,0,0,1
inn,0,0,0,0,0,0,21,0,0,0,0
remember,0,0,0,0,0,0,0,0,0,0,5
clearly,0,0,1,0,0,0,0,0,0,0,0
day,0,0,0,0,0,0,18,0,0,0,0
old,27,0,0,0,0,0,0,0,0,0,0
seaman,0,0,0,0,0,0,26,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,72
stay,0,0,0,0,0,0,0,0,0,0,9
arrive,0,0,0,0,0,0,0,0,0,0,6
sea,0,0,0,0,0,0,37,0,0,0,0
chest,0,0,0,0,0,0,12,0,0,0,0
tall,9,0,0,0,0,0,0,0,0,0,0
strong,8,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,169,0,0,0,0
cut,0,0,0,0,0,0,1,0,0,0,10
cheek,0,0,0,0,0,0,2,0,0,0,0
sing,0,0,0,0,0,0,0,0,0,0,4
song,0,0,0,0,0,0,6,0,0,0,0
walk,0,0,0,0,0,0,1,0,0,0,20
door,0,0,0,0,0,0,13,0,0,0,0
dead,21,0,0,0,0,0,0,0,0,0,0
bottle,0,0,0,0,0,0,13,0,0,0,0
rum,0,0,0,0,0,0,30,0,0,0,0
call,0,0,0,0,0,0,0,0,0,0,10
glass,0,0,0,0,0,0,6,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,0,9
outside,0,3,5,0,0,0,0,0,0,0,0
drink,0,0,0,0,0,0,6,0,0,0,13
look,0,0,0,0,0,0,8,0,0,0,45
cliff,0,0,0,0,0,0,3,0,0,0,0
wild,4,0,0,0,0,0,0,0,0,0,0
lonely,2,0,0,0,0,0,0,0,0,0,0
place,0,0,0,0,0,0,26,0,0,0,1
like,0,20,0,0,0,0,0,0,0,0,21
people,0,0,0,0,0,0,6,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,62
say,0,0,0,0,0,0,0,0,0,0,174
bit,0,0,0,0,0,0,1,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,8
gold,0,0,0,0,0,0,11,0,0,0,0
coin,0,0,0,0,0,0,9,0,0,0,0
spend,0,0,0,0,0,0,0,0,0,0,3
silent,4,0,0,0,0,0,0,0,0,0,0
cove,0,0,0,0,0,0,2,0,0,0,0
evening,0,0,0,0,0,0,4,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,18
corner,0,0,0,0,0,0,5,0,0,0,0
