word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB
warm,1,0,0,0,0,0,0,0,0
evening,0,0,0,0,0,5,0,0,0
hill,0,0,0,0,0,5,0,0,0
wake,0,0,0,0,0,0,0,0,5
day,0,0,0,0,0,17,0,0,0
rest,0,0,0,0,0,4,0,0,0
lie,0,0,0,0,0,0,0,0,7
cub,0,0,0,0,0,42,0,0,0
time,0,0,0,0,0,18,0,0,0
look,0,0,0,0,0,0,0,0,37
food,0,0,0,0,0,7,0,0,0
say,0,0,0,0,0,0,0,0,106
stand,0,0,0,0,0,0,0,0,13
leave,0,0,0,0,0,2,0,0,6
cave,0,0,0,0,0,8,0,0,0
good,12,0,0,0,0,0,0,0,0
luck,0,0,0,0,0,1,0,0,0
voice,0,0,0,0,0,10,0,0,0
jackal,0,0,0,0,0,1,0,0,0
eat,0,0,0,0,0,0,0,0,10
piece,0,0,0,0,0,3,0,0,0
old,17,0,0,0,0,0,0,0,0
clothe,0,0,0,0,0,3,0,0,0
village,0,0,0,0,0,17,0,0,0
wolf,0,0,0,0,0,59,0,0,0
like,0,10,0,0,0,0,0,0,3
run,0,0,0,0,0,0,0,0,32
make,0,0,0,0,0,0,0,0,2
trouble,0,0,0,0,0,2,0,0,0
tell,0,0,0,0,0,0,0,0,16
bad,9,0,0,0,0,0,0,0,0
story,0,0,0,0,0,5,0,0,0
tiger,0,0,0,0,0,14,0,0,0
come,0,0,0,0,0,0,0,0,50
cry,0,0,0,0,0,0,0,0,6
hunt,0,0,0,0,0,2,0,0,13
leg,0,0,0,0,0,4,0,0,0
kill,0,0,0,0,0,0,0,0,32
cow,0,0,0,0,0,18,0,0,0
near,0,5,5,0,0,0,0,0,0
people,0,0,0,0,0,9,0,0,0
angry,10,0,0,0,0,0,0,0,0
start,0,0,0,0,0,0,0,0,5
new,3,0,0,0,0,0,0,0,0
place,0,0,0,0,0,9,0,0,0
listen,0,0,0,0,0,0,0,0,11
hear,0,0,0,0,0,0,0,0,16
stupid,3,0,0,0,0,0,0,0,0
animal,0,0,0,0,0,11,0,0,0
noise,0,0,0,0,0,6,0,0,0
find,0,0,0,0,0,0,0,0,2
jungle,0,0,0,0,0,25,0,0,0
man,0,0,0,0,0,67,0,0,0
tonight,0,0,0,0,0,4,0,0,0
killing,0,0,0,0,0,1,0,0,0
bring,0,0,0,0,0,0,0,0,9
gun,0,0,0,0,0,1,0,0,0
everybody,0,0,0,0,0,0,0,1,0
danger,0,0,0,0,0,1,0,0,0
far,0,0,4,0,0,0,0,0,0
away,0,1,29,0,0,0,0,0,0
suddenly,0,0,6,0,0,0,0,0,0
baby,0,0,0,0,0,2,0,0,0
walk,0,0,0,0,0,0,0,0,5
laugh,0,0,0,0,0,0,0,0,6
ask,0,0,0,0,0,0,0,0,3
see,0,0,0,0,0,0,0,0,17
small,3,0,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,4
way,0,0,0,0,0,12,0,0,0
take,0,0,0,0,0,0,0,0,11
meal,0,0,0,0,0,2,0,0,0
happen,0,0,0,0,0,0,0,0,2
afraid,11,0,0,0,0,0,0,0,0
dark,4,0,0,0,0,0,0,0,0
great,10,0,0,0,0,0,0,0,0
head,0,0,0,0,0,9,0,0,0
mouth,0,0,0,0,0,4,0,0,0
pleased,3,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,0,0,1
eye,0,0,0,0,0,9,0,0,0
need,0,0,0,0,0,0,0,0,6
father,0,0,0,0,0,2,0,0,0
mother,0,0,0,0,0,3,0,0,0
know,0,0,0,0,0,0,0,0,18
inside,0,3,0,0,0,0,0,0,0
big,16,0,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,8
pack,0,0,0,0,0,1,0,0,0
decide,0,0,0,0,0,0,0,0,2
want,0,0,0,0,0,0,0,0,18
speak,0,0,0,0,0,0,0,0,17
roar,0,0,0,0,0,2,0,0,0
fill,0,0,0,0,0,0,0,0,2
live,0,0,0,0,0,0,0,0,7
son,0,0,0,0,0,2,0,0,0
fish,0,0,0,0,0,3,0,0,0
killer,0,0,0,0,0,3,0,0,0
eater,0,0,0,0,0,1,0,0,0
go,0,0,0,0,0,0,0,0,27
fight,0,0,0,0,0,1,0,0,9
thief,0,0,0,0,0,3,0,0,0
shout,0,0,0,0,0,1,0,0,13
yes,0,0,0,0,5,0,0,0,0
night,0,0,0,0,0,4,0,0,0
hungry,5,0,0,0,0,0,0,0,0
frog,0,0,0,0,0,2,0,0,0
carefully,0,0,2,0,0,0,0,0,0
free,3,0,0,0,0,0,0,0,0
adult,1,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,0,0,0,3
little,9,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,5
month,0,0,0,0,0,3,0,0,0
moon,0,0,0,0,0,6,0,0,0
leader,0,0,0,0,0,6,0,0,0
grey,5,0,0,0,0,1,0,0,0
end,0,0,0,0,0,7,0,0,0
circle,0,0,0,0,0,5,0,0,0
tree,0,0,0,0,0,21,0,0,0
outside,0,2,0,0,0,0,0,0,0
meeting,0,0,0,0,0,6,0,0,0
sleepy,1,0,0,0,0,0,0,0,0
brown,3,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,3,0,0,0
job,0,0,0,0,0,1,0,0,0
teach,0,0,0,0,0,0,0,0,11
deep,3,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,12
silently,0,0,2,0,0,0,0,0,0
jump,0,0,0,0,0,0,0,0,13
panther,0,0,0,0,0,5,0,0,0
black,4,0,0,0,0,0,0,0,0
clever,4,0,0,0,0,0,0,0,0
strong,9,0,0,0,0,0,0,0,0
dangerous,4,0,0,0,0,0,0,0,0
softly,0,0,5,0,0,0,0,0,0
possible,1,0,0,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,1
life,0,0,0,0,0,8,0,0,0
hurt,0,0,0,0,0,0,0,0,8
fat,2,0,0,0,0,0,0,0,0
newly,0,0,1,0,0,0,0,0,0
reply,0,0,0,0,0,1,0,0,4
dead,6,0,0,0,0,0,0,0,0
soon,0,0,7,0,0,0,0,0,0
family,0,0,0,0,0,2,0,0,0
help,0,0,0,0,0,0,0,0,8
word,0,0,0,0,0,10,0,0,0
present,0,0,0,0,0,1,0,0,0
book,0,0,0,0,0,1,0,0,0
year,0,0,0,0,0,3,0,0,0
learn,0,0,0,0,0,0,0,0,8
meaning,0,0,0,0,0,1,0,0,0
sound,0,0,0,0,0,6,0,0,0
song,0,0,0,0,0,1,0,0,0
bird,0,0,0,0,0,6,0,0,0
splash,0,0,0,0,0,2,0,0,0
water,0,0,0,0,0,4,0,0,0
climb,0,0,0,0,0,1,0,0,7
monkey,0,0,0,0,0,31,0,0,0
swim,0,0,0,0,0,0,0,0,1
river,0,0,0,0,0,3,0,0,0
cleverly,0,0,2,0,0,0,0,0,0
love,0,0,0,0,0,0,0,0,3
different,2,0,0,0,0,0,0,0,0
important,2,0,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,3
bored,1,0,0,0,0,0,0,0,0
lesson,0,0,0,0,0,3,0,0,0
hit,0,0,0,0,0,0,0,0,8
angrily,0,0,7,0,0,0,0,0,0
happy,5,0,0,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,7
hold,0,0,0,0,0,0,0,0,3
long,11,0,1,0,0,0,0,0,0
safe,4,0,0,0,0,0,0,0,0
true,3,0,0,0,0,0,0,0,0
call,0,0,0,0,0,0,0,0,12
sit,0,0,0,0,0,0,0,0,5
crossly,0,0,1,0,0,0,0,0,0
sadly,0,0,2,0,0,0,0,0,0
blood,0,0,0,0,0,4,0,0,0
ssss,0,0,0,0,0,1,0,0,0
snake,0,0,0,0,0,7,0,0,0
gently,0,0,1,0,0,0,0,0,0
thank,0,0,0,0,0,0,0,0,3
shall,0,0,0,2,0,0,0,0,0
high,2,0,7,0,0,0,0,0,0
surprised,2,0,0,0,0,0,0,0,0
log,0,0,0,0,0,13,0,0,0
green,1,0,0,0,0,0,0,0,0
cold,1,0,0,0,0,0,0,0,0
hard,4,0,5,0,0,0,0,0,0
talk,0,0,0,0,0,0,0,0,6
kind,1,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,5
nice,1,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,6,0,0,0
brother,0,0,0,0,0,8,0,0,0
play,0,0,0,0,0,0,0,0,5
law,0,0,0,0,0,2,0,0,0
noisy,2,0,0,0,0,0,0,0,0
dirty,2,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,11
forget,0,0,0,0,0,0,0,0,9
sorry,1,0,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,0,0,10
follow,0,0,0,0,0,0,0,0,5
friend,0,0,0,0,0,9,0,0,0
midday,0,0,0,0,0,1,0,0,0
sleep,0,0,0,0,0,2,0,0,6
hand,0,0,0,0,0,7,0,0,0
arm,0,0,0,0,0,4,0,0,0
try,0,0,0,0,0,0,0,0,4
heavy,5,0,0,0,0,0,0,0,0
thin,2,0,0,0,0,0,0,0,0
branch,0,0,0,0,0,2,0,0,0
carry,0,0,0,0,0,0,0,0,3
begin,0,0,0,0,0,0,0,0,12
journey,0,0,0,0,0,2,0,0,0
road,0,0,0,0,0,1,0,0,0
wild,1,0,0,0,0,0,0,0,0
exciting,1,0,0,0,0,0,0,0,0
treetop,0,0,0,0,0,2,0,0,0
crash,0,0,0,0,0,0,0,0,2
fall,0,0,0,0,0,0,0,0,4
blue,1,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,6,0,0,0
kite,0,0,0,0,0,3,0,0,0
fly,0,0,0,0,0,0,0,0,2
birdcall,0,0,0,0,0,1,0,0,0
travel,0,0,0,0,0,0,0,0,1
fast,0,0,7,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,2
python,0,0,0,0,0,4,0,0,0
easily,0,0,2,0,0,0,0,0,0
sun,0,0,0,0,0,1,0,0,0
metre,0,0,0,0,0,3,0,0,0
yellow,2,0,0,0,0,0,0,0,0
beautiful,2,0,0,0,0,0,0,0,0
news,0,0,0,0,0,5,0,0,0
hurry,0,0,0,0,0,0,0,0,3
hungrily,0,0,1,0,0,0,0,0,0
steal,0,0,0,0,0,0,0,0,2
tss,0,0,0,0,2,0,0,0,0
name,0,0,0,0,0,1,0,0,0
tired,4,0,0,0,0,0,0,0,0
quickly,0,0,7,0,0,0,0,0,0
city,0,0,0,0,0,8,0,0,0
hundred,0,0,0,0,0,2,0,0,0
ago,0,0,1,0,0,0,0,0,0
building,0,0,0,0,0,2,0,0,0
wall,0,0,0,0,0,9,0,0,0
broken,1,0,0,0,0,0,0,0,0
hole,0,0,0,0,0,2,0,0,0
tall,1,0,0,0,0,0,0,0,0
house,0,0,0,0,0,9,0,0,0
open,1,0,0,0,0,0,0,0,4
fruit,0,0,0,0,0,3,0,0,0
garden,0,0,0,0,0,1,0,0,0
boy,0,0,0,0,0,13,0,0,0
plan,0,0,0,0,0,2,0,0,0
minute,0,0,0,0,0,1,0,0,0
later,0,0,1,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,2
