word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
family,0,0,0,0,0,0,11,0,0,0
live,0,0,0,0,0,0,0,0,0,5
country,0,0,0,0,0,0,1,0,0,0
near,2,2,0,0,0,0,0,0,0,0
half,0,0,0,0,7,0,0,0,0,0
mile,0,0,0,0,0,0,3,0,0,0
village,0,0,0,0,0,0,8,0,0,0
river,0,0,0,0,0,0,3,0,0,0
big,10,0,0,0,0,0,0,0,0,0
old,17,0,0,0,0,0,0,0,0,0
house,0,0,0,0,0,0,35,0,0,0
beautiful,8,0,0,0,0,0,0,0,0,0
garden,0,0,0,0,0,0,19,0,0,0
lot,0,0,0,0,0,0,12,0,0,0
flower,0,0,0,0,0,0,2,0,0,0
tree,0,0,0,0,0,0,3,0,0,0
morning,0,0,0,0,0,0,10,0,0,0
come,0,0,0,0,0,0,0,0,0,37
tall,4,0,0,0,0,0,0,0,0,0
fat,2,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,6,0,0,0
thirty,0,0,0,0,0,0,0,2,0,0
year,0,0,0,0,0,0,9,0,0,0
hot,15,0,0,0,0,0,0,0,0,0
day,0,0,0,0,0,0,7,0,0,0
wear,0,0,0,0,0,0,0,0,0,5
warm,2,0,0,0,0,0,0,0,0,0
brown,2,0,0,0,0,0,0,0,0,0
skirt,0,0,0,0,0,0,1,0,0,0
yellow,1,0,0,0,0,0,0,0,0,0
shirt,0,0,0,0,0,0,2,0,0,0
go,0,0,0,0,0,0,0,0,0,84
kitchen,0,0,0,0,0,0,17,0,0,0
drink,0,0,0,0,0,0,1,0,0,6
water,0,0,0,0,0,0,1,0,0,0
phone,0,0,0,0,0,0,7,0,0,7
ring,0,0,0,0,0,0,0,0,0,1
say,0,0,0,0,0,0,0,0,0,97
hello,0,0,0,0,0,1,0,0,0,0
want,0,0,0,0,0,0,0,0,0,84
talk,0,0,0,0,0,0,0,0,0,27
mother,0,0,0,0,0,0,52,0,0,0
doctor,0,0,0,0,0,0,5,0,0,0
wrong,4,0,0,0,0,0,0,0,0,0
telephone,0,0,0,0,0,0,3,0,0,2
weekend,0,0,0,0,0,0,3,0,0,0
yes,0,0,0,0,0,20,0,0,0,0
money,0,0,0,0,0,0,47,0,0,0
train,0,0,0,0,0,0,3,0,0,0
ticket,0,0,0,0,0,0,3,0,0,0
give,0,0,0,0,0,0,0,0,0,7
