word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB,X
bring,0,0,0,0,0,0,0,0,0,2,0
page,0,0,0,0,0,0,2,0,0,0,0
animal,0,0,0,0,0,0,22,0,0,0,0
orang,0,0,0,0,0,0,16,0,0,0,0
outang,0,0,0,0,0,0,16,0,0,0,0
surprised,1,0,0,0,0,0,0,0,0,0,0
unhappy,1,0,0,0,0,0,0,0,0,0,0
indian,2,0,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,3,0
catch,0,0,0,0,0,0,0,0,0,7,0
course,0,0,2,0,0,0,1,0,0,0,0
innocent,6,0,0,0,0,0,0,0,0,0,0
advertisement,0,0,0,0,0,0,4,0,0,0,0
give,0,0,0,0,0,0,0,0,0,2,0
early,0,0,1,0,0,0,0,0,0,0,0
owner,0,0,0,0,0,0,3,0,0,0,0
sailor,0,0,0,0,0,0,11,0,0,0,0
maltese,3,0,0,0,0,0,0,0,0,0,0
ship,0,0,0,0,0,0,3,0,0,0,0
following,1,0,0,0,0,0,0,0,0,0,0
address,0,0,0,0,0,0,1,0,0,0,0
astonish,0,0,0,0,0,0,0,0,0,1,0
ribbon,0,0,0,0,0,0,3,0,0,0,0
colour,0,0,0,0,0,0,2,0,0,0,0
dirty,1,0,0,0,0,0,0,0,0,0,0
tie,0,0,0,0,0,0,0,0,0,1,0
favourite,0,0,0,0,0,0,1,0,0,0,0
sell,0,0,0,0,0,0,0,0,0,3,0
lose,0,0,0,0,0,0,0,0,0,3,0
danger,0,0,0,0,0,0,2,0,0,0,0
advertiser,0,0,0,0,0,0,1,0,0,0,0
start,0,0,0,0,0,0,0,0,0,1,0
ready,1,0,0,0,0,0,0,0,0,0,0
knock,0,0,0,0,0,0,1,0,0,0,0
tall,1,0,0,0,0,0,0,0,0,0,0
sunburnt,1,0,0,0,0,0,0,0,0,0,0
stick,0,0,0,0,0,0,2,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,3,0
fine,1,0,0,0,0,0,0,0,0,0,0
lucky,1,0,0,0,0,0,0,0,0,0,0
worried,2,0,0,0,0,0,0,0,0,0,0
sir,0,0,0,0,0,0,1,0,0,0,0
sorry,2,0,0,0,0,0,0,0,0,0,0
expensive,1,0,0,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,2,0
coat,0,0,0,0,0,0,1,0,0,0,0
slowly,0,0,1,0,0,0,0,0,0,0,0
white,2,0,0,0,0,0,0,0,0,0,0
prison,0,0,0,0,0,0,2,0,0,0,0
visit,0,0,0,0,0,0,0,0,0,1,0
island,0,0,0,0,0,0,1,0,0,0,0
journey,0,0,0,0,0,0,1,0,0,0,0
plan,0,0,0,0,0,0,0,0,0,1,0
late,0,0,1,0,0,0,0,0,0,0,0
bedroom,0,0,0,0,0,0,1,0,0,0,0
whip,0,0,0,0,0,0,4,0,0,0,0
luckily,0,0,1,0,0,0,0,0,0,0,0
decide,0,0,0,0,0,0,0,0,0,1,0
screaming,0,0,0,0,0,0,1,0,0,0,0
faint,0,0,0,0,0,0,0,0,0,1,0
shout,0,0,0,0,0,0,0,0,0,1,0
noise,0,0,0,0,0,0,1,0,0,0,0
watch,0,0,0,0,0,0,0,0,0,1,0
horror,0,0,0,0,0,0,1,0,0,0,0
free,1,0,0,0,0,0,0,0,0,0,0
job,0,0,0,0,0,0,1,0,0,0,0
