word,ADJ,ADP,ADV,NOUN,NUM,VERB
blue,68,0,0,0,0,0
whale,0,0,0,104,0,0
large,7,0,0,0,0,0
animal,0,0,0,30,0,0
fact,0,0,0,2,0,0
likely,1,0,1,0,0,0
live,0,0,0,0,0,17
like,0,5,0,0,0,0
mammal,0,0,0,2,0,0
minute,0,0,0,2,0,0
come,0,0,0,0,0,8
surface,0,0,0,7,0,0
breathe,0,0,0,0,0,3
ocean,0,0,0,19,0,0
thousand,0,0,0,4,1,0
planet,0,0,0,2,0,0
year,0,0,0,13,0,0
hunt,0,0,0,0,0,8
oil,0,0,0,4,0,0
body,0,0,0,3,0,0
part,0,0,0,2,0,0
close,0,0,2,0,0,0
extinction,0,0,0,1,0,0
law,0,0,0,3,0,0
pass,0,0,0,0,0,1
protect,0,0,0,0,0,8
today,0,0,0,3,0,0
remain,0,0,0,0,0,1
endanger,0,0,0,0,0,11
species,0,0,0,6,0,0
scientist,0,0,0,8,0,0
conservationist,0,0,0,2,0,0
work,0,0,0,1,0,7
study,0,0,0,0,0,2
huge,2,0,0,0,0,0
help,0,0,0,0,0,16
survive,0,0,0,0,0,4
limit,0,0,0,0,0,2
hunting,0,0,0,2,0,0
people,0,0,0,6,0,0
type,0,0,0,6,0,0
sperm,0,0,0,1,0,0
vocabulary,0,0,0,5,0,0
warm,4,0,0,0,0,0
blooded,1,0,0,0,0,0
air,0,0,0,4,0,0
spine,0,0,0,1,0,0
feed,0,0,0,0,0,6
young,1,0,0,0,0,0
milk,0,0,0,3,0,0
produce,0,0,0,0,0,3
mother,0,0,0,4,0,0
foot,0,0,0,4,0,0
meter,0,0,0,1,0,0
long,9,0,1,0,0,0
length,0,0,0,1,0,0
school,0,0,0,1,0,0
bus,0,0,0,1,0,0
female,1,0,0,1,0,0
usually,0,0,4,0,0,0
male,0,0,0,1,0,0
elephant,0,0,0,2,0,0
human,2,0,0,10,0,0
look,0,0,0,0,0,2
tiny,5,0,0,0,0,0
compare,0,0,0,0,0,1
enormous,2,0,0,0,0,0
think,0,0,0,0,0,8
adult,0,0,0,3,0,0
natural,2,0,0,0,0,0
predator,0,0,0,2,0,0
reason,0,0,0,2,0,0
weigh,0,0,0,0,0,3
ton,0,0,0,2,0,0
mean,0,0,0,0,0,1
heavy,1,0,0,0,0,0
thirty,0,0,0,0,1,0
heart,0,0,0,1,0,0
pound,0,0,0,3,0,0
kilogram,0,0,0,1,0,0
gray,2,0,0,0,0,0
color,0,0,0,2,0,0
white,2,0,0,0,0,0
light,1,0,0,1,0,0
area,0,0,0,6,0,0
belly,0,0,0,1,0,0
yellowish,2,0,0,0,0,0
yellow,1,0,0,0,0,0
green,1,0,0,0,0,0
creature,0,0,0,5,0,0
skin,0,0,0,5,0,0
smooth,1,0,0,0,0,0
flexible,1,0,0,0,0,0
flat,2,0,0,0,0,0
head,0,0,0,2,0,0
slippery,1,0,0,0,0,0
shape,0,0,0,1,0,0
glide,0,0,0,0,0,1
water,0,0,0,17,0,0
near,0,5,0,0,0,0
mouth,0,0,0,4,0,0
groove,0,0,0,3,0,0
call,0,0,0,0,0,9
ventral,1,0,0,0,0,0
pleat,0,0,0,2,0,0
let,0,0,0,0,0,2
stretch,0,0,0,0,0,2
widely,0,0,2,0,0,0
eat,0,0,0,0,0,4
blowhole,0,0,0,2,0,0
hole,0,0,0,1,0,0
similar,1,0,0,0,0,0
