word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
morning,0,0,0,0,0,0,8,0,0,0
middle,1,0,0,0,0,0,0,0,0,0
year,0,0,0,0,0,0,28,0,0,0
seventeenth,1,0,0,0,0,0,0,0,0,0
century,0,0,0,0,0,0,1,0,0,0
prison,0,0,0,0,0,0,14,0,0,0
new,10,0,0,0,0,0,0,0,0,0
building,0,0,0,0,0,0,2,0,0,0
look,0,0,0,0,0,0,13,0,0,70
old,44,0,0,0,0,0,0,0,0,0
dark,17,0,0,0,0,0,0,0,0,0
ugly,6,0,0,0,0,0,0,0,0,0
place,0,0,0,0,0,0,18,0,0,0
surround,0,0,0,0,0,0,0,0,0,2
rough,1,0,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,0,2,0,0,0
thing,0,0,0,0,0,0,25,0,0,0
beauty,0,0,0,0,0,0,3,0,0,0
wild,11,0,0,0,0,0,0,0,0,0
rose,0,0,0,0,0,0,4,0,0,0
grow,0,0,0,0,0,0,0,0,0,10
door,0,0,0,0,0,0,13,0,0,0
bright,8,0,0,0,0,0,0,0,0,0
sweet,4,0,1,0,0,0,0,0,0,0
smell,0,0,0,0,0,0,0,0,0,1
flower,0,0,0,0,0,0,6,0,0,0
smile,0,0,0,0,0,0,11,0,0,18
kindly,1,0,4,0,0,0,0,0,0,0
poor,14,0,0,0,0,0,0,0,0,0
prisoner,0,0,0,0,0,0,2,0,0,0
go,0,0,0,0,0,0,0,0,0,35
come,0,0,0,0,0,0,0,0,0,70
death,0,0,0,0,0,0,16,0,0,0
crowd,0,0,0,0,0,0,22,0,0,0
people,0,0,0,0,0,0,38,0,0,0
wait,0,0,0,0,0,0,0,0,0,10
man,0,0,0,0,0,0,98,0,0,0
beard,0,0,0,0,0,0,5,0,0,0
wear,0,0,0,0,0,0,0,0,0,15
sad,11,0,0,0,0,0,0,0,0,0
coloured,3,0,0,0,0,0,0,0,0,0
clothe,0,0,0,0,0,0,12,0,0,0
tall,7,0,0,0,0,0,0,0,0,0
grey,9,0,0,0,0,0,0,0,0,0
hat,0,0,0,0,0,0,4,0,0,0
woman,0,0,0,0,0,0,43,0,0,0
eye,0,0,0,0,0,0,31,0,0,0
watch,0,0,0,0,0,0,2,0,0,17
heavy,6,0,0,0,0,0,0,0,0,0
wooden,2,0,0,0,0,0,0,0,0,0
mercy,0,0,0,0,0,0,5,0,0,0
face,0,0,0,0,0,0,48,0,0,2
special,2,0,0,0,0,0,0,0,0,0
interest,0,0,0,0,0,0,1,0,0,1
happen,0,0,0,0,0,0,0,0,0,3
country,0,0,0,0,0,0,1,0,0,0
sun,0,0,0,0,0,0,4,0,0,0
shine,0,0,0,0,0,0,0,0,0,3
strong,15,0,0,0,0,0,0,0,0,0
shoulder,0,0,0,0,0,0,6,0,0,0
wide,4,0,1,0,0,0,0,0,0,0
skirt,0,0,0,0,0,0,1,0,0,0
round,1,0,3,0,0,0,0,0,0,0
red,7,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,3
cross,0,0,0,0,0,0,0,0,0,2
sea,0,0,0,0,0,0,11,0,0,0
family,0,0,0,0,0,0,4,0,0,0
build,0,0,0,0,0,0,0,0,0,1
town,0,0,0,0,0,0,28,0,0,0
bring,0,0,0,0,0,0,0,0,0,23
custom,0,0,0,0,0,0,1,0,0,0
religion,0,0,0,0,0,0,2,0,0,0
loud,1,0,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,22,0,0,0
opinion,0,0,0,0,0,0,2,0,0,0
englishwoman,0,0,0,0,0,0,1,0,0,0
time,0,0,0,0,0,0,32,0,0,0
well,18,0,3,0,0,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,153
hard,3,0,4,0,0,0,0,0,0,0
faced,1,0,0,0,0,0,0,0,0,0
good,23,0,1,0,0,0,5,0,0,0
sensible,3,0,0,0,0,0,0,0,0,0
church,0,0,0,0,0,0,13,0,0,0
judge,0,0,0,0,0,0,2,0,0,2
light,1,0,0,0,0,0,6,0,0,1
punishment,0,0,0,0,0,0,8,0,0,0
magistrate,0,0,0,0,0,0,10,0,0,0
priest,0,0,0,0,0,0,110,0,0,0
deeply,0,0,7,0,0,0,0,0,0,0
sadden,0,0,0,0,0,0,0,0,0,1
shame,0,0,0,0,0,0,34,0,0,0
merciful,6,0,0,0,0,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,9
letter,0,0,0,0,0,0,57,0,0,0
forehead,0,0,0,0,0,0,4,0,0,0
hot,3,0,1,0,0,0,0,0,0,0
metal,0,0,0,0,0,0,1,0,0,0
dress,0,0,0,0,0,0,11,0,0,1
ought,0,0,0,1,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,23
cry,0,0,0,0,0,0,5,0,0,24
open,6,3,0,0,0,0,0,0,0,5
like,1,22,0,0,0,0,0,0,0,3
black,10,0,0,0,0,0,0,0,0,0
shadow,0,0,0,0,0,0,8,0,0,0
sunshine,0,0,0,0,0,0,6,0,0,0
officer,0,0,0,0,0,0,7,0,0,0
appear,0,0,0,0,0,0,0,0,0,8
right,8,0,0,0,0,0,5,0,0,0
hand,0,0,0,0,0,0,47,0,0,0
pull,0,0,0,0,0,0,0,0,0,14
forward,0,0,8,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,4
away,0,1,33,0,0,0,0,0,0,0
step,0,0,0,0,0,0,7,0,0,12
air,0,0,0,0,0,0,3,0,0,0
child,0,0,0,0,0,0,95,0,0,0
arm,0,0,0,0,0,0,7,0,0,0
baby,0,0,0,0,0,0,4,0,0,0
month,0,0,0,0,0,0,2,0,0,0
shut,0,0,0,0,0,0,0,0,0,2
turn,0,0,0,0,0,0,0,0,0,18
head,0,0,0,0,0,0,11,0,0,0
suddenly,0,0,11,0,0,0,0,0,0,0
pink,1,0,0,0,0,0,0,0,0,0
stare,0,0,0,0,0,0,2,0,0,17
proudly,0,0,3,0,0,0,0,0,0,0
neighbour,0,0,0,0,0,0,1,0,0,0
bosom,0,0,0,0,0,0,32,0,0,0
fine,4,0,0,0,0,0,0,0,0,0
cloth,0,0,0,0,0,0,3,0,0,0
fantastic,1,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,0,4,0,0,0
gold,3,0,0,0,0,0,4,0,0,0
thread,0,0,0,0,0,0,5,0,0,0
young,34,0,0,0,0,0,0,0,0,0
perfectly,0,0,1,0,0,0,0,0,0,0
shape,0,0,0,0,0,0,1,0,0,1
long,9,0,7,0,0,0,0,0,0,0
hair,0,0,0,0,0,0,5,0,0,0
sunlight,0,0,0,0,0,0,1,0,0,0
beautiful,9,0,0,0,0,0,0,0,0,0
deep,6,0,1,0,0,0,0,0,0,0
walk,0,0,0,0,0,0,2,0,0,25
lady,0,0,0,0,0,0,4,0,0,0
expect,0,0,0,0,0,0,0,0,0,5
ashamed,1,0,0,0,0,0,0,0,0,0
surprise,0,0,0,0,0,0,2,0,0,2
misfortune,0,0,0,0,0,0,1,0,0,0
sew,0,0,0,0,0,0,0,0,0,3
fantastically,0,0,1,0,0,0,0,0,0,0
clever,3,0,0,0,0,0,0,0,0,0
needle,0,0,0,0,0,0,3,0,0,0
way,0,0,0,0,0,0,17,0,0,0
mean,0,0,0,0,0,0,0,0,0,9
proud,4,0,0,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,8
allow,0,0,0,0,0,0,0,0,0,5
far,2,0,5,0,0,0,0,0,0,0
market,0,0,0,0,0,0,7,0,0,0
western,1,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0,7,0,0,2
early,3,0,2,0,0,0,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,40
scaffold,0,0,0,0,0,0,24,0,0,0
criminal,0,0,0,0,0,0,1,0,0,0
meet,0,0,0,0,0,0,0,0,0,10
townspeople,0,0,0,0,0,0,3,0,0,0
platform,0,0,0,0,0,0,11,0,0,0
wrong,4,0,0,0,0,0,4,0,0,4
shameful,1,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,12,0,0,0
accept,0,0,0,0,0,0,0,0,0,4
bravely,0,0,1,0,0,0,0,0,0,0
thousand,0,0,0,0,0,0,0,1,0,0
fix,0,0,0,0,0,0,0,0,0,1
scarlet,45,0,0,0,0,0,0,0,0,0
today,0,0,0,0,0,0,10,0,0,0
laugh,0,0,0,0,0,0,2,0,0,13
sight,0,0,0,0,0,0,2,0,0,0
religious,3,0,0,0,0,0,0,0,0,0
feeling,0,0,0,0,0,0,6,0,0,0
sin,0,0,0,0,0,0,14,0,0,7
feel,0,0,0,0,0,0,0,0,0,12
want,0,0,0,0,0,0,0,0,0,17
scream,0,0,0,0,0,0,1,0,0,4
throw,0,0,0,0,0,0,0,0,0,11
mad,5,0,0,0,0,0,0,0,0,0
picture,0,0,0,0,0,0,4,0,0,0
past,1,0,1,0,0,0,2,0,0,0
inside,0,8,1,0,0,0,0,0,0,0
village,0,0,0,0,0,0,1,0,0,0
dead,9,0,0,0,0,0,0,0,0,0
parent,0,0,0,0,0,0,1,0,0,0
father,0,0,0,0,0,0,9,0,0,0
white,9,0,0,0,0,0,0,0,0,0
mother,0,0,0,0,0,0,46,0,0,0
worried,4,0,0,0,0,0,0,0,0,0
love,0,0,0,0,0,0,10,0,0,17
girl,0,0,0,0,0,0,5,0,0,0
mirror,0,0,0,0,0,0,2,0,0,0
thin,3,0,0,0,0,0,0,0,0,0
spend,0,0,0,0,0,0,0,0,0,6
study,0,0,0,0,0,0,5,0,0,5
book,0,0,0,0,0,0,6,0,0,0
human,3,0,0,0,0,0,0,0,0,0
soul,0,0,0,0,0,0,23,0,0,0
owner,0,0,0,0,0,0,1,0,0,0
wish,0,0,0,0,0,0,1,0,0,7
left,1,0,0,0,0,0,0,0,0,0
little,57,0,0,0,0,0,0,0,0,0
high,5,0,1,0,0,0,0,0,0,0
house,0,0,0,0,0,0,25,0,0,0
great,13,0,0,0,0,0,0,0,0,0
city,0,0,0,0,0,0,3,0,0,0
life,0,0,0,0,0,0,19,0,0,0
begin,0,0,0,0,0,0,0,0,0,16
marketplace,0,0,0,0,0,0,1,0,0,0
true,8,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,2,0,0,18
close,5,0,4,0,0,0,0,0,0,0
touch,0,0,0,0,0,0,1,0,0,2
finger,0,0,0,0,0,0,10,0,0,0
sure,5,0,0,0,0,0,0,0,0,0
real,3,0,0,0,0,0,0,0,0,0
yes,0,0,0,0,0,14,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,5
notice,0,0,0,0,0,0,0,0,0,3
figure,0,0,0,0,0,0,3,0,0,0
edge,0,0,0,0,0,0,8,0,0,0
small,5,0,0,0,0,0,0,0,0,0
intelligent,2,0,0,0,0,0,0,0,0,0
looking,2,0,0,0,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,2
travel,0,0,0,0,0,0,0,0,0,2
arrange,0,0,0,0,0,0,0,0,0,6
hide,0,0,0,0,0,0,0,0,0,14
clear,3,0,0,0,0,0,0,0,0,0
violently,0,0,1,0,0,0,0,0,0,0
pain,0,0,0,0,0,0,13,0,0,0
hear,0,0,0,0,0,0,0,0,0,21
closely,0,0,3,0,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,39
angry,4,0,0,0,0,0,0,0,0,0
moment,0,0,0,0,0,0,22,0,0,0
calm,7,0,0,0,0,0,0,0,0,1
soon,0,0,12,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,68
recognize,0,0,0,0,0,0,0,0,0,3
excuse,0,0,0,0,0,0,0,0,0,1
near,0,5,3,0,0,0,0,0,0,0
public,7,0,0,0,0,0,0,0,0,0
stranger,0,0,0,0,0,0,8,0,0,0
friend,0,0,0,0,0,0,27,0,0,0
questioner,0,0,0,0,0,0,1,0,0,0
indian,2,0,0,0,0,0,0,0,0,0
companion,0,0,0,0,0,0,2,0,0,0
evil,9,0,0,0,0,0,6,0,0,0
accident,0,0,0,0,0,0,1,0,0,0
land,0,0,0,0,0,0,4,0,0,0
south,0,0,0,0,0,0,1,0,0,0
help,0,0,0,0,0,0,9,0,0,5
free,5,0,0,0,0,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,32
wife,0,0,0,0,0,0,7,0,0,0
live,0,0,0,0,0,0,0,0,0,19
townsman,0,0,0,0,0,0,3,0,0,0
decide,0,0,0,0,0,0,0,0,0,10
send,0,0,0,0,0,0,0,0,0,6
ahead,0,0,2,0,0,0,0,0,0,0
business,0,0,0,0,0,0,1,0,0,0
matter,0,0,0,0,0,0,4,0,0,0
leave,0,0,0,0,0,0,2,0,0,26
news,0,0,0,0,0,0,4,0,0,0
understand,0,0,0,0,0,0,0,0,0,9
cold,6,0,0,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,0,4
mystery,0,0,0,0,0,0,2,0,0,0
refuse,0,0,0,0,0,0,0,0,0,5
speak,0,0,0,0,0,0,0,0,0,50
husband,0,0,0,0,0,0,8,0,0,0
find,0,0,0,0,0,0,0,0,0,22
alive,4,0,0,0,0,0,0,0,0,0
reply,0,0,0,0,0,0,0,0,0,20
obviously,0,0,1,0,0,0,0,0,0,0
guilty,5,0,0,0,0,0,0,0,0,0
adultery,0,0,0,0,0,0,3,0,0,0
usual,3,0,0,0,0,0,0,0,0,0
probably,0,0,3,0,0,0,0,0,0,0
order,0,0,0,0,0,0,0,0,0,1
hour,0,0,0,0,0,0,11,0,0,0
rest,0,0,0,0,0,0,1,0,0,1
warn,0,0,0,0,0,0,0,0,0,1
thank,0,0,0,0,0,0,3,0,0,8
whisper,0,0,0,0,0,0,3,0,0,19
word,0,0,0,0,0,0,19,0,0,0
conversation,0,0,0,0,0,0,1,0,0,0
glad,4,0,0,0,0,0,0,0,0,0
fear,0,0,0,0,0,0,7,0,0,2
meeting,0,0,0,0,0,0,6,0,0,0
greatly,0,0,4,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,5
thought,0,0,0,0,0,0,10,0,0,0
listen,0,0,0,0,0,0,0,0,0,9
famous,2,0,0,0,0,0,0,0,0,0
kind,3,0,0,0,0,0,2,0,0,0
balcony,0,0,0,0,0,0,2,0,0,0
outside,0,3,2,0,0,0,1,0,0,0
ask,0,0,0,0,0,0,0,0,0,36
pale,8,0,0,0,0,0,0,0,0,0
terrible,10,0,0,0,0,0,0,0,0,0
important,3,0,0,0,0,0,0,0,0,0
care,0,0,0,0,0,0,3,0,0,4
persuade,0,0,0,0,0,0,0,0,0,1
truth,0,0,0,0,0,0,8,0,0,0
large,3,0,0,0,0,0,0,0,0,0
brown,1,0,0,0,0,0,0,0,0,0
lip,0,0,0,0,0,0,2,0,0,0
tremble,0,0,0,0,0,0,0,0,0,9
shy,1,0,0,0,0,0,0,0,0,0
sensitive,2,0,0,0,0,0,0,0,0,0
fearful,3,0,0,0,0,0,0,0,0,0
half,1,0,11,0,2,0,0,0,0,0
frightened,1,0,0,0,0,0,0,0,0,0
simple,2,0,0,0,0,0,0,0,0,0
straight,0,0,2,0,0,0,0,0,0,0
heart,0,0,0,0,0,0,35,0,0,0
tear,0,0,0,0,0,0,2,0,0,0
think,0,0,0,0,0,0,0,0,0,34
peace,0,0,0,0,0,0,6,0,0,0
path,0,0,0,0,0,0,5,0,0,0
silent,6,0,0,0,0,0,0,0,0,0
sorry,3,0,0,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,8
chance,0,0,0,0,0,0,4,0,0,0
win,0,0,0,0,0,0,0,0,0,3
battle,0,0,0,0,0,0,4,0,0,0
sadness,0,0,0,0,0,0,8,0,0,0
afraid,15,0,0,0,0,0,0,0,0,0
shake,0,0,0,0,0,0,0,0,0,1
earth,0,0,0,0,0,0,3,0,0,0
mark,0,0,0,0,0,0,4,0,0,0
keep,0,0,0,0,0,0,0,0,0,5
take,0,0,0,0,0,0,0,0,0,12
ghostly,1,0,0,0,0,0,0,0,0,0
darkness,0,0,0,0,0,0,1,0,0,0
strangely,0,0,2,0,0,0,0,0,0,0
excited,3,0,0,0,0,0,0,0,0,0
carefully,0,0,3,0,0,0,0,0,0,0
violent,2,0,0,0,0,0,0,0,0,0
night,0,0,0,0,0,0,11,0,0,0
unable,5,0,0,0,0,0,0,0,0,0
quieten,0,0,0,0,0,0,0,0,0,3
worry,0,0,0,0,0,0,1,0,0,4
stop,0,0,0,0,0,0,0,0,0,12
doctor,0,0,0,0,0,0,27,0,0,0
describe,0,0,0,0,0,0,0,0,0,2
learn,0,0,0,0,0,0,0,0,0,3
natural,2,0,0,0,0,0,0,0,0,0
medicine,0,0,0,0,0,0,12,0,0,0
follow,0,0,0,0,0,0,0,0,0,7
continue,0,0,0,0,0,0,0,0,0,4
enter,0,0,0,0,0,0,0,0,0,2
room,0,0,0,0,0,0,8,0,0,0
calmly,0,0,4,0,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,3
bag,0,0,0,0,0,0,2,0,0,0
powder,0,0,0,0,0,0,1,0,0,0
cup,0,0,0,0,0,0,3,0,0,0
water,0,0,0,0,0,0,7,0,0,0
revenge,0,0,0,0,0,0,11,0,0,0
innocent,1,0,0,0,0,0,0,0,0,0
silly,3,0,0,0,0,0,0,0,0,0
coldly,0,0,1,0,0,0,0,0,0,0
miserable,3,0,0,0,0,0,0,0,0,0
hesitate,0,0,0,0,0,0,0,0,0,3
give,0,0,0,0,0,0,0,0,0,10
quiet,5,0,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,8
peacefully,0,0,1,0,0,0,0,0,0,0
asleep,3,0,0,0,0,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,2
drink,0,0,0,0,0,0,2,0,0,4
troubled,1,0,0,0,0,0,0,0,0,0
slowly,0,0,8,0,0,0,0,0,0,0
doubt,0,0,0,0,0,0,2,0,0,0
reason,0,0,0,0,0,0,8,0,0,0
sleep,0,0,0,0,0,0,1,0,0,6
pray,0,0,0,0,0,0,0,0,0,4
need,0,0,0,1,0,0,1,0,0,9
let,0,0,0,0,0,0,0,0,0,16
suffer,0,0,0,0,0,0,0,0,0,5
quickly,0,0,3,0,0,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,11
bed,0,0,0,0,0,0,4,0,0,0
chair,0,0,0,0,0,0,5,0,0,0
weak,5,0,0,0,0,0,0,0,0,0
stupid,3,0,0,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,3
day,0,0,0,0,0,0,33,0,0,0
marry,0,0,0,0,0,0,0,0,0,3
learning,0,0,0,0,0,0,1,0,0,0
pretend,0,0,0,0,0,0,0,0,0,4
hope,0,0,0,0,0,0,1,0,0,2
harm,0,0,0,0,0,0,1,0,0,2
confident,2,0,0,0,0,0,0,0,0,0
shall,0,0,0,18,0,0,0,0,0,0
read,0,0,0,0,0,0,0,0,0,2
hurt,0,0,0,0,0,0,0,0,0,2
position,0,0,0,0,0,0,6,0,0,0
inform,0,0,0,0,0,0,0,0,0,1
law,0,0,0,0,0,0,2,0,0,0
honest,1,0,0,0,0,0,0,0,0,0
heaven,0,0,0,0,0,0,4,0,0,0
punish,0,0,0,0,0,0,0,0,0,5
