word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
visitor,0,0,0,0,0,0,6,0,0,0
come,0,0,0,0,0,0,0,0,0,30
surprising,3,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,8,0,0,0
head,0,0,0,0,0,0,5,0,0,0
hand,0,0,0,0,0,0,4,0,0,0
cry,0,0,0,0,0,0,1,0,0,11
talk,0,0,0,0,0,0,0,0,0,8
stop,0,0,0,0,0,0,0,0,0,5
sit,0,0,0,0,0,0,0,0,0,6
word,0,0,0,0,0,0,1,0,0,0
large,3,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,33,0,0,0
tall,2,0,0,0,0,0,0,0,0,0
dress,0,0,0,0,0,0,0,0,0,3
important,5,0,1,0,0,0,0,0,0,0
looking,2,0,0,0,0,0,0,0,0,0
room,0,0,0,0,0,0,17,0,0,0
walk,0,0,0,0,0,0,2,0,0,9
big,3,0,0,0,0,0,0,0,0,0
chair,0,0,0,0,0,0,2,0,0,0
suddenly,0,0,7,0,0,0,0,0,0,0
fall,0,0,0,0,0,0,1,0,0,4
eye,0,0,0,0,0,0,6,0,0,0
close,0,0,0,0,0,0,0,0,0,2
look,0,0,0,0,0,0,3,0,0,49
white,4,0,0,0,0,0,0,0,0,0
ill,4,0,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,14
water,0,0,0,0,0,0,2,0,0,0
get,0,0,0,0,0,0,0,0,0,11
doctor,0,0,0,0,0,0,3,0,0,0
bag,0,0,0,0,0,0,1,0,0,0
carefully,0,0,10,0,0,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,101
right,3,0,1,0,0,1,0,0,0,0
think,0,0,0,0,0,0,0,0,0,17
tired,5,0,0,0,0,0,0,0,0,0
probably,0,0,4,0,0,0,0,0,0,0
hungry,1,0,0,0,0,0,0,0,0,0
pocket,0,0,0,0,0,0,2,0,0,0
find,0,0,0,0,0,0,0,0,0,17
train,0,0,0,0,0,0,4,0,0,0
ticket,0,0,0,0,0,0,1,0,0,0
north,0,0,3,0,0,0,7,0,0,0
long,7,0,0,0,0,0,0,0,0,0
