word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
cold,9,0,0,0,0,0,2,0,0,0
winter,0,0,0,0,0,0,4,0,0,0
day,0,0,0,0,0,0,24,0,0,0
little,21,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,0,0,29,0,0,0
father,0,0,0,0,0,0,16,0,0,0
arrive,0,0,0,0,0,0,0,0,0,3
seven,0,0,0,0,0,0,0,2,0,0
year,0,0,0,0,0,0,10,0,0,0
old,9,0,0,0,0,0,0,0,0,0
long,3,0,0,0,0,0,0,0,0,0
black,5,0,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,0,2,0,0,0
green,1,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,6,0,0,0
sit,0,0,0,0,0,0,0,0,0,18
cab,0,0,0,0,0,0,1,0,0,0
look,0,0,0,0,0,0,0,0,0,49
window,0,0,0,0,0,0,14,0,0,0
tall,3,0,0,0,0,0,0,0,0,0
house,0,0,0,0,0,0,17,0,0,0
dark,2,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,0,2,0,0,0
think,0,0,0,0,0,0,0,0,0,21
ask,0,0,0,0,0,0,0,0,0,6
arm,0,0,0,0,0,0,4,0,0,0
round,0,5,0,0,0,0,0,0,0,0
daughter,0,0,0,0,0,0,10,0,0,0
say,0,0,0,0,0,0,0,0,0,113
hot,11,0,0,0,0,0,0,0,0,0
sun,0,0,0,0,0,0,1,0,0,0
blue,3,0,0,0,0,0,0,0,0,0
like,0,5,0,0,0,0,0,0,0,17
different,7,0,0,0,0,0,0,0,0,0
school,0,0,0,0,0,0,28,0,0,0
want,0,0,0,0,0,0,0,0,0,14
come,0,0,0,0,0,0,0,0,0,29
help,0,0,0,0,0,0,1,0,0,9
smile,0,0,0,0,0,0,5,0,0,9
happy,8,0,0,0,0,0,0,0,0,0
love,0,0,0,0,0,0,0,0,0,8
mother,0,0,0,0,0,0,4,0,0,0
dead,8,0,0,0,0,0,0,0,0,0
child,0,0,0,0,0,0,20,0,0,0
good,15,0,0,0,0,0,0,0,0,0
friend,0,0,0,0,0,0,38,0,0,0
soon,0,0,6,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,33
big,11,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,2,0,0,0
dress,0,0,0,0,0,0,13,0,0,0
give,0,0,0,0,0,0,0,0,0,9
beautiful,13,0,0,0,0,0,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,5
quietly,0,0,11,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,0,0,0,3
rich,11,0,0,0,0,0,0,0,0,0
french,3,0,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,6
book,0,0,0,0,0,0,8,0,0,0
read,0,0,0,0,0,0,0,0,0,1
time,0,0,0,0,0,0,6,0,0,0
play,0,0,0,0,0,0,0,0,0,1
new,11,0,0,0,0,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,3
week,0,0,0,0,0,0,5,0,0,0
shop,0,0,0,0,0,0,5,0,0,0
buy,0,0,0,0,0,0,0,0,0,4
expensive,5,0,0,0,0,0,0,0,0,0
flower,0,0,0,0,0,0,1,0,0,0
room,0,0,0,0,0,0,32,0,0,0
doll,0,0,0,0,0,0,4,0,0,0
sister,0,0,0,0,0,0,3,0,0,0
money,0,0,0,0,0,0,14,0,0,0
princess,0,0,0,0,0,0,10,0,0,0
leave,0,0,0,0,0,0,0,0,0,4
sad,4,0,0,0,0,0,0,0,0,0
cry,0,0,0,0,0,0,0,0,0,15
ship,0,0,0,0,0,0,1,0,0,0
course,0,0,3,0,0,0,6,0,0,0
answer,0,0,0,0,0,0,2,0,0,2
nice,5,0,0,0,0,0,0,0,0,0
important,3,0,0,0,0,0,0,0,0,0
lot,0,0,0,0,0,0,7,0,0,0
thing,0,0,0,0,0,0,23,0,0,0
interested,3,0,0,0,0,0,0,0,0,0
people,0,0,0,0,0,0,5,0,0,0
tell,0,0,0,0,0,0,0,0,0,17
story,0,0,0,0,0,0,11,0,0,0
clever,4,0,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,0,4
king,0,0,0,0,0,0,2,0,0,0
queen,0,0,0,0,0,0,1,0,0,0
wonderful,7,0,0,0,0,0,0,0,0,0
country,0,0,0,0,0,0,1,0,0,0
sea,0,0,0,0,0,0,1,0,0,0
picture,0,0,0,0,0,0,3,0,0,0
easy,5,0,0,0,0,0,0,0,0,0
poor,8,0,0,0,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,0,5
lesson,0,0,0,0,0,0,5,0,0,0
angry,8,0,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,2
everybody,0,0,0,0,0,0,0,0,5,0
sing,0,0,0,0,0,0,0,0,0,1
kind,8,0,0,0,0,0,0,0,0,0
friendly,9,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,4
loving,1,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,0,4,0,0,0
exciting,3,0,0,0,0,0,0,0,0,0
talk,0,0,0,0,0,0,0,0,0,13
mine,0,0,0,0,0,0,17,0,0,0
northern,1,0,0,0,0,0,0,0,0,0
month,0,0,0,0,0,0,3,0,0,0
ago,0,0,2,0,0,0,0,0,0,0
worker,0,0,0,0,0,0,1,0,0,0
find,0,0,0,0,0,0,0,0,0,13
diamond,0,0,0,0,0,0,22,0,0,0
thousand,0,0,0,0,0,0,2,0,0,0
work,0,0,0,0,0,0,1,0,0,7
need,0,0,0,0,0,0,0,0,0,1
special,1,0,0,0,0,0,0,0,0,0
put,0,0,0,0,0,0,0,0,0,1
nearly,0,0,3,0,0,0,0,0,0,0
pleased,3,0,0,0,0,0,0,0,0,0
huh,0,0,0,0,0,1,0,0,0,0
interesting,1,0,0,0,0,0,0,0,0,0
million,0,0,0,0,0,0,3,0,0,0
laugh,0,0,0,0,0,0,1,0,0,7
wear,0,0,0,0,0,0,0,0,0,1
breakfast,0,0,0,0,0,0,3,0,0,0
face,0,0,0,0,0,0,18,0,0,0
red,7,0,0,0,0,0,0,0,0,0
angrily,0,0,6,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,18
unkind,1,0,0,0,0,0,0,0,0,0
later,0,0,9,0,0,0,0,0,0,0
servant,0,0,0,0,0,0,19,0,0,0
fourteen,0,0,0,0,0,0,0,1,0,0
half,0,0,0,0,1,0,2,0,0,0
night,0,0,0,0,0,0,13,0,0,0
carry,0,0,0,0,0,0,0,0,0,6
upstairs,0,0,5,0,0,0,0,0,0,0
downstairs,0,0,3,0,0,0,0,0,0,0
clean,0,0,0,0,0,0,0,0,0,3
floor,0,0,0,0,0,0,3,0,0,0
fire,0,0,0,0,0,0,13,0,0,0
tired,7,0,0,0,0,0,0,0,0,0
hungry,10,0,0,0,0,0,0,0,0,0
dirty,4,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,4,0,0,0
bedroom,0,0,0,0,0,0,3,0,0,0
sleep,0,0,0,0,0,0,1,0,0,7
chair,0,0,0,0,0,0,4,0,0,0
open,1,0,0,0,0,0,0,0,0,9
see,0,0,0,0,0,0,0,0,0,8
get,0,0,0,0,0,0,0,0,0,10
sorry,8,0,0,0,0,0,0,0,0,0
minute,0,0,0,0,0,0,7,0,0,0
afraid,5,0,0,0,0,0,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,11
door,0,0,0,0,0,0,22,0,0,0
run,0,0,0,0,0,0,0,0,0,17
away,0,0,15,0,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,9
hand,0,0,0,0,0,0,9,0,0,0
let,0,0,0,0,0,0,0,0,0,4
meet,0,0,0,0,0,0,0,0,0,3
eat,0,0,0,0,0,0,0,0,0,12
beautifully,0,0,1,0,0,0,0,0,0,0
well,1,0,2,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,1,0,0,3
feel,0,0,0,0,0,0,0,0,0,4
eleventh,1,0,0,0,0,0,0,0,0,0
birthday,0,0,0,0,0,0,2,0,0,0
stop,0,0,0,0,0,0,0,0,0,4
afternoon,0,0,0,0,0,0,3,0,0,0
party,0,0,0,0,0,0,7,0,0,0
visitor,0,0,0,0,0,0,2,0,0,0
lawyer,0,0,0,0,0,0,10,0,0,0
office,0,0,0,0,0,0,2,0,0,0
close,0,0,0,0,0,0,0,0,0,2
schoolroom,0,0,0,0,0,0,3,0,0,0
noise,0,0,0,0,0,0,4,0,0,0
ill,6,0,0,0,0,0,0,0,0,0
fever,0,0,0,0,0,0,4,0,0,0
hear,0,0,0,0,0,0,0,0,0,3
bad,5,0,0,0,0,0,0,0,0,0
penny,0,0,0,0,0,0,3,0,0,0
world,0,0,0,0,0,0,1,0,0,0
street,0,0,0,0,0,0,4,0,0,0
call,0,0,0,0,0,0,0,0,0,3
bring,0,0,0,0,0,0,0,0,0,2
coldly,0,0,3,0,0,0,0,0,0,0
yes,0,0,0,0,0,15,0,0,0,0
small,3,0,0,0,0,0,0,0,0,0
bread,0,0,0,0,0,0,8,0,0,0
evening,0,0,0,0,0,0,3,0,0,0
attic,0,0,0,0,0,0,22,0,0,0
bed,0,0,0,0,0,0,11,0,0,0
white,6,0,0,0,0,0,0,0,0,0
hour,0,0,0,0,0,0,3,0,0,0
late,2,0,2,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,4
slowly,0,0,4,0,0,0,0,0,0,0
turn,0,0,0,0,0,0,0,0,0,1
head,0,0,0,0,0,0,3,0,0,0
whisper,0,0,0,0,0,0,0,0,0,10
morning,0,0,0,0,0,0,10,0,0,0
kitchen,0,0,0,0,0,0,4,0,0,0
cook,0,0,0,0,0,0,3,0,0,0
make,0,0,0,0,0,0,0,0,0,1
apple,0,0,0,0,0,0,4,0,0,0
