word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
cold,20,0,0,0,0,0,1,0,0,0
wind,0,0,0,0,0,0,18,0,0,0
afternoon,0,0,0,0,0,0,7,0,0,0
sun,0,0,0,0,0,0,1,0,0,0
shine,0,0,0,0,0,0,0,0,0,4
hour,0,0,0,0,0,0,12,0,0,0
walk,0,0,0,0,0,0,3,0,0,18
moor,0,0,0,0,0,0,12,0,0,0
house,0,0,0,0,0,0,42,0,0,0
sheep,0,0,0,0,0,0,2,0,0,0
hide,0,0,0,0,0,0,0,0,0,1
stone,0,0,0,0,0,0,4,0,0,0
wall,0,0,0,0,0,0,2,0,0,0
grey,3,0,0,0,0,0,0,0,0,0
cloud,0,0,0,0,0,0,1,0,0,0
hill,0,0,0,0,0,0,10,0,0,0
west,0,0,0,0,0,0,3,0,0,0
smell,0,0,0,0,0,0,0,0,0,2
snow,0,0,0,0,0,0,6,0,0,0
air,0,0,0,0,0,0,1,0,0,0
winter,0,0,0,0,0,0,4,0,0,0
year,0,0,0,0,0,0,19,0,0,0
seventy,0,0,0,0,0,0,0,1,0,0
old,21,0,0,0,0,0,0,0,0,0
rector,0,0,0,0,0,0,2,0,0,0
village,0,0,0,0,0,0,8,0,0,0
small,18,0,0,0,0,0,0,0,0,0
north,0,0,0,0,0,0,2,0,0,0
live,0,0,0,0,0,0,0,0,0,10
church,0,0,0,0,0,0,21,0,0,0
graveyard,0,0,0,0,0,0,7,0,0,0
family,0,0,0,0,0,0,10,0,0,0
bury,0,0,0,0,0,0,0,0,0,9
blow,0,0,0,0,0,0,0,0,0,8
dead,13,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,3,0,0,9
door,0,0,0,0,0,0,8,0,0,0
watch,0,0,0,0,0,0,1,0,0,5
dance,0,0,0,0,0,0,0,0,0,2
sunlight,0,0,0,0,0,0,1,0,0,0
near,0,4,0,0,0,0,0,0,0,0
grave,0,0,0,0,0,0,5,0,0,0
soon,0,0,6,0,0,0,0,0,0,0
shall,0,0,0,3,0,0,0,0,0,0
wife,0,0,0,0,0,0,14,0,0,0
child,0,0,0,0,0,0,60,0,0,0
dark,7,0,0,0,0,0,0,0,0,0
outside,0,3,4,0,0,0,0,0,0,0
quiet,11,0,0,0,0,0,0,0,0,0
husband,0,0,0,0,0,0,4,0,0,0
read,0,0,0,0,0,0,0,0,0,29
room,0,0,0,0,0,0,32,0,0,0
servant,0,0,0,0,0,0,6,0,0,0
cook,0,0,0,0,0,0,0,0,0,3
kitchen,0,0,0,0,0,0,2,0,0,0
hear,0,0,0,0,0,0,0,0,0,11
sound,0,0,0,0,0,0,6,0,0,2
wood,0,0,0,0,0,0,4,0,0,0
burn,0,0,0,0,0,0,0,0,0,5
fire,0,0,0,0,0,0,12,0,0,0
big,13,0,0,0,0,0,0,0,0,0
clock,0,0,0,0,0,0,3,0,0,0
stair,0,0,0,0,0,0,4,0,0,0
voice,0,0,0,0,0,0,6,0,0,0
sing,0,0,0,0,0,0,0,0,0,3
laugh,0,0,0,0,0,0,0,0,0,6
shout,0,0,0,0,0,0,0,0,0,5
night,0,0,0,0,0,0,13,0,0,0
long,14,0,3,0,0,0,0,0,0,0
cry,0,0,0,0,0,0,0,0,0,8
like,0,23,0,0,0,0,0,0,0,16
little,22,0,0,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,11
bed,0,0,0,0,0,0,19,0,0,0
go,0,0,0,0,0,0,0,0,0,38
window,0,0,0,0,0,0,4,0,0,0
listen,0,0,0,0,0,0,0,0,0,15
