word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB
introduction,0,0,0,1,0,0,0
year,0,0,0,8,0,0,0
ago,0,0,1,0,0,0,0
early,3,0,2,0,0,0,0
fifteenth,1,0,0,0,0,0,0
century,0,0,0,5,0,0,0
nation,0,0,0,4,0,0,0
war,0,0,0,6,0,0,0
conflict,0,0,0,3,0,0,0
decade,0,0,0,3,0,0,0
control,0,0,0,2,0,0,4
territory,0,0,0,5,0,0,0
set,0,0,0,1,0,0,2
know,0,0,0,0,0,0,11
occur,0,0,0,0,0,0,2
end,0,0,0,1,0,0,0
period,0,0,0,3,0,0,0
european,3,0,0,0,0,0,0
history,0,0,0,3,0,0,0
include,0,0,0,0,0,0,13
era,0,0,0,6,0,0,0
knight,0,0,0,4,0,0,0
chivalry,0,0,0,1,0,0,0
luck,0,0,0,1,0,0,0
fade,0,0,0,0,0,0,1
rich,1,0,0,0,0,0,0
large,3,0,0,0,0,0,0
populous,1,0,0,0,0,0,0
upper,2,0,0,0,0,0,0
hand,0,0,0,3,0,0,1
well,1,0,0,0,0,0,0
weapon,0,0,0,1,0,0,0
longbow,0,0,0,2,0,0,0
allow,0,0,0,0,0,0,3
frequently,0,0,1,0,0,0,0
beat,0,0,0,0,0,0,2
french,26,0,0,0,0,0,0
force,0,0,0,9,0,0,3
mount,0,0,0,0,0,0,1
horseback,0,0,0,2,0,0,0
call,0,0,0,0,0,0,7
cavalry,0,0,0,2,0,0,0
new,5,0,0,0,0,0,0
stage,0,0,0,1,0,0,0
begin,0,0,0,0,0,0,6
english,14,0,0,0,0,0,0
invasion,0,0,0,1,0,0,0
northwest,1,0,0,0,0,0,0
coastal,1,0,0,0,0,0,0
area,0,0,0,3,0,0,0
soon,0,0,11,0,0,0,0
gain,0,0,0,0,0,0,1
north,1,0,2,2,0,0,0
time,0,0,0,16,0,0,0
struggle,0,0,0,3,0,0,1
hope,0,0,0,2,0,0,4
unstoppable,1,0,0,0,0,0,0
bind,0,0,0,0,0,0,2
return,0,0,0,0,0,0,9
baby,0,0,0,1,0,0,0
name,0,0,0,0,0,0,2
bear,0,0,0,0,0,0,4
small,4,0,0,0,0,0,0
village,0,0,0,6,0,0,0
eastern,2,0,0,0,0,0,0
countryside,0,0,0,1,0,0,0
parent,0,0,0,7,0,0,0
landowner,0,0,0,1,0,0,0
farmer,0,0,0,2,0,0,0
respected,1,0,0,0,0,0,0
member,0,0,0,4,0,0,0
painting,0,0,0,5,0,0,0
entitle,0,0,0,0,0,0,1
depict,0,0,0,0,0,0,4
heroine,0,0,0,1,0,0,0
moment,0,0,0,3,0,0,0
great,6,0,0,0,0,0,0
triumph,0,0,0,2,0,0,0
normal,1,0,0,0,0,0,0
circumstance,0,0,0,1,0,0,0
probably,0,0,3,0,0,0,0
grow,0,0,0,0,0,0,5
live,0,0,0,0,0,0,5
quiet,1,0,0,0,0,0,0
regular,1,0,0,0,0,0,0
life,0,0,0,7,0,0,0
sibling,0,0,0,2,0,0,0
marry,0,0,0,0,0,0,3
middle,1,0,0,0,0,0,0
class,0,0,0,1,0,0,0
woman,0,0,0,12,0,0,0
man,0,0,0,5,0,0,0
matter,0,0,0,2,0,0,0
job,0,0,0,1,0,0,0
clerical,1,0,0,0,0,0,0
legal,1,0,0,0,0,0,0
field,0,0,0,1,0,0,0
university,0,0,0,1,0,0,0
study,0,0,0,1,0,0,0
learn,0,0,0,0,0,0,5
read,0,0,0,0,0,0,1
write,0,0,0,0,0,0,3
pretty,0,0,1,0,0,0,0
thing,0,0,0,3,0,0,0
peer,0,0,0,1,0,0,0
age,0,0,0,3,0,0,0
famous,3,0,0,0,0,0,0
influential,1,0,0,0,0,0,0
royalty,0,0,0,1,0,0,0
power,0,0,0,1,0,0,0
influence,0,0,0,1,0,0,0
entirely,0,0,1,0,0,0,0
different,3,0,0,0,0,0,0
destiny,0,0,0,1,0,0,0
line,0,0,0,0,0,0,1
young,9,0,0,0,0,0,0
remain,0,0,0,0,0,0,5
defy,0,0,0,0,0,0,2
typical,1,0,0,0,0,0,0
role,0,0,0,2,0,0,0
girl,0,0,0,6,0,0,0
usually,0,0,1,0,0,0,0
take,0,0,0,0,0,0,9
instead,0,0,2,0,0,0,0
romantic,1,0,0,0,0,0,0
figure,0,0,0,2,0,0,2
leader,0,0,0,2,0,0,0
warrior,0,0,0,1,0,0,0
national,1,0,0,0,0,0,0
hero,0,0,0,1,0,0,0
enemy,0,0,0,8,0,0,0
people,0,0,0,11,0,0,0
thorn,0,0,0,1,0,0,0
heretic,0,0,0,3,0,0,0
reputed,1,0,0,0,0,0,0
prophet,0,0,0,1,0,0,0
holy,1,0,0,0,0,0,0
messenger,0,0,0,2,0,0,0
heroism,0,0,0,4,0,0,0
devotion,0,0,0,1,0,0,0
ultimate,3,0,0,0,0,0,0
sacrifice,0,0,0,1,0,0,1
faith,0,0,0,9,0,0,0
eventually,0,0,5,0,0,0,0
saint,0,0,0,6,0,0,0
vision,0,0,0,8,0,0,0
tiny,1,0,0,0,0,0,0
rarely,0,0,1,0,0,0,0
important,4,0,0,0,0,0,0
event,0,0,0,1,0,0,0
crop,0,0,0,1,0,0,0
make,0,0,0,0,0,0,3
wine,0,0,0,1,0,0,0
faithful,1,0,0,0,0,0,0
villager,0,0,0,1,0,0,0
historian,0,0,0,5,0,0,0
mysterious,1,0,0,0,0,0,0
practice,0,0,0,1,0,0,0
mainstream,1,0,0,0,0,0,0
aspect,0,0,0,2,0,0,0
medieval,4,0,0,0,0,0,0
language,0,0,0,1,0,0,0
like,0,4,0,0,0,0,0
common,3,0,0,0,0,0,0
