word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB,X
vegetable,0,0,0,0,0,1,0,0,0,0
tiredly,0,0,1,0,0,0,0,0,0,0
uncomfortable,2,0,0,0,0,0,0,0,0,0
win,0,0,0,0,0,0,0,0,2,0
keep,0,0,0,0,0,0,0,0,2,0
ring,0,0,0,0,0,0,0,0,3,0
die,0,0,0,0,0,0,0,0,1,0
loud,1,0,0,0,0,0,0,0,0,0
armour,0,0,0,0,0,4,0,0,0,0
ride,0,0,0,0,0,0,0,0,4,0
prisoner,0,0,0,0,0,3,0,0,0,0
silently,0,0,1,0,0,0,0,0,0,0
helmet,0,0,0,0,0,4,0,0,0,0
noisily,0,0,1,0,0,0,0,0,0,0
knock,0,0,0,0,0,0,0,0,3,0
safely,0,0,1,0,0,0,0,0,0,0
knight,0,0,0,0,0,12,0,0,0,0
easily,0,0,1,0,0,0,0,0,0,0
uncertainly,0,0,1,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,2,0
gentle,2,0,0,0,0,0,0,0,0,0
sad,5,0,0,0,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,1,0
badly,0,0,1,0,0,0,0,0,0,0
wooden,2,0,0,0,0,0,0,0,0,0
box,0,0,0,0,0,3,0,0,0,0
upside,0,0,3,0,0,0,0,0,0,0
invention,0,0,0,0,0,3,0,0,0,0
clothe,0,0,0,0,0,1,0,0,0,0
sandwich,0,0,0,0,0,1,0,0,0,0
unfasten,0,0,0,0,0,0,0,0,1,0
bird,0,0,0,0,0,2,0,0,0,0
carrot,0,0,0,0,0,1,0,0,0,0
start,0,0,0,0,0,0,0,0,3,0
sideways,0,0,1,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,1,0
wheel,0,0,0,0,0,1,0,0,0,0
seventh,1,0,0,0,0,0,0,0,0,0
seriously,0,0,1,0,0,0,0,0,0,0
button,0,0,0,0,0,2,0,0,0,0
cheer,0,0,0,0,0,0,0,0,1,0
evening,0,0,0,0,0,2,0,0,0,0
grass,0,0,0,0,0,3,0,0,0,0
sunlight,0,0,0,0,0,1,0,0,0,0
shine,0,0,0,0,0,0,0,0,1,0
lost,1,0,0,0,0,0,0,0,0,0
accidentally,0,0,1,0,0,0,0,0,0,0
glue,0,0,0,0,0,1,0,0,0,0
left,1,0,0,0,0,0,0,0,0,0
toe,0,0,0,0,0,1,0,0,0,0
remind,0,0,0,0,0,0,0,0,1,0
snow,0,0,0,0,0,1,0,0,0,0
body,0,0,0,0,0,1,0,0,0,0
fro,0,0,1,0,0,0,0,0,0,0
golden,1,0,0,0,0,0,0,0,0,0
ches,0,0,0,0,0,1,0,0,0,0
lesson,0,0,0,0,0,1,0,0,0,0
sum,0,0,0,0,0,2,0,0,0,0
count,0,0,0,0,0,1,0,0,0,0
clear,1,0,0,0,0,0,0,0,0,0
afternoon,0,0,0,0,0,1,0,0,0,0
shoulder,0,0,0,0,0,1,0,0,0,0
snoring,0,0,0,0,0,1,0,0,0,0
doorway,0,0,0,0,0,1,0,0,0,0
letter,0,0,0,0,0,1,0,0,0,0
hundred,0,0,0,0,0,1,0,0,0,0
rice,0,0,0,0,0,1,0,0,0,0
coffee,0,0,0,0,0,1,0,0,0,0
salt,0,0,0,0,0,1,0,0,0,0
welcome,0,0,0,0,0,0,0,0,1,0
thirty,0,0,0,0,0,0,1,0,0,0
hall,0,0,0,0,0,2,0,0,0,0
seat,0,0,0,0,0,0,0,0,1,0
miss,0,0,0,0,0,0,0,0,1,0
meat,0,0,0,0,0,6,0,0,0,0
waiter,0,0,0,0,0,4,0,0,0,0
joint,0,0,0,0,0,6,0,0,0,0
fork,0,0,0,0,0,2,0,0,0,0
pudding,0,0,0,0,0,8,0,0,0,0
dinner,0,0,0,0,0,1,0,0,0,0
bottle,0,0,0,0,0,1,0,0,0,0
health,0,0,0,0,0,1,0,0,0,0
inside,0,1,0,0,0,0,0,0,0,0
spoon,0,0,0,0,0,1,0,0,0,0
cloth,0,0,0,0,0,1,0,0,0,0
trouble,0,0,0,0,0,1,0,0,0,0
forwards,0,0,1,0,0,0,0,0,0,0
paw,0,0,0,0,0,2,0,0,0,0
