word,ADJ,ADP,ADV,NOUN,NUM,VERB
impossible,1,0,0,0,0,0
life,0,0,0,5,0,0
see,0,0,0,0,0,1
probably,0,0,1,0,0,0
know,0,0,0,0,0,4
maybe,0,0,1,0,0,0
watch,0,0,0,0,0,2
television,0,0,0,5,0,0
visit,0,0,0,0,0,2
mall,0,0,0,1,0,0
word,0,0,0,1,0,0
song,0,0,0,2,0,0
let,0,0,0,0,0,1
movie,0,0,0,29,0,0
real,1,0,0,0,0,0
person,0,0,0,2,0,0
cartoon,0,0,0,20,0,0
theme,0,0,0,3,0,0
park,0,0,0,5,0,0
huge,4,0,0,0,0,0
company,0,0,0,7,0,0
start,0,0,0,0,0,6
man,0,0,0,1,0,0
name,0,0,0,0,0,6
create,0,0,0,0,0,6
famous,5,0,0,0,0,0
character,0,0,0,13,0,0
world,0,0,0,4,0,0
quick,5,0,0,0,0,0
fact,0,0,0,5,0,0
people,0,0,0,9,0,0
picture,0,0,0,4,0,0
tell,0,0,0,0,0,2
story,0,0,0,5,0,0
thousand,0,0,0,1,0,0
year,0,0,0,5,0,0
long,1,0,2,0,0,0
ago,0,0,1,0,0,0
artist,0,0,0,7,0,0
draw,0,0,0,0,0,7
wall,0,0,0,2,0,0
cave,0,0,0,1,0,0
ancient,1,0,0,0,0,0
paint,0,0,0,0,0,1
vase,0,0,0,1,0,0
record,0,0,0,0,0,1
historical,1,0,0,0,0,0
event,0,0,0,1,0,0
legend,0,0,0,1,0,0
important,1,0,0,0,0,0
bear,0,0,0,0,0,2
father,0,0,0,2,0,0
carpenter,0,0,0,1,0,0
mother,0,0,0,2,0,0
teacher,0,0,0,2,0,0
leave,0,0,0,0,0,1
teaching,0,0,0,1,0,0
raise,0,0,0,0,0,1
family,0,0,0,8,0,0
son,0,0,0,2,0,0
daughter,0,0,0,1,0,0
young,6,0,0,0,0,0
pose,0,0,0,0,0,1
portrait,0,0,0,1,0,0
little,1,0,0,0,0,0
sister,0,0,0,2,0,0
parent,0,0,0,1,0,0
teach,0,0,0,0,0,1
importance,0,0,0,1,0,0
hard,1,0,2,0,0,0
work,0,0,0,3,0,12
move,0,0,0,0,0,8
farm,0,0,0,5,0,0
small,1,0,0,0,0,0
love,0,0,0,1,0,4
ride,0,0,0,0,0,1
pig,0,0,0,1,0,0
old,5,0,0,0,0,0
horse,0,0,0,1,0,0
brother,0,0,0,3,0,0
help,0,0,0,0,0,5
school,0,0,0,3,0,0
seven,0,0,0,0,1,0
photograph,0,0,0,2,0,0
show,0,0,0,2,0,4
fourteen,0,0,0,0,1,0
home,0,0,1,1,0,0
sick,1,0,0,0,0,0
run,0,0,0,0,0,1
take,0,0,0,0,0,3
newspaper,0,0,0,2,0,0
route,0,0,0,1,0,0
deliver,0,0,0,0,0,1
paper,0,0,0,2,0,0
get,0,0,0,0,0,1
job,0,0,0,3,0,0
week,0,0,0,1,0,0
sketch,0,0,0,3,0,0
barber,0,0,0,1,0,0
pay,0,0,0,1,0,4
cent,0,0,0,1,0,0
give,0,0,0,0,0,2
haircut,0,0,0,1,0,0
learn,0,0,0,0,0,1
boy,0,0,0,3,0,0
continue,0,0,0,0,0,4
vocabulary,0,0,0,3,0,0
box,0,0,0,4,0,0
rough,1,0,0,0,0,0
drawing,0,0,0,6,0,0
main,1,0,0,0,0,0
feature,0,0,0,4,0,2
object,0,0,0,1,0,0
scene,0,0,0,2,0,0
play,0,0,0,0,0,2
laugh,0,0,0,0,0,1
animal,0,0,0,3,0,0
corner,0,0,0,1,0,0
schoolbook,0,0,0,1,0,0
flip,0,0,0,0,0,1
page,0,0,0,1,0,0
look,0,0,0,0,0,1
like,0,1,0,0,0,1
recognize,0,0,0,0,0,1
talent,0,0,0,1,0,0
painting,0,0,0,1,0,0
animation,0,0,0,13,0,0
traditional,1,0,0,0,0,0
involve,0,0,0,0,0,1
film,0,0,0,9,0,1
series,0,0,0,6,0,0
illusion,0,0,0,1,0,0
movement,0,0,0,1,0,0
today,0,0,0,3,0,0
animate,0,0,0,0,0,5
computer,0,0,0,2,0,0
