word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
animal,0,0,0,166,0,0,0,0
busy,1,0,0,0,0,0,0,0
car,0,0,0,2,0,0,0,0
concrete,0,0,0,1,0,0,0,0
teem,0,0,0,0,0,0,1,0
life,0,0,0,18,0,0,0,0
ant,0,0,0,23,0,0,0,0
march,0,0,0,0,0,0,1,0
sidewalk,0,0,0,1,0,0,0,0
pigeon,0,0,0,1,0,0,0,0
peck,0,0,0,0,0,0,1,0
crumb,0,0,0,2,0,0,0,0
squirrel,0,0,0,3,0,0,0,0
search,0,0,0,0,0,0,2,0
nut,0,0,0,1,0,0,0,0
horse,0,0,0,8,0,0,0,0
draw,0,0,0,0,0,0,1,0
carriage,0,0,0,1,0,0,0,0
trot,0,0,0,0,0,0,2,0
terrier,0,0,0,1,0,0,0,0
drag,0,0,0,0,0,0,1,0
owner,0,0,0,1,0,0,0,0
dog,0,0,0,11,0,0,0,0
park,0,0,0,2,0,0,0,0
gray,1,0,0,0,0,0,0,0
rat,0,0,0,4,0,0,0,0
skitter,0,0,0,0,0,0,1,0
subway,0,0,0,1,0,0,0,0
track,0,0,0,1,0,0,0,0
cat,0,0,0,13,0,0,0,0
stare,0,0,0,0,0,0,1,0
skyscraper,0,0,0,1,0,0,0,0
tiny,6,0,0,0,0,0,0,0
taxi,0,0,0,1,0,0,0,0
people,0,0,0,8,0,0,0,0
matter,0,0,1,2,0,0,0,0
live,2,0,0,0,0,0,47,0
surround,0,0,0,0,0,0,6,0
include,0,0,0,0,0,0,22,0
human,8,0,0,19,0,0,0,0
being,0,0,0,2,0,0,0,0
book,0,0,0,1,0,0,0,0
help,0,0,0,0,0,0,11,0
learn,0,0,0,0,0,0,5,0
fellow,1,0,0,0,0,0,0,0
member,0,0,0,13,0,0,0,0
kingdom,0,0,0,8,0,0,0,0
million,0,0,0,4,10,0,0,0
kind,0,0,0,24,0,0,0,0
world,0,0,0,4,0,0,0,0
identify,0,0,0,0,0,0,4,0
scientist,0,0,0,9,0,0,0,0
form,0,0,0,8,0,0,9,0
start,0,0,0,0,0,0,1,0
place,0,0,0,6,0,0,2,0
ocean,0,0,0,7,0,0,0,0
billion,0,0,0,1,3,0,0,0
year,0,0,0,11,0,0,0,0
ago,0,0,6,0,0,0,0,0
common,7,0,0,0,0,0,0,0
ancestor,0,0,0,7,0,0,0,0
simple,15,0,0,0,0,0,0,0
single,10,0,0,0,0,0,0,0
celled,7,0,0,0,0,0,0,0
organism,0,0,0,18,0,0,0,0
time,0,0,0,6,0,0,0,0
thing,0,0,0,4,0,0,0,0
complex,14,0,0,0,0,0,0,0
adapt,0,0,0,0,0,0,6,0
environment,0,0,0,8,0,0,0,0
multicellular,5,0,0,0,0,0,0,0
begin,0,0,0,0,0,0,4,0
separate,2,0,0,0,0,0,2,0
different,15,0,0,0,0,0,0,0
specie,0,0,0,30,0,0,0,0
move,0,0,0,0,0,0,6,0
freshwater,1,0,0,3,0,0,0,0
land,0,0,0,13,0,0,0,0
eukaryote,0,0,0,2,0,0,0,0
mean,0,0,0,7,0,0,14,0
cell,0,0,0,14,0,0,0,0
part,0,0,0,7,0,0,0,0
nucleus,0,0,0,1,0,0,0,0
organelle,0,0,0,1,0,0,0,0
bacteria,0,0,0,2,0,0,0,0
archaea,0,0,0,2,0,0,0,0
prokaryotic,1,0,0,0,0,0,0,0
unlike,0,6,0,0,0,0,0,0
plant,0,0,0,9,0,0,0,0
food,0,0,0,23,0,0,0,0
process,0,0,0,3,0,0,0,0
photosynthesis,0,0,0,2,0,0,0,0
rely,0,0,0,0,0,0,3,0
eat,0,0,0,0,0,0,13,0
vegetation,0,0,0,1,0,0,0,0
survive,0,0,0,0,0,0,4,0
metazoan,0,0,0,3,0,0,0,0
prefix,0,0,0,1,0,0,0,0
like,1,9,0,0,0,0,0,0
creature,0,0,0,8,0,0,0,0
call,0,0,0,0,0,0,25,0
protozoan,0,0,0,3,0,0,0,0
study,0,0,0,4,0,0,7,0
classify,0,0,0,0,0,0,4,0
base,0,0,0,1,0,0,2,0
body,0,0,0,32,0,0,0,0
decide,0,0,0,0,0,0,1,0
relate,0,0,0,0,0,0,2,0
important,10,0,0,0,0,0,0,0
way,0,0,0,10,0,0,0,0
invertebrate,1,0,0,14,0,0,0,0
lack,0,0,0,0,0,0,2,0
backbone,0,0,0,17,0,0,0,0
vertebrate,0,0,0,21,0,0,0,0
percent,0,0,0,8,0,0,0,0
sponge,0,0,0,13,0,0,0,0
jellyfish,0,0,0,7,0,0,0,0
arthropod,0,0,0,16,0,0,0,0
word,0,0,0,7,0,0,0,0
jointed,5,0,0,0,0,0,0,0
foot,0,0,0,8,0,0,0,0
exoskeleton,0,0,0,3,0,0,0,0
substance,0,0,0,2,0,0,0,0
chitin,0,0,0,6,0,0,0,0
centipede,0,0,0,3,0,0,0,0
spider,0,0,0,5,0,0,0,0
scorpion,0,0,0,3,0,0,0,0
lobster,0,0,0,4,0,0,0,0
significantly,0,0,1,0,0,0,0,0
insect,0,0,0,37,0,0,0,0
large,20,0,0,0,0,0,0,0
group,0,0,0,22,0,0,1,0
cygnet,0,0,0,1,0,0,0,0
baby,0,0,0,2,0,0,0,0
swan,0,0,0,2,0,0,0,0
walk,0,0,0,0,0,0,5,0
rain,0,0,0,2,0,0,0,0
swannery,0,0,0,1,0,0,0,0
home,0,0,0,5,0,0,0,0
herd,0,0,0,4,0,0,0,0
wild,3,0,0,0,0,0,0,0
sea,0,0,0,16,0,0,0,0
fish,0,0,0,42,0,0,0,0
bird,0,0,0,33,0,0,0,0
air,0,0,0,10,0,0,0,0
complexity,0,0,0,1,0,0,0,0
let,0,0,0,0,0,0,2,0
big,1,0,0,0,0,0,0,0
brain,0,0,0,7,0,0,0,0
advanced,2,0,0,0,0,0,0,0
mammal,0,0,0,41,0,0,0,0
exist,0,0,0,0,0,0,3,0
blue,5,0,0,0,0,0,0,0
whale,0,0,0,15,0,0,0,0
grow,0,0,0,0,0,0,5,0
meter,0,0,0,2,0,0,0,0
long,4,0,2,0,0,0,0,0
weight,0,0,0,0,0,0,1,0
pound,0,0,0,2,0,0,0,0
kilogram,0,0,0,2,0,0,0,0
solitary,1,0,0,0,0,0,0,0
social,7,0,0,0,0,0,0,0
bee,0,0,0,4,0,0,0,0
hive,0,0,0,1,0,0,0,0
wolf,0,0,0,1,0,0,0,0
pack,0,0,0,1,0,0,0,0
build,0,0,0,0,0,0,12,0
groundhog,0,0,0,2,0,0,0,0
underground,4,0,0,0,0,0,0,0
burrow,0,0,0,2,0,0,2,0
connect,0,0,0,0,0,0,3,0
tunnel,0,0,0,2,0,0,0,0
close,2,0,0,0,0,0,0,0
companion,0,0,0,1,0,0,0,0
doubt,0,0,0,1,0,0,0,0
small,14,0,0,0,0,0,0,0
volume,0,0,0,1,0,0,0,0
understand,0,0,0,0,0,0,1,0
bustle,0,0,0,0,0,0,1,0
city,0,0,0,1,0,0,0,0
quiet,1,0,0,0,0,0,0,0
suburb,0,0,0,1,0,0,0,0
country,0,0,0,1,0,0,0,0
populate,0,0,0,0,0,0,1,0
planet,0,0,0,1,0,0,0,0
divide,0,0,0,0,0,0,7,0
main,3,0,0,0,0,0,0,0
domain,0,0,0,4,0,0,0,0
constitute,0,0,0,0,0,0,2,0
algae,0,0,0,2,0,0,0,0
range,0,0,0,0,0,0,1,0
highly,0,0,8,0,0,0,0,0
monkey,0,0,0,4,0,0,0,0
display,0,0,0,0,0,0,3,0
key,1,0,0,0,0,0,0,0
difference,0,0,0,5,0,0,0,0
distinguish,0,0,0,0,0,0,4,0
example,0,0,0,13,0,0,0,0
grass,0,0,0,5,0,0,0,0
pasture,0,0,0,1,0,0,0,0
offer,0,0,0,0,0,0,1,0
lump,0,0,0,2,0,0,0,0
sugar,0,0,0,1,0,0,0,0
react,0,0,0,0,0,0,1,0
favorably,0,0,1,0,0,0,0,0
stroke,0,0,0,0,0,0,1,0
head,0,0,0,6,0,0,0,0
rooted,1,0,0,0,0,0,0,0
respond,0,0,0,0,0,0,3,0
behaviorally,0,0,1,0,0,0,0,0
importantly,0,0,1,0,0,0,0,0
use,0,0,0,3,0,0,10,0
nutrient,0,0,0,1,0,0,0,0
soil,0,0,0,3,0,0,0,0
chemical,1,0,0,0,0,0,0,0
reaction,0,0,0,1,0,0,0,0
sun,0,0,0,2,0,0,0,0
estimate,0,0,0,0,0,0,1,0
today,0,0,0,8,0,0,0,0
date,0,0,0,1,0,0,0,0
new,3,0,0,0,0,0,0,0
continually,0,0,1,0,0,0,0,0
discover,0,0,0,0,0,0,2,0
surface,0,0,0,7,0,0,0,0
black,1,0,0,0,0,0,0,0
depth,0,0,0,2,0,0,0,0
ray,0,0,0,2,0,0,0,0
light,1,0,0,4,0,0,0,0
penetrate,0,0,0,0,0,0,1,0
mountaintop,0,0,0,1,0,0,0,0
desert,0,0,0,1,0,0,0,0
mud,0,0,0,4,0,0,0,0
hot,4,0,0,0,0,0,0,0
pool,0,0,0,2,0,0,0,0
find,0,0,0,0,0,0,7,0
extremely,0,0,1,0,0,0,0,0
varied,3,0,0,0,0,0,0,0
size,0,0,0,4,0,0,0,0
habit,0,0,0,3,0,0,0,0
crustacean,0,0,0,3,0,0,0,0
copepod,0,0,0,2,0,0,0,0
barely,0,0,1,0,0,0,0,0
see,0,0,0,0,0,0,3,0
microscope,0,0,0,1,0,0,0,0
weigh,0,0,0,0,0,0,1,0
familiar,4,0,0,0,0,0,0,0
frog,0,0,0,7,0,0,0,0
central,4,0,0,0,0,0,0,0
nervous,4,0,0,0,0,0,0,0
system,0,0,0,7,0,0,0,0
spinal,4,0,0,0,0,0,0,0
column,0,0,0,3,0,0,0,0
worm,0,0,0,6,0,0,0,0
mollusk,0,0,0,7,0,0,0,0
sense,0,0,0,4,0,0,2,0
organ,0,0,0,12,0,0,0,0
concentrated,1,0,0,0,0,0,0,0
leg,0,0,0,12,0,0,0,0
wing,0,0,0,8,0,0,0,0
fin,0,0,0,6,0,0,0,0
locomotion,0,0,0,1,0,0,0,0
bilateral,4,0,0,0,0,0,0,0
sided,1,0,0,0,0,0,0,0
symmetry,0,0,0,8,0,0,0,0
mirror,1,0,0,0,0,0,0,0
image,0,0,0,3,0,0,0,0
side,0,0,0,1,0,0,0,0
right,1,0,0,0,0,0,0,0
left,1,0,0,0,0,0,0,0
distinct,2,0,0,0,0,0,0,0
upper,1,0,0,0,0,0,0,0
lower,1,0,0,0,0,0,0,0
rear,0,0,0,1,0,0,0,0
anemone,0,0,0,2,0,0,0,0
star,0,0,0,2,0,0,0,0
starfish,0,0,0,4,0,0,0,0
radial,4,0,0,0,0,0,0,0
similar,4,0,0,0,0,0,0,0
wheel,0,0,0,1,0,0,0,0
arrange,0,0,0,0,0,0,3,0
axis,0,0,0,2,0,0,0,0
marine,2,0,0,0,0,0,0,0
aquatic,2,0,0,0,0,0,0,0
drift,0,0,0,0,0,0,3,0
current,0,0,0,2,0,0,0,0
unable,2,0,0,0,0,0,0,0
