word,ADJ,ADP,ADV,NOUN,NUM,VERB
introduction,0,0,0,1,0,0
championship,0,0,0,7,0,0
win,0,0,0,11,0,31
goal,0,0,0,47,0,0
arena,0,0,0,2,0,0
include,0,0,0,0,0,14
player,0,0,0,120,0,0
ice,0,0,0,90,0,0
puck,0,0,0,30,0,0
zip,0,0,0,0,0,1
past,0,1,0,0,0,0
goalie,0,0,0,21,0,0
right,3,0,0,0,0,0
corner,0,0,0,2,0,0
net,0,0,0,10,0,0
fast,1,0,2,0,0,0
angle,0,0,0,1,0,0
replay,0,0,0,1,0,0
confirm,0,0,0,0,0,1
speed,0,0,0,7,0,0
abruptness,0,0,0,1,0,0
highlight,0,0,0,0,0,1
changeable,1,0,0,0,0,0
exciting,4,0,0,0,0,0
nature,0,0,0,1,0,0
hockey,1,0,0,107,0,0
team,0,0,0,106,0,0
sport,0,0,0,23,0,1
wing,0,0,0,2,0,0
raise,0,0,0,0,0,5
triumph,0,0,0,1,0,0
describe,0,0,0,0,0,1
combination,0,0,0,1,0,0
blood,0,0,0,2,0,0
sweat,0,0,0,1,0,0
beauty,0,0,0,1,0,0
game,0,0,0,68,0,0
motion,0,0,0,1,0,0
action,0,0,0,4,0,0
whistle,0,0,0,0,0,2
stop,0,0,0,1,0,9
momentum,0,0,0,1,0,0
keep,0,0,0,0,0,7
flow,0,0,0,0,0,1
basic,2,0,0,0,0,0
play,0,0,0,26,0,71
repeat,0,0,0,0,0,1
endlessly,0,0,1,0,0,0
able,4,0,0,0,0,0
skate,0,0,0,7,0,3
pattern,0,0,0,2,0,0
sequence,0,0,0,1,0,0
move,0,0,0,1,0,3
change,0,0,0,6,0,3
fight,0,0,0,4,0,3
common,2,0,0,0,0,0
violence,0,0,0,6,0,0
rugged,1,0,0,0,0,0
demand,0,0,0,0,0,2
superbly,0,0,1,0,0,0
condition,0,0,0,1,0,1
athlete,0,0,0,5,0,0
injury,0,0,0,5,0,0
result,0,0,0,0,0,2
sheer,1,0,0,0,0,0
hit,0,0,0,2,0,5
time,0,0,0,29,0,0
gap,1,0,0,0,0,0
toothed,1,0,0,0,0,0
grin,0,0,0,1,0,0
tooth,0,0,0,1,0,0
knock,0,0,0,0,0,1
course,0,0,0,1,0,0
career,0,0,0,13,0,0
controversial,1,0,0,0,0,0
avid,1,0,0,0,0,0
fan,0,0,0,8,0,0
tradition,0,0,0,2,0,0
show,0,0,0,0,0,6
passion,0,0,0,1,0,0
ferocity,0,0,0,1,0,0
long,7,0,2,0,0,0
know,0,0,0,0,0,6
produce,0,0,0,0,0,2
extraordinary,1,0,0,0,0,0
number,0,0,0,8,0,0
talented,2,0,0,0,0,0
professional,17,0,0,0,0,0
develop,0,0,0,0,0,4
canadian,9,0,0,0,0,0
addition,0,0,0,5,0,0
particular,1,0,0,0,0,0
have,0,0,0,0,0,3
exceptional,1,0,0,0,0,0
passionate,1,0,0,0,0,0
enthusiastic,1,0,0,0,0,0
beloved,1,0,0,0,0,0
country,0,0,0,7,0,0
national,1,0,0,0,0,0
winter,0,0,0,1,0,0
million,0,0,0,1,1,0
people,0,0,0,2,0,0
league,0,0,0,37,0,0
world,0,0,0,6,0,0
watch,0,0,0,0,0,4
development,0,0,0,6,0,0
stat,0,0,0,1,0,0
great,5,0,0,3,0,0
learn,0,0,0,0,0,1
starter,0,0,0,1,0,0
bare,1,0,0,0,0,0
knuckle,0,0,0,1,0,0
brawl,0,0,0,1,0,0
expect,0,0,0,0,0,2
prestigious,1,0,0,0,0,0
prize,0,0,0,1,0,0
trophy,0,0,0,6,0,0
gentlemanly,1,0,0,0,0,0
chapter,0,0,0,4,0,0
history,0,0,0,10,0,0
casual,1,0,0,0,0,0
makeshift,1,0,0,0,0,0
northern,1,0,0,0,0,0
century,0,0,0,5,0,0
modern,3,0,0,0,0,0
truly,0,0,1,0,0,0
begin,0,0,0,0,0,10
emerge,0,0,0,0,0,2
element,0,0,0,1,0,0
influence,0,0,0,0,0,1
english,1,0,0,0,0,0
field,0,0,0,2,0,0
lacrosse,0,0,0,1,0,0
north,2,0,0,0,0,0
american,4,0,0,0,0,0
indian,1,0,0,0,0,0
stick,0,0,0,16,0,0
ball,0,0,0,3,0,0
early,4,0,4,0,0,0
