word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB
bear,0,0,0,0,0,0,0,0,2
father,0,0,0,0,0,17,0,0,0
tall,1,0,0,0,0,0,0,0,0
cold,5,0,0,0,0,1,0,0,0
man,0,0,0,0,0,14,0,0,0
like,0,7,0,0,0,0,0,0,10
child,0,0,0,0,0,10,0,0,0
talk,0,0,0,0,0,0,0,0,12
time,0,0,0,0,0,12,0,0,0
say,0,0,0,0,0,0,0,0,66
noisy,1,0,0,0,0,0,0,0,0
mother,0,0,0,0,0,11,0,0,0
agree,0,0,0,0,0,0,0,0,1
matter,0,0,0,0,0,1,0,0,3
happy,15,0,0,0,0,0,0,0,0
unhappy,1,0,0,0,0,0,0,0,0
silent,1,0,0,0,0,0,0,0,0
strong,6,0,0,0,0,0,0,0,0
family,0,0,0,0,0,12,0,0,0
live,0,0,0,0,0,0,0,0,25
room,0,0,0,0,0,22,0,0,0
kitchen,0,0,0,0,0,4,0,0,0
bathroom,0,0,0,0,0,2,0,0,0
toilet,0,0,0,0,0,1,0,0,0
dining,0,0,0,0,0,6,0,0,0
bedroom,0,0,0,0,0,3,0,0,0
sitting,0,0,0,0,0,1,0,0,0
tell,0,0,0,0,0,0,0,0,11
story,0,0,0,0,0,2,0,0,0
house,0,0,0,0,0,9,0,0,0
big,4,0,0,0,0,0,0,0,0
people,0,0,0,0,0,24,0,0,0
get,0,0,0,0,0,0,0,0,7
lose,0,0,0,0,0,0,0,0,3
night,0,0,0,0,0,13,0,0,0
sit,0,0,0,0,0,0,0,0,13
wait,0,0,0,0,0,0,0,0,7
dinner,0,0,0,0,0,4,0,0,0
food,0,0,0,0,0,4,0,0,0
come,0,0,0,0,0,0,0,0,22
minute,0,0,0,0,0,9,0,0,0
angry,9,0,0,0,0,0,0,0,0
stand,0,0,0,0,0,0,0,0,9
go,0,0,0,0,0,0,0,0,18
cook,0,0,0,0,0,2,0,0,0
shout,0,0,0,0,0,0,0,0,8
reply,0,0,0,0,0,0,0,0,20
leave,0,0,0,0,0,0,0,0,18
ago,0,0,1,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,9
hungry,2,0,0,0,0,0,0,0,0
king,0,0,0,0,0,27,0,0,0
begin,0,0,0,0,0,0,0,0,14
look,0,0,0,0,0,0,0,0,17
later,0,0,20,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,10
woman,0,0,0,0,0,11,0,0,0
carry,0,0,0,0,0,0,0,0,1
plate,0,0,0,0,0,1,0,0,0
meat,0,0,0,0,0,1,0,0,0
potato,0,0,0,0,0,1,0,0,0
happen,0,0,0,0,0,0,0,0,6
bring,0,0,0,0,0,0,0,0,2
sorry,4,0,0,0,0,0,0,0,0
lot,0,0,0,0,0,3,0,0,0
remember,0,0,0,0,0,0,0,0,5
return,0,0,0,0,0,0,0,0,7
table,0,0,0,0,0,3,0,0,0
follow,0,0,0,0,0,0,0,0,2
right,9,0,1,0,0,0,0,0,0
school,0,0,0,0,0,1,0,0,0
stay,0,0,0,0,0,0,0,0,7
special,2,0,0,0,0,0,0,0,0
classroom,0,0,0,0,0,1,0,0,0
describe,0,0,0,0,0,0,0,0,3
lesson,0,0,0,0,0,3,0,0,0
teacher,0,0,0,0,0,3,0,0,0
thin,2,0,0,0,0,0,0,0,0
smile,0,0,0,0,0,1,0,0,9
nose,0,0,0,0,0,1,0,0,0
red,5,0,0,0,0,0,0,0,0
book,0,0,0,0,0,4,0,0,0
boring,2,0,0,0,0,0,0,0,0
word,0,0,0,0,0,7,0,0,0
picture,0,0,0,0,0,3,0,0,0
stop,0,0,0,0,0,0,0,0,8
read,0,0,0,0,0,0,0,0,5
window,0,0,0,0,0,9,0,0,0
take,0,0,0,0,0,0,0,0,14
stick,0,0,0,0,0,2,0,0,0
hit,0,0,0,0,0,0,0,0,6
arm,0,0,0,0,0,6,0,0,0
little,2,0,0,0,0,0,0,0,0
boy,0,0,0,0,0,1,0,0,0
son,0,0,0,0,0,2,0,0,0
learn,0,0,0,0,0,0,0,0,2
week,0,0,0,0,0,8,0,0,0
ask,0,0,0,0,0,0,0,0,16
answer,0,0,0,0,0,2,0,0,0
afraid,8,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,5
wrong,7,0,1,0,0,0,0,0,0
stupid,1,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,7
baby,0,0,0,0,0,1,0,0,0
weak,2,0,0,0,0,0,0,0,0
good,8,0,0,0,0,0,0,0,0
morning,0,0,0,0,0,9,0,0,0
spend,0,0,0,0,0,0,0,0,1
day,0,0,0,0,0,23,0,0,0
write,0,0,0,0,0,0,0,0,16
play,0,0,0,0,0,0,0,0,1
friend,0,0,0,0,0,9,0,0,0
beautiful,8,0,0,0,0,0,0,0,0
lonely,1,0,0,0,0,0,0,0,0
sad,7,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,7
love,0,0,0,0,0,21,0,0,14
spring,0,0,0,0,0,2,0,0,0
call,0,0,0,0,0,0,0,0,6
month,0,0,0,0,0,6,0,0,0
clothe,0,0,0,0,0,2,0,0,0
ceremony,0,0,0,0,0,2,0,0,0
open,3,0,0,0,0,0,0,0,4
small,8,0,0,0,0,0,0,0,0
cupboard,0,0,0,0,0,2,0,0,0
start,0,0,0,0,0,0,0,0,1
cry,0,0,0,0,0,0,0,0,6
sixteen,0,0,0,0,0,0,1,0,0
year,0,0,0,0,0,12,0,0,0
old,4,0,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,0,0,1
soft,1,0,0,0,0,0,0,0,0
shoe,0,0,0,0,0,3,0,0,0
skirt,0,0,0,0,0,1,0,0,0
girl,0,0,0,0,0,1,0,0,0
dress,0,0,0,0,0,0,0,0,5
different,4,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,2
gold,1,0,0,0,0,1,0,0,0
crown,0,0,0,0,0,5,0,0,0
head,0,0,0,0,0,3,0,0,0
music,0,0,0,0,0,1,0,0,0
dancing,0,0,0,0,0,1,0,0,0
crowd,0,0,0,0,0,5,0,0,0
new,2,0,0,0,0,0,0,0,0
close,3,0,1,0,0,0,0,0,2
eye,0,0,0,0,0,9,0,0,0
feel,0,0,0,0,0,0,0,0,12
terrible,2,0,0,0,0,0,0,0,0
home,0,0,3,0,0,2,0,0,0
want,0,0,0,0,0,0,0,0,22
walk,0,0,0,0,0,0,0,0,13
castle,0,0,0,0,0,1,0,0,0
shake,0,0,0,0,0,0,0,0,5
face,0,0,0,0,0,6,0,0,0
hour,0,0,0,0,0,6,0,0,0
lovely,1,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,19
fight,0,0,0,0,0,0,0,0,4
soldier,0,0,0,0,0,1,0,0,0
life,0,0,0,0,0,12,0,0,0
interesting,3,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,9
freely,0,0,2,0,0,0,0,0,0
rich,1,0,0,0,0,0,0,0,0
poor,3,0,0,0,0,0,0,0,0
young,4,0,0,0,0,0,0,0,0
blood,0,0,0,0,0,2,0,0,0
noise,0,0,0,0,0,1,0,0,0
war,0,0,0,0,0,5,0,0,0
driver,0,0,0,0,0,3,0,0,0
town,0,0,0,0,0,2,0,0,0
car,0,0,0,0,0,6,0,0,0
hill,0,0,0,0,0,1,0,0,0
heavy,1,0,0,0,0,0,0,0,0
fighting,0,0,0,0,0,1,0,0,0
forget,0,0,0,0,0,0,0,0,7
dead,3,0,0,0,0,0,0,0,0
away,0,0,9,0,0,0,0,0,0
somebody,0,0,0,0,0,0,0,2,0
shoot,0,0,0,0,0,0,0,0,1
neck,0,0,0,0,0,1,0,0,0
finish,0,0,0,0,0,0,0,0,3
country,0,0,0,0,0,7,0,0,0
change,0,0,0,0,0,0,0,0,10
million,0,0,0,0,0,2,0,0,0
world,0,0,0,0,0,12,0,0,0
fire,0,0,0,0,0,3,0,0,0
travel,0,0,0,0,0,2,0,0,4
meet,0,0,0,0,0,0,0,0,13
well,1,0,1,0,0,0,0,0,0
place,0,0,0,0,0,1,0,0,0
kilometre,0,0,0,0,0,1,0,0,0
visit,0,0,0,0,0,0,0,0,2
street,0,0,0,0,0,5,0,0,0
thousand,0,0,0,0,0,1,1,0,0
royal,1,0,0,0,0,0,0,0,0
star,0,0,0,0,0,2,0,0,0
newspaper,0,0,0,0,0,6,0,0,0
famous,3,0,0,0,0,0,0,0,0
prince,0,0,0,0,0,1,0,0,0
bored,1,0,0,0,0,0,0,0,0
laugh,0,0,0,0,0,0,0,0,5
hand,0,0,0,0,0,12,0,0,0
heart,0,0,0,0,0,9,0,0,0
autumn,0,0,0,0,0,1,0,0,0
weekend,0,0,0,0,0,2,0,0,0
weather,0,0,0,0,0,1,0,0,0
windy,1,0,0,0,0,0,0,0,0
rain,0,0,0,0,0,1,0,0,2
heavily,0,0,1,0,0,0,0,0,0
ride,0,0,0,0,0,0,0,0,2
horse,0,0,0,0,0,2,0,0,0
decide,0,0,0,0,0,0,0,0,3
early,6,0,1,0,0,0,0,0,0
lunch,0,0,0,0,0,3,0,0,0
husband,0,0,0,0,0,7,0,0,0
beautifully,0,0,1,0,0,0,0,0,0
sir,0,0,0,0,0,1,0,0,0
dear,2,0,0,0,0,0,0,0,0
sweet,1,0,0,0,0,0,0,0,0
american,3,0,0,0,0,0,0,0,0
bad,2,0,0,0,0,0,0,0,0
english,1,0,0,0,0,0,0,0,0
warm,2,0,0,0,0,0,0,0,0
central,2,0,0,0,0,0,0,0,0
heating,0,0,0,0,0,2,0,0,0
long,3,0,10,0,0,0,0,0,0
silence,0,0,0,0,0,4,0,0,0
turn,0,0,0,0,0,0,0,0,7
disappoint,0,0,0,0,0,0,0,0,1
everybody,0,0,0,0,0,0,0,2,0
lie,0,0,0,0,0,0,0,0,1
truth,0,0,0,0,0,2,0,0,0
funny,1,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,2,0,0,0
yellow,1,0,0,0,0,0,0,0,0
yes,0,0,0,0,17,0,0,0,0
bore,0,0,0,0,0,0,0,0,1
thing,0,0,0,0,0,9,0,0,0
trouser,0,0,0,0,0,3,0,0,0
black,4,0,0,0,0,0,0,0,0
brown,2,0,0,0,0,0,0,0,0
colour,0,0,0,0,0,1,0,0,0
mirror,0,0,0,0,0,1,0,0,0
strange,4,0,0,0,0,0,0,0,0
ready,2,0,0,0,0,0,0,0,0
end,0,0,0,0,0,2,0,0,0
watch,0,0,0,0,0,0,0,0,2
carefully,0,0,1,0,0,0,0,0,0
goodbye,0,0,0,0,1,1,0,0,0
party,0,0,0,0,0,5,0,0,0
find,0,0,0,0,0,0,0,0,2
know,0,0,0,0,0,0,0,0,14
near,0,3,0,0,0,0,0,0,0
garden,0,0,0,0,0,3,0,0,0
door,0,0,0,0,0,4,0,0,0
slowly,0,0,2,0,0,0,0,0,0
tree,0,0,0,0,0,1,0,0,0
die,0,0,0,0,0,0,0,0,8
loving,1,0,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,13
money,0,0,0,0,0,1,0,0,0
bottle,0,0,0,0,0,1,0,0,0
whisky,0,0,0,0,0,1,0,0,0
drink,0,0,0,0,0,0,0,0,1
mouth,0,0,0,0,0,1,0,0,0
scream,0,0,0,0,0,0,0,0,1
leaf,0,0,0,0,0,1,0,0,0
pull,0,0,0,0,0,0,0,0,1
stair,0,0,0,0,0,2,0,0,0
prisoner,0,0,0,0,0,1,0,0,0
push,0,0,0,0,0,0,0,0,2
lock,0,0,0,0,0,0,0,0,2
divorce,0,0,0,0,0,6,0,0,0
fine,1,0,0,0,0,0,0,0,0
quiet,3,0,0,0,0,0,0,0,0
flat,0,0,0,0,0,2,0,0,0
centre,0,0,0,0,0,2,0,0,0
twice,0,0,1,0,0,0,0,0,0
friendly,1,0,0,0,0,0,0,0,0
easy,1,0,0,0,0,0,0,0,0
secret,0,0,0,0,0,1,0,0,0
real,2,0,0,0,0,0,0,0,0
kind,4,0,0,0,0,0,0,0,0
jump,0,0,0,0,0,0,0,0,1
possible,4,0,0,0,0,0,0,0,0
birthday,0,0,0,0,0,1,0,0,0
evening,0,0,0,0,0,1,0,0,0
skiing,0,0,0,0,0,1,0,0,0
business,0,0,0,0,0,1,0,0,0
aunt,0,0,0,0,0,1,0,0,0
dream,0,0,0,0,0,1,0,0,0
tired,2,0,0,0,0,0,0,0,0
work,0,0,0,0,0,0,0,0,1
afternoon,0,0,0,0,0,3,0,0,0
phone,0,0,0,0,0,2,0,0,1
immediately,0,0,2,0,0,0,0,0,0
ill,3,0,0,0,0,0,0,0,0
straight,0,0,1,0,0,0,0,0,0
bed,0,0,0,0,0,1,0,0,0
kiss,0,0,0,0,0,0,0,0,7
white,1,0,0,0,0,0,0,0,0
midnight,0,0,0,0,0,2,0,0,0
softly,0,0,3,0,0,0,0,0,0
brother,0,0,0,0,0,9,0,0,0
telephone,0,0,0,0,0,1,0,0,4
let,0,0,0,0,0,0,0,0,1
goodnight,0,0,0,0,1,0,0,0,0
sleep,0,0,0,0,0,0,0,0,1
suddenly,0,0,3,0,0,0,0,0,0
letter,0,0,0,0,0,7,0,0,0
marriage,0,0,0,0,0,2,0,0,0
free,6,0,0,0,0,0,0,0,0
need,0,0,0,0,0,0,0,0,5
restaurant,0,0,0,0,0,1,0,0,0
wonderful,3,0,0,0,0,0,0,0,0
news,0,0,0,0,0,2,0,0,0
breakfast,0,0,0,0,0,1,0,0,0
nice,1,0,0,0,0,0,0,0,0
bag,0,0,0,0,0,2,0,0,0
true,3,0,0,0,0,0,0,0,0
wife,0,0,0,0,0,3,0,0,0
archbishop,0,0,0,0,0,1,0,0,0
question,0,0,0,0,0,2,0,0,0
course,0,0,0,0,0,3,0,0,0
fall,0,0,0,0,0,0,0,0,4
happily,0,0,2,0,0,0,0,0,0
shall,0,0,0,1,0,0,0,0,0
floor,0,0,0,0,0,1,0,0,0
make,0,0,0,0,0,0,0,0,1
mistake,0,0,0,0,0,1,0,0,0
thank,0,0,0,0,0,0,0,0,5
touch,0,0,0,0,0,0,0,0,3
care,0,0,0,0,0,0,0,0,1
sail,0,0,0,0,0,0,0,0,2
summer,0,0,0,0,0,1,0,0,0
journey,0,0,0,0,0,1,0,0,0
shirt,0,0,0,0,0,2,0,0,0
sun,0,0,0,0,0,1,0,0,0
hot,1,0,0,0,0,0,0,0,0
asleep,1,0,0,0,0,0,0,0,0
photographer,0,0,0,0,0,1,0,0,0
badly,0,0,1,0,0,0,0,0,0
tie,0,0,0,0,0,1,0,0,0
sock,0,0,0,0,0,1,0,0,0
hat,0,0,0,0,0,1,0,0,0
short,1,0,0,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,1
modern,3,0,0,0,0,0,0,0,0
alive,2,0,0,0,0,0,0,0,0
mean,0,0,0,0,0,0,0,0,3
storm,0,0,0,0,0,2,0,0,0
hundred,0,0,0,0,0,3,0,0,0
crime,0,0,0,0,0,1,0,0,0
pack,0,0,0,0,0,0,0,0,1
meeting,0,0,0,0,0,1,0,0,0
queen,0,0,0,0,0,2,0,0,0
outside,0,1,0,0,0,0,0,0,0
palace,0,0,0,0,0,1,0,0,0
holiday,0,0,0,0,0,1,0,0,0
enemy,0,0,0,0,0,1,0,0,0
sailor,0,0,0,0,0,1,0,0,0
wind,0,0,0,0,0,1,0,0,0
sea,0,0,0,0,0,3,0,0,0
move,0,0,0,0,0,0,0,0,2
boat,0,0,0,0,0,1,0,0,0
dark,2,0,0,0,0,0,0,0,0
singe,0,0,0,0,0,0,0,0,1
shouting,0,0,0,0,0,1,0,0,0
ring,0,0,0,0,0,0,0,0,1
voice,0,0,0,0,0,2,0,0,0
piece,0,0,0,0,0,2,0,0,0
paper,0,0,0,0,0,1,0,0,0
thirty,0,0,0,0,0,0,4,0,0
today,0,0,0,0,0,2,0,0,0
pen,0,0,0,0,0,1,0,0,0
page,0,0,0,0,0,1,0,0,0
tonight,0,0,0,0,0,4,0,0,0
run,0,0,0,0,0,0,0,0,1
thief,0,0,0,0,0,1,0,0,0
break,0,0,0,0,0,0,0,0,1
building,0,0,0,0,0,1,0,0,0
radio,0,0,0,0,0,2,0,0,0
soon,0,0,1,0,0,0,0,0,0
large,1,0,0,0,0,0,0,0,0
quickly,0,0,1,0,0,0,0,0,0
darkness,0,0,0,0,0,1,0,0,0
ship,0,0,0,0,0,1,0,0,0
wedding,0,0,0,0,0,3,0,0,0
surprise,0,0,0,0,0,0,0,0,1
dog,0,0,0,0,0,1,0,0,0
round,0,1,0,0,0,0,0,0,0
daughter,0,0,0,0,0,1,0,0,0
past,0,0,0,0,0,1,0,0,0
uncle,0,0,0,0,0,1,0,0,0
lucky,2,0,0,0,0,0,0,0,0
television,0,0,0,0,0,2,0,0,0
argue,0,0,0,0,0,0,0,0,1
late,3,0,0,0,0,0,0,0,0
president,0,0,0,0,0,1,0,0,0
film,0,0,0,0,0,1,0,0,0
try,0,0,0,0,0,0,0,0,1
church,0,0,0,0,0,1,0,0,0
duchess,0,0,0,0,0,1,0,0,0
camera,0,0,0,0,0,1,0,0,0
jewellery,0,0,0,0,0,2,0,0,0
present,0,0,0,0,0,1,0,0,0
happiness,0,0,0,0,0,2,0,0,0
buy,0,0,0,0,0,0,0,0,3
jewel,0,0,0,0,0,1,0,0,0
doctor,0,0,0,0,0,1,0,0,0
cigarette,0,0,0,0,0,1,0,0,0
smoke,0,0,0,0,0,0,0,0,1
body,0,0,0,0,0,2,0,0,0
blue,1,0,0,0,0,0,0,0,0
aeroplane,0,0,0,0,0,1,0,0,0
enter,0,0,0,0,0,0,0,0,1
fourteen,0,0,0,0,0,0,1,0,0
hospital,0,0,0,0,0,1,0,0,0
bury,0,0,0,0,0,0,0,0,1
death,0,0,0,0,0,2,0,0,0
half,0,0,0,0,0,1,0,0,0
middle,0,0,0,0,0,1,0,0,0
conversation,0,0,0,0,0,1,0,0,0
deep,0,0,1,0,0,0,0,0,0
inside,0,1,0,0,0,0,0,0,0
