word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB,X
sit,0,0,0,0,0,0,0,0,0,49,0
room,0,0,0,0,0,0,15,0,0,0,0
smoke,0,0,0,0,0,0,0,0,0,4,0
talk,0,0,0,0,0,0,0,0,0,16,0
bad,17,0,0,0,0,0,0,0,0,0,0
ill,9,0,0,0,0,0,0,0,0,0,0
mean,0,0,0,0,0,0,0,0,0,4,0
course,0,0,5,0,0,0,11,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,24,0
poor,2,0,0,0,0,0,0,0,0,0,0
health,0,0,0,0,0,0,5,0,0,0,0
get,0,0,0,0,0,0,0,0,0,70,0
worried,4,0,0,0,0,0,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,157,0
know,0,0,0,0,0,0,0,0,0,47,0
heart,0,0,0,0,0,0,8,0,0,0,0
read,0,0,0,0,0,0,0,0,0,12,0
magazine,0,0,0,0,0,0,1,0,0,0,0
symptom,0,0,0,0,0,0,4,0,0,0,0
extraordinary,1,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,33,0,0,0,0
time,0,0,0,0,0,0,59,0,0,0,0
illness,0,0,0,0,0,0,8,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,3,0
fact,0,0,0,0,0,0,14,0,0,0,0
worry,0,0,0,0,0,0,1,0,0,4,0
remember,0,0,0,0,0,0,0,0,0,17,0
day,0,0,0,0,0,0,35,0,0,0,0
little,34,0,0,0,0,0,0,0,0,0,0
problem,0,0,0,0,0,0,2,0,0,0,0
go,0,0,0,0,0,0,0,0,0,116,0
take,0,0,0,0,0,0,0,0,0,36,0
book,0,0,0,0,0,0,3,0,0,0,0
library,0,0,0,0,0,0,1,0,0,0,0
shelf,0,0,0,0,0,0,1,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,43,0
turn,0,0,0,0,0,0,1,0,0,20,0
page,0,0,0,0,0,0,3,0,0,0,0
terrible,6,0,0,0,0,0,0,0,0,0,0
half,1,0,2,0,10,0,9,0,0,0,0
disease,0,0,0,0,0,0,5,0,0,0,0
cold,17,0,0,0,0,0,3,0,0,0,0
horror,0,0,0,0,0,0,3,0,0,0,0
slowly,0,0,8,0,0,0,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,65,0
expect,0,0,0,0,0,0,0,0,0,5,0
interested,4,0,0,0,0,0,0,0,0,0,0
beginning,0,0,0,0,0,0,1,0,0,0,0
start,0,0,0,0,0,0,0,0,0,39,0
letter,0,0,0,0,0,0,1,0,0,0,0
find,0,0,0,0,0,0,0,0,0,27,0
unhappy,4,0,0,0,0,0,0,0,0,0,0
walk,0,0,0,0,0,0,7,0,0,18,0
reading,0,0,0,0,0,0,1,0,0,0,0
happy,14,0,0,0,0,0,0,0,0,0,0
healthy,2,0,0,0,0,0,0,0,0,0,0
young,14,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,63,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,25,0
sick,3,0,0,0,0,0,0,0,0,0,0
close,1,0,1,0,0,0,0,0,0,5,0
death,0,0,0,0,0,0,1,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,12,0
boy,0,0,0,0,0,0,7,0,0,0,0
main,1,0,0,0,0,0,0,0,0,0,0
want,0,0,0,0,0,0,0,0,0,58,0
work,0,0,0,0,0,0,31,0,0,12,0
doctor,0,0,0,0,0,0,2,0,0,0,0
clever,2,0,0,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,66,0
lazy,5,0,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,4,0,0,0,0
medicine,0,0,0,0,0,0,1,0,0,0,0
hit,0,0,0,0,0,0,0,0,0,11,0
head,0,0,0,0,0,0,17,0,0,0,0
strange,14,0,0,0,0,0,0,0,0,0,0
blow,0,0,0,0,0,0,2,0,0,2,0
away,0,1,16,0,0,0,0,0,0,0,0
sickness,0,0,0,0,0,0,1,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,4,0
immediately,0,0,2,0,0,0,0,0,0,0,0
evening,0,0,0,0,0,0,17,0,0,0,0
hour,0,0,0,0,0,0,17,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,2,0
explain,0,0,0,0,0,0,0,0,0,4,0
morning,0,0,0,0,0,0,24,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,55,0
bed,0,0,0,0,0,0,36,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,21,0
fire,0,0,0,0,0,0,6,0,0,0,0
great,5,0,0,0,0,0,0,0,0,0,0
feeling,0,0,0,0,0,0,1,0,0,0,0
show,0,0,0,0,0,0,0,0,0,3,0
night,0,0,0,0,0,0,28,0,0,0,0
matter,0,0,0,0,0,0,5,0,0,2,0
moment,0,0,0,0,0,0,9,0,0,0,0
housekeeper,0,0,0,0,0,0,1,0,0,0,0
knock,0,0,0,0,0,0,0,0,0,5,0
door,0,0,0,0,0,0,9,0,0,0,0
ready,8,0,0,0,0,0,0,0,0,0,0
supper,0,0,0,0,0,0,18,0,0,0,0
smile,0,0,0,0,0,0,0,0,0,7,0
sadly,0,0,3,0,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,0,0,38,0
eat,0,0,0,0,0,0,0,0,0,14,0
food,0,0,0,0,0,0,17,0,0,0,0
help,0,0,0,0,0,0,1,0,0,10,0
prevent,0,0,0,0,0,0,0,0,0,1,0
bring,0,0,0,0,0,0,0,0,0,10,0
table,0,0,0,0,0,0,4,0,0,0,0
manage,0,0,0,0,0,0,0,0,0,5,0
play,0,0,0,0,0,0,0,0,0,8,0
steak,0,0,0,0,0,0,1,0,0,0,0
chip,0,0,0,0,0,0,1,0,0,0,0
large,3,0,0,0,0,0,0,0,0,0,0
cake,0,0,0,0,0,0,5,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,3,0
glass,0,0,0,0,0,0,10,0,0,0,0
light,2,0,0,0,0,0,5,0,0,5,0
pipe,0,0,0,0,0,0,8,0,0,0,0
sure,2,0,0,0,0,0,0,0,0,0,0
certain,1,0,0,0,0,0,0,0,0,0,0
need,0,0,0,0,0,0,0,0,0,14,0
rest,0,0,0,0,0,0,8,0,0,3,0
change,0,0,0,0,0,0,5,0,0,3,0
add,0,0,0,0,0,0,0,0,0,18,0
agree,0,0,0,0,0,0,0,0,0,14,0
country,0,0,0,0,0,0,2,0,0,0,0
nice,8,0,0,0,0,0,0,0,0,0,0
quiet,5,0,0,0,0,0,1,0,0,0,0
place,0,0,0,0,0,0,16,0,0,0,0
warm,4,0,0,0,0,0,0,0,0,0,0
summer,0,0,0,0,0,0,2,0,0,0,0
sun,0,0,0,0,0,0,6,0,0,0,0
peaceful,3,0,0,0,0,0,0,0,0,0,0
far,0,0,2,0,0,0,0,0,0,0,0
people,0,0,0,0,0,0,39,0,0,0,0
awful,5,0,0,0,0,0,0,0,0,0,0
like,0,14,0,0,0,0,0,0,0,25,0
buy,0,0,0,0,0,0,0,0,0,6,0
cigarette,0,0,0,0,0,0,3,0,0,0,0
newspaper,0,0,0,0,0,0,3,0,0,0,0
sea,0,0,0,0,0,0,4,0,0,0,0
good,34,0,0,0,0,0,5,0,0,0,0
idea,0,0,0,0,0,0,19,0,0,0,0
trip,0,0,0,0,0,0,13,0,0,0,0
fine,11,0,0,0,0,0,0,0,0,0,0
month,0,0,0,0,0,0,2,0,0,0,0
week,0,0,0,0,0,0,2,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,12,0
wave,0,0,0,0,0,0,0,0,0,5,0
goodbye,0,0,0,0,0,0,2,0,0,0,0
happily,0,0,4,0,0,0,0,0,0,0,0
friend,0,0,0,0,0,0,22,0,0,0,0
ship,0,0,0,0,0,0,2,0,0,0,0
wish,0,0,0,0,0,0,0,0,0,8,0
dead,6,0,0,0,0,0,0,0,0,0,0
able,4,0,0,0,0,0,0,0,0,0,0
drink,0,0,0,0,0,0,2,0,0,8,0
kind,5,0,0,0,0,0,5,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,38,0
wait,0,0,0,0,0,0,0,0,0,21,0
short,4,0,0,0,0,0,0,0,0,0,0
return,0,0,0,0,0,0,1,0,0,1,0
ticket,0,0,0,0,0,0,1,0,0,0,0
sell,0,0,0,0,0,0,0,0,0,2,0
train,0,0,0,0,0,0,2,0,0,0,0
seasick,3,0,0,0,0,0,0,0,0,0,0
afraid,3,0,0,0,0,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,1,0
land,0,0,0,0,0,0,3,0,0,1,0
meet,0,0,0,0,0,0,0,0,0,13,0
anybody,0,0,0,0,0,0,0,0,1,0,0
let,0,0,0,0,0,0,0,0,0,9,0
river,0,0,0,0,0,0,66,0,0,0,0
fresh,2,0,0,0,0,0,0,0,0,0,0
air,0,0,0,0,0,0,5,0,0,0,0
hard,6,0,8,0,0,0,0,0,0,0,0
boat,0,0,0,0,0,0,120,0,0,0,0
hungry,3,0,0,0,0,0,0,0,0,0,0
sleep,0,0,0,0,0,0,6,0,0,21,0
reply,0,0,0,0,0,0,2,0,0,20,0
trouble,0,0,0,0,0,0,6,0,0,0,0
end,0,0,0,0,0,0,27,0,0,1,0
different,6,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,8,0,0,0,0
look,0,0,0,0,0,0,2,0,0,88,0
tree,0,0,0,0,0,0,10,0,0,0,0
flower,0,0,0,0,0,0,2,0,0,0,0
asleep,6,0,0,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,17,0
collect,0,0,0,0,0,0,0,0,0,6,0
dog,0,0,0,0,0,0,8,0,0,0,0
round,0,14,15,0,0,0,0,0,0,0,0
town,0,0,0,0,0,0,3,0,0,0,0
fight,0,0,0,0,0,0,3,0,0,8,0
decide,0,0,0,0,0,0,0,0,0,32,0
pull,0,0,0,0,0,0,1,0,0,19,0
map,0,0,0,0,0,0,7,0,0,0,0
discuss,0,0,0,0,0,0,0,0,0,5,0
plan,0,0,0,0,0,0,2,0,0,1,0
follow,0,0,0,0,0,0,0,0,0,8,0
afternoon,0,0,0,0,0,0,6,0,0,0,0
bank,0,0,0,0,0,0,14,0,0,0,0
wake,0,0,0,0,0,0,0,0,0,20,0
street,0,0,0,0,0,0,4,0,0,0,0
question,0,0,0,0,0,0,3,0,0,0,0
hotel,0,0,0,0,0,0,18,0,0,0,0
outside,0,0,2,0,0,0,0,0,0,0,0
beautiful,5,0,0,0,0,0,0,0,0,0,0
bird,0,0,0,0,0,0,1,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,4,0
easily,0,0,2,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,5,0,0,0,0
calm,2,0,0,0,0,0,0,0,0,1,0
move,0,0,0,0,0,0,0,0,0,16,0
silently,0,0,1,0,0,0,0,0,0,0,0
corner,0,0,0,0,0,0,3,0,0,0,0
tent,0,0,0,0,0,0,15,0,0,0,0
cook,0,0,0,0,0,0,0,0,0,5,0
simple,1,0,0,0,0,0,0,0,0,0,0
quietly,0,0,7,0,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,35,0
listen,0,0,0,0,0,0,0,0,0,3,0
water,0,0,0,0,0,0,41,0,0,0,0
gently,0,0,2,0,0,0,0,0,0,0,0
silver,1,0,0,0,0,0,0,0,0,0,0
