word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,PRON,VERB
excellent,3,0,0,0,0,0,0,0,0
interesting,1,0,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,5
evening,0,0,0,0,0,0,5,0,0
lonely,1,0,0,0,0,0,0,0,0
hillside,0,0,0,0,0,0,1,0,0
mile,0,0,0,0,0,0,5,0,0
journey,0,0,0,0,0,0,4,0,0
far,1,0,6,0,0,0,0,0,0
grey,3,0,0,0,0,0,0,0,0
horse,0,0,0,0,0,0,10,0,0
pleased,6,0,0,0,0,0,0,0,0
sleep,0,0,0,0,0,0,1,0,6
deeply,0,0,5,0,0,0,0,0,0
wake,0,0,0,0,0,0,0,0,4
light,0,0,0,0,0,0,1,0,1
night,0,0,0,0,0,0,18,0,0
washing,0,0,0,0,0,0,2,0,0
milk,0,0,0,0,0,0,2,0,0
bread,0,0,0,0,0,0,4,0,0
forget,0,0,0,0,0,0,0,0,5
bring,0,0,0,0,0,0,0,0,4
narrow,3,0,0,0,0,0,0,0,0
country,0,0,0,0,0,0,1,0,0
cloud,0,0,0,0,0,0,3,0,0
dust,0,0,0,0,0,0,4,0,0
poop,1,0,0,0,0,3,10,0,0
fast,1,0,10,0,0,0,0,0,0
destroy,0,0,0,0,0,0,0,0,1
storm,0,0,0,0,0,0,1,0,0
ring,0,0,0,0,0,0,0,0,2
enormous,4,0,0,0,0,0,0,0,0
motorcar,0,0,0,0,0,0,2,0,0
roar,0,0,0,0,0,0,0,0,3
wild,4,0,0,0,0,0,0,0,0
fear,0,0,0,0,0,0,3,0,0
ditch,0,0,0,0,0,0,3,0,0
terrible,7,0,0,0,0,0,0,0,0
crash,0,0,0,0,0,0,6,0,2
helplessly,0,0,1,0,0,0,0,0,0
angrily,0,0,4,0,0,0,0,0,0
stupid,3,0,0,0,0,0,0,0,0
dangerous,4,0,0,0,0,0,0,0,0
people,0,0,0,0,0,0,9,0,0
police,0,0,0,0,0,0,5,0,0
lock,0,0,0,0,0,0,0,0,4
prison,0,0,0,0,0,0,12,0,0
manage,0,0,0,0,0,0,0,0,4
calm,1,0,0,0,0,0,0,0,1
break,0,0,0,0,0,0,0,0,3
answer,0,0,0,0,0,0,1,0,4
middle,0,0,0,0,0,0,6,0,0
dreamy,1,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,1,0,7
idea,0,0,0,0,0,0,5,0,0
crazy,2,0,0,0,0,0,0,0,0
somebody,0,0,0,0,0,0,0,5,0
fetch,0,0,0,0,0,0,0,0,2
broken,2,0,0,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,4
train,0,0,0,0,0,0,8,0,0
station,0,0,0,0,0,0,2,0,0
late,2,0,3,0,0,0,0,0,0
lazy,2,0,0,0,0,0,0,0,0
fish,0,0,0,0,0,0,0,0,1
news,0,0,0,0,0,0,3,0,0
everybody,0,0,0,0,0,0,0,4,0
order,0,0,0,0,0,0,1,0,2
motor,0,0,0,0,0,0,10,0,0
car,0,0,0,0,0,0,20,0,0
wish,0,0,0,0,0,0,1,0,1
dinner,0,0,0,0,0,0,2,0,0
shall,0,0,0,5,0,0,0,0,0
shy,1,0,0,0,0,0,0,0,0
possible,1,0,0,0,0,0,0,0,0
squirrel,0,0,0,0,0,0,1,0,0
rabbit,0,0,0,0,0,0,2,0,0
trouble,0,0,0,0,0,0,7,0,1
weasel,0,0,0,0,0,0,7,0,0
stoat,0,0,0,0,0,0,6,0,0
ferret,0,0,0,0,0,0,5,0,0
fact,0,0,0,0,0,0,3,0,0
grow,0,0,0,0,0,0,0,0,3
weather,0,0,0,0,0,0,1,0,0
lot,0,0,0,0,0,0,8,0,0
winter,0,0,0,0,0,0,4,0,0
job,0,0,0,0,0,0,1,0,0
peacefully,0,0,1,0,0,0,0,0,0
quietness,0,0,0,0,0,0,1,0,0
shape,0,0,0,0,0,0,2,0,0
strange,3,0,0,0,0,0,0,0,0
close,0,0,1,0,0,0,0,0,2
darkness,0,0,0,0,0,0,2,0,0
shut,0,0,0,0,0,0,0,0,4
corner,0,0,0,0,0,0,1,0,0
unfriendly,1,0,0,0,0,0,0,0,0
yes,0,0,0,0,0,6,0,0,0
path,0,0,0,0,0,0,4,0,0
whistling,0,0,0,0,0,0,3,0,0
loudly,0,0,3,0,0,0,0,0,0
heart,0,0,0,0,0,0,4,0,0
beat,0,0,0,0,0,0,0,0,3
pattering,0,0,0,0,0,0,3,0,0
loud,2,0,0,0,0,0,0,0,0
alive,1,0,0,0,0,0,0,0,0
chase,0,0,0,0,0,0,1,0,5
pick,0,0,0,0,0,0,0,0,2
deep,6,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,4
hall,0,0,0,0,0,0,11,0,0
hat,0,0,0,0,0,0,3,0,0
miss,0,0,0,0,0,0,0,0,1
boot,0,0,0,0,0,0,1,0,0
rain,0,0,0,0,0,0,2,0,0
clearly,0,0,1,0,0,0,0,0,0
gun,0,0,0,0,0,0,9,0,0
stick,0,0,0,0,0,0,10,0,0
nearly,0,0,4,0,0,0,0,0,0
immediately,0,0,4,0,0,0,0,0,0
patiently,0,0,3,0,0,0,0,0,0
search,0,0,0,0,0,0,0,0,1
hiding,0,0,0,0,0,0,1,0,0
banker,0,0,0,0,0,0,1,0,0
two,0,0,0,0,0,0,1,0,0
three,0,0,0,0,0,0,1,0,0
problem,0,0,0,0,0,0,4,0,0
surely,0,0,1,0,0,0,0,0,0
brave,4,0,0,0,0,0,0,0,0
dry,4,0,0,0,0,0,0,0,0
entrance,0,0,0,0,0,0,3,0,0
snow,0,0,0,0,0,0,12,0,1
hope,0,0,0,0,0,0,1,0,3
blanket,0,0,0,0,0,0,1,0,0
cover,0,0,0,0,0,0,0,0,1
hide,0,0,0,0,0,0,0,0,2
hour,0,0,0,0,0,0,11,0,0
move,0,0,0,0,0,0,0,0,4
hit,0,0,0,0,0,0,0,0,2
cut,0,0,0,0,0,0,1,0,0
door,0,0,0,0,0,0,25,0,0
scraper,0,0,0,0,0,0,3,0,0
careless,1,0,0,0,0,0,0,0,0
argue,0,0,0,0,0,0,0,0,5
successful,2,0,0,0,0,0,0,0,0
snowbank,0,0,0,0,0,0,1,0,0
bell,0,0,0,0,0,0,4,0,0
letter,0,0,0,0,0,0,1,0,0
mind,0,0,0,0,0,0,0,0,1
knock,0,0,0,0,0,0,1,0,4
bang,0,0,0,0,0,0,0,0,3
mole,0,0,0,0,0,0,4,0,0
slow,3,0,0,0,0,0,0,0,2
pair,0,0,0,0,0,0,1,0,0
sleepy,2,0,0,0,0,0,0,0,0
angry,3,0,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,7
tunnel,0,0,0,0,0,0,10,0,0
kitchen,0,0,0,0,0,0,3,0,0
armchair,0,0,0,0,0,0,2,0,0
wooden,1,0,0,0,0,0,0,0,0
table,0,0,0,0,0,0,4,0,0
fatherly,1,0,0,0,0,0,0,0,0
danger,0,0,0,0,0,0,2,0,0
bad,5,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,2
realize,0,0,0,0,0,0,0,0,3
sadly,0,0,4,0,0,0,0,0,0
week,0,0,0,0,0,0,5,0,0
driver,0,0,0,0,0,0,9,0,0
badger,0,0,0,0,0,0,2,0,0
seventh,2,0,0,0,0,0,0,0,0
garage,0,0,0,0,0,0,1,0,0
roof,0,0,0,0,0,0,3,0,0
hospital,0,0,0,0,0,0,2,0,0
twice,0,0,1,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,4
arrest,0,0,0,0,0,0,0,0,2
driving,0,0,0,0,0,0,4,0,0
money,0,0,0,0,0,0,8,0,0
happen,0,0,0,0,0,0,0,0,5
kill,0,0,0,0,0,0,0,0,2
tiring,2,0,0,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,4
silliness,0,0,0,0,0,0,1,0,0
sensible,5,0,0,0,0,0,0,0,0
breakfast,0,0,0,0,0,0,9,0,0
hedgehog,0,0,0,0,0,0,4,0,0
bowl,0,0,0,0,0,0,1,0,0
sir,0,0,0,0,0,0,2,0,0
politely,0,0,1,0,0,0,0,0,0
school,0,0,0,0,0,0,1,0,0
coffee,0,0,0,0,0,0,1,0,0
fry,0,0,0,0,0,0,0,0,2
piece,0,0,0,0,0,0,2,0,0
number,0,0,0,0,0,0,1,0,0
room,0,0,0,0,0,0,12,0,0
mouth,0,0,0,0,0,0,3,0,0
fried,1,0,0,0,0,0,0,0,0
usually,0,0,1,0,0,0,0,0,0
grand,1,0,0,0,0,0,0,0,0
halfway,0,0,2,0,0,0,0,0,0
afraid,2,0,0,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,2
strong,2,0,0,0,0,0,0,0,0
tooth,0,0,0,0,0,0,2,0,0
terribly,0,0,1,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,1
send,0,0,0,0,0,0,0,0,4
clear,0,0,0,0,0,0,0,0,3
conversation,0,0,0,0,0,0,3,0,0
underground,1,0,5,0,0,0,0,0,0
warmly,0,0,1,0,0,0,0,0,0
safe,2,0,0,0,0,0,0,0,0
natural,1,0,0,0,0,0,0,0,0
restless,1,0,0,0,0,0,0,0,0
unlike,0,1,0,0,0,0,0,0,0
daylight,0,0,0,0,0,0,1,0,0
terror,0,0,0,0,0,0,5,0,0
firelight,0,0,0,0,0,0,1,0,0
return,0,0,0,0,0,0,1,0,1
mend,0,0,0,0,0,0,0,0,1
lost,1,0,0,0,0,0,0,0,0
drop,0,0,0,0,0,0,0,0,3
spoon,0,0,0,0,0,0,1,0,0
mouthed,1,0,0,0,0,0,0,0,0
worriedly,0,0,1,0,0,0,0,0,0
clock,0,0,0,0,0,0,1,0,0
mean,0,0,0,0,0,0,0,0,1
save,0,0,0,0,0,0,0,0,3
madness,0,0,0,0,0,0,4,0,0
favourite,1,0,0,0,0,0,0,0,0
colour,0,0,0,0,0,0,1,0,0
overcoat,0,0,0,0,0,0,2,0,0
goggle,0,0,0,0,0,0,2,0,0
meaning,0,0,0,0,0,0,1,0,0
unpleasant,2,0,0,0,0,0,0,0,0
name,0,0,0,0,0,0,1,0,0
warn,0,0,0,0,0,0,0,0,1
madman,0,0,0,0,0,0,2,0,0
repeat,0,0,0,0,0,0,0,0,1
silence,0,0,0,0,0,0,2,0,0
beautifully,0,0,1,0,0,0,0,0,0
fight,0,0,0,0,0,0,0,0,2
guard,0,0,0,0,0,0,7,0,2
pretend,0,0,0,0,0,0,0,0,2
engine,0,0,0,0,0,0,7,0,0
silent,2,0,0,0,0,0,0,0,0
brightly,0,0,2,0,0,0,0,0,0
sensibly,0,0,1,0,0,0,0,0,0
doctor,0,0,0,0,0,0,2,0,0
probably,0,0,1,0,0,0,0,0,0
ill,2,0,0,0,0,0,0,0,0
goodbye,0,0,0,0,0,0,1,0,0
suit,0,0,0,0,0,0,1,0,0
pocket,0,0,0,0,0,0,4,0,0
sheet,0,0,0,0,0,0,1,0,0
tie,0,0,0,0,0,0,0,0,2
climb,0,0,0,0,0,0,0,0,4
boast,0,0,0,0,0,0,1,0,3
intelligent,2,0,0,0,0,0,0,0,0
pub,0,0,0,0,0,0,2,0,0
meal,0,0,0,0,0,0,1,0,0
pay,0,0,0,0,0,0,0,0,1
bill,0,0,0,0,0,0,1,0,0
lovingly,0,0,1,0,0,0,0,0,0
street,0,0,0,0,0,0,2,0,0
easily,0,0,2,0,0,0,0,0,0
wrong,1,0,0,0,0,0,1,0,0
dreamer,0,0,0,0,0,0,1,0,0
adventurer,0,0,0,0,0,0,1,0,0
criminal,0,0,0,0,0,0,3,0,0
steal,0,0,0,0,0,0,0,0,2
valuable,1,0,0,0,0,0,0,0,0
finally,0,0,1,0,0,0,0,0,0
rude,3,0,0,0,0,0,0,0,0
prisoner,0,0,0,0,0,0,2,0,0
castle,0,0,0,0,0,0,2,0,0
refuse,0,0,0,0,0,0,0,0,1
miserably,0,0,3,0,0,0,0,0,0
popular,1,0,0,0,0,0,0,0,0
looking,1,0,0,0,0,0,0,0,0
free,6,0,0,0,0,0,0,0,0
keeper,0,0,0,0,0,0,1,0,0
daughter,0,0,0,0,0,0,1,0,0
drink,0,0,0,0,0,0,2,0,3
question,0,0,0,0,0,0,2,0,0
drank,0,0,0,0,0,0,0,0,1
kindness,0,0,0,0,0,0,1,0,0
