word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB
captain,0,0,0,0,0,6,0,0,0
move,0,0,0,0,0,0,0,0,5
ice,0,0,0,0,0,17,0,0,0
look,0,0,0,0,0,1,0,0,23
sailor,0,0,0,0,0,6,0,0,0
stand,0,0,0,0,0,0,0,0,9
mast,0,0,0,0,0,8,0,0,0
high,3,0,1,0,0,0,0,0,0
hand,0,0,0,0,0,12,0,0,0
point,0,0,0,0,0,0,0,0,4
away,0,0,13,0,0,0,0,0,0
ship,0,0,0,0,0,11,0,0,0
mile,0,0,0,0,0,2,0,0,0
cover,0,0,0,0,0,0,0,0,2
sea,0,0,0,0,0,8,0,0,0
north,0,0,2,0,0,5,0,0,0
see,0,0,0,0,0,0,0,0,49
come,0,0,0,0,0,0,0,0,33
fast,1,0,12,0,0,0,0,0,0
telescope,0,0,0,0,0,2,0,0,0
eye,0,0,0,0,0,10,0,0,0
shape,0,0,0,0,0,3,0,0,0
dog,0,0,0,0,0,6,0,0,0
pull,0,0,0,0,0,0,0,0,4
sledge,0,0,0,0,0,13,0,0,0
driver,0,0,0,0,0,3,0,0,0
huge,9,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,6,0,0,0
big,4,0,0,0,0,0,0,0,0
man,0,0,0,0,0,51,0,0,0
near,2,6,3,0,0,0,0,0,0
soon,0,0,21,0,0,0,0,0,0
quarter,0,0,0,0,0,1,0,0,0
need,0,0,0,0,0,0,0,0,10
suddenly,0,0,13,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,35
mountain,0,0,0,0,0,11,0,0,0
disappear,0,0,0,0,0,0,0,0,5
moment,0,0,0,0,0,7,0,0,0
appear,0,0,0,0,0,0,0,0,2
clearly,0,0,3,0,0,0,0,0,0
chase,0,0,0,0,0,1,0,0,3
small,10,0,0,0,0,0,0,0,0
like,0,7,0,0,0,0,0,0,1
ordinary,1,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,27
second,2,0,0,0,0,1,0,0,0
hour,0,0,0,0,0,8,0,0,0
pass,0,0,0,0,0,0,0,0,4
night,0,0,0,0,0,26,0,0,0
storm,0,0,0,0,0,10,0,0,0
morning,0,0,0,0,0,9,0,0,0
great,13,0,0,0,0,0,0,0,0
piece,0,0,0,0,0,9,0,0,0
float,0,0,0,0,0,0,0,0,2
round,0,7,0,0,0,0,0,0,0
shout,0,0,0,0,0,1,0,0,10
sit,0,0,0,0,0,0,0,0,10
broken,1,0,0,0,0,0,0,0,0
nearly,0,0,1,0,0,0,0,0,0
dead,15,0,0,0,0,0,0,0,0
cold,5,0,0,0,0,3,0,0,0
walk,0,0,0,0,0,4,0,0,8
carry,0,0,0,0,0,0,0,0,7
carefully,0,0,5,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,16
say,0,0,0,0,0,0,0,0,33
welcome,1,0,0,0,0,0,0,0,4
thank,0,0,0,0,0,0,0,0,5
faint,0,0,0,0,0,0,0,0,4
day,0,0,0,0,0,38,0,0,0
strong,6,0,0,0,0,0,0,0,0
talk,0,0,0,0,0,3,0,0,5
ask,0,0,0,0,0,0,0,0,17
tell,0,0,0,0,0,0,0,0,27
story,0,0,0,0,0,16,0,0,0
try,0,0,0,0,0,0,0,0,9
catch,0,0,0,0,0,0,0,0,12
far,0,0,3,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,8
pleased,6,0,0,0,0,0,0,0,0
help,0,0,0,0,0,2,0,0,24
believe,0,0,0,0,0,0,0,0,6
work,0,0,0,0,0,16,0,0,8
write,0,0,0,0,0,0,0,0,8
evening,0,0,0,0,0,6,0,0,0
