word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB
say,0,0,0,0,0,0,0,0,104
breakfast,0,0,0,0,0,2,0,0,0
table,0,0,0,0,0,4,0,0,0
morning,0,0,0,0,0,8,0,0,0
ask,0,0,0,0,0,0,0,0,17
everybody,0,0,0,0,0,0,0,2,0
country,0,0,0,0,0,1,0,0,0
talk,0,0,0,0,0,0,0,0,10
case,0,0,0,0,0,12,0,0,0
know,0,0,0,0,0,0,0,0,32
interested,5,0,0,0,0,0,0,0,0
read,0,0,0,0,0,0,0,0,4
newspaper,0,0,0,0,0,7,0,0,0
walk,0,0,0,0,0,1,0,0,11
room,0,0,0,0,0,6,0,0,0
speak,0,0,0,0,0,0,0,0,4
hour,0,0,0,0,0,2,0,0,0
thing,0,0,0,0,0,10,0,0,0
yesterday,0,0,0,0,0,3,0,0,0
answer,0,0,0,0,0,6,0,0,2
question,0,0,0,0,0,8,0,0,0
mystery,0,0,0,0,0,4,0,0,0
happen,0,0,0,0,0,0,0,0,10
kill,0,0,0,0,0,0,0,0,3
police,0,0,0,0,0,6,0,0,0
find,0,0,0,0,0,0,0,0,20
horse,0,0,0,0,0,73,0,0,0
big,14,0,0,0,0,0,0,0,0
race,0,0,0,0,0,19,0,0,1
week,0,0,0,0,0,4,0,0,0
famous,4,0,0,0,0,0,0,0,0
racehorse,0,0,0,0,0,4,0,0,0
trainer,0,0,0,0,0,15,0,0,0
year,0,0,0,0,0,3,0,0,0
favourite,0,0,0,0,0,7,0,0,0
win,0,0,0,0,0,0,0,0,12
night,0,0,0,0,0,19,0,0,0
disappear,0,0,0,0,0,0,0,0,2
need,0,0,0,0,0,0,0,0,9
help,0,0,0,0,0,4,0,0,6
like,0,3,0,0,0,0,0,0,9
come,0,0,0,0,0,0,0,0,20
dear,3,0,0,0,0,0,0,0,0
course,0,0,3,0,0,5,0,0,0
catch,0,0,0,0,0,0,0,0,1
train,0,0,0,0,0,6,0,0,0
later,0,0,7,0,0,0,0,0,0
midday,0,0,0,0,0,1,0,0,0
new,2,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,25
yes,0,0,0,0,25,0,0,0,0
understand,0,0,0,0,0,0,0,0,5
day,0,0,0,0,0,6,0,0,0
look,0,0,0,0,0,2,0,0,29
carefully,0,0,6,0,0,0,0,0,0
important,6,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,4,0,0,0
owner,0,0,0,0,0,4,0,0,0
cry,0,0,0,0,0,0,0,0,11
easy,4,0,0,0,0,0,0,0,0
hide,0,0,0,0,0,0,0,0,2
long,2,0,1,0,0,0,0,0,0
building,0,0,0,0,0,2,0,0,0
tree,0,0,0,0,0,7,0,0,0
