word,level
tempting,BEYOND
think,A1
geologist,BEYOND
people,A1
study,A1
rock,C1
mineral,B2
science,A1
pirate,C1
like,B1
buccaneer,BEYOND
old,A1
spend,A1
great,A1
deal,B1
time,B2
search,A2
bury,B1
treasure,B2
case,A2
geology,BEYOND
chest,B1
fill,A1
money,A1
jewel,BEYOND
rich,A1
uncover,BEYOND
stone,A2
nature,A2
importance,B1
earthy,BEYOND
focus,A2
book,A2
building,A1
block,B1
stuff,B1
world,A1
priceless,BEYOND
worth,B1
measure,B1
usefulness,BEYOND
instance,B2
important,A1
nutrient,BEYOND
live,B1
thing,A1
order,A1
survive,B1
type,B1
component,B2
natural,A1
manmade,BEYOND
creation,B2
hill,A2
continent,A2
fine,C1
sculpture,B1
polish,BEYOND
cut,B1
transform,B2
valuable,B1
gemstone,BEYOND
place,B1
setting,B1
gold,A2
silver,A2
precious,B2
metal,A2
native,B1
fossilized,BEYOND
fish,A2
embed,C1
stony,BEYOND
silence,B2
able,A2
tell,A1
interesting,A1
story,A1
sedimentary,BEYOND
form,A1
layer,B1
material,B2
sand,B1
mud,B1
tiny,B1
pebble,BEYOND
settle,B2
squeeze,C1
pressure,B1
cement,BEYOND
dissolve,C1
call,A1
stratum,BEYOND
remain,B1
visible,B2
strata,BEYOND
timeline,BEYOND
scientist,A1
piece,A1
geologic,BEYOND
history,A1
location,B1
discover,A2
crystal,C1
super,B2
hot,A1
lava,BEYOND
magma,BEYOND
cool,B1
igneous,BEYOND
texture,C1
provide,A2
clue,B1
volcanic,BEYOND
action,A1
underground,A2
long,A1
take,A1
structure,B2
mountain,A1
likewise,B2
metamorphic,BEYOND
undergo,B2
change,A1
shape,B2
reveal,B2
pressurized,BEYOND
deep,B1
beneath,C1
surface,B1
certain,A2
period,A1
want,A1
know,A1
evolution,B2
inorganic,BEYOND
nonliving,BEYOND
element,B1
look,A2
fossil,B2
hand,B1
glimpse,C1
ago,A1
plant,A2
leave,B2
primordial,BEYOND
sea,A1
creature,B2
foot,A1
prehistoric,BEYOND
mammal,BEYOND
imprint,BEYOND
turn,A1
cell,B2
tree,A1
petrify,BEYOND
hard,A1
skeleton,BEYOND
ancestor,B2
today,A1
