word,level
dead,A2
begin,A1
doubt,B1
register,B2
burial,C1
sign,A2
clergyman,BEYOND
clerk,B2
undertaker,BEYOND
chief,B2
mourner,BEYOND
good,A2
change,A1
choose,A1
hand,B1
old,A1
door,A1
nail,B1
mind,A2
mean,A1
know,A1
knowledge,A2
particularly,B1
incline,BEYOND
regard,B2
coffin,BEYOND
piece,A1
ironmongery,BEYOND
trade,B1
wisdom,B2
ancestor,B2
simile,BEYOND
unhallowed,BEYOND
shall,A2
disturb,B2
country,A1
permit,B2
repeat,B1
emphatically,BEYOND
course,A1
partner,A1
year,A1
sole,C1
executor,BEYOND
administrator,C1
assign,B2
residuary,BEYOND
legatee,BEYOND
friend,A1
dreadfully,BEYOND
cut,B1
sad,A1
event,A1
excellent,A2
man,A1
business,A1
day,A1
funeral,C1
solemnise,BEYOND
undoubted,BEYOND
bargain,B2
mention,B1
bring,A1
point,B1
start,A2
distinctly,BEYOND
understand,A1
wonderful,A1
come,A1
story,A1
go,B1
relate,B1
perfectly,B1
convince,B1
die,A1
play,A1
remarkable,B2
take,A1
stroll,BEYOND
night,A1
easterly,BEYOND
wind,B2
rampart,BEYOND
middle,A2
aged,B1
gentleman,B1
rashly,BEYOND
turn,A1
dark,A2
breezy,BEYOND
spot,B1
instance,B2
literally,B2
astonish,BEYOND
son,A1
weak,A2
paint,A1
stand,B2
warehouse,C1
firm,B2
people,A1
new,A1
call,A1
answer,A1
name,A1
tight,B1
fisted,BEYOND
grind,C1
stone,A2
squeeze,C1
wrench,BEYOND
grasp,C1
scrape,BEYOND
clutch,BEYOND
covetous,BEYOND
sinner,BEYOND
hard,A1
sharp,B1
flint,BEYOND
steel,B2
strike,B2
generous,B1
fire,B1
secret,A2
self,B2
contain,A2
solitary,BEYOND
oyster,BEYOND
cold,A1
freeze,B1
feature,B1
nip,BEYOND
pointed,B2
nose,A1
shrivel,BEYOND
cheek,B2
stiffen,BEYOND
gait,BEYOND
eye,A1
red,A1
thin,A2
lip,B1
blue,A1
speak,A1
shrewdly,BEYOND
grating,BEYOND
voice,A2
frosty,BEYOND
rime,BEYOND
head,B1
eyebrow,BEYOND
wiry,BEYOND
chin,BEYOND
carry,A1
low,B2
temperature,A2
ice,A1
office,A1
dog,A1
thaw,BEYOND
degree,A2
external,B2
heat,A2
little,A2
influence,B1
warmth,BEYOND
warm,B1
wintry,BEYOND
weather,A1
chill,BEYOND
blow,B2
bitter,B2
fall,A2
snow,A1
intent,C1
purpose,A2
pelt,BEYOND
rain,A1
open,A1
entreaty,BEYOND
foul,BEYOND
heavy,A2
hail,C1
sleet,BEYOND
boast,C1
advantage,A2
respect,B1
handsomely,BEYOND
stop,A1
street,A1
gladsome,BEYOND
look,A2
dear,A2
beggar,BEYOND
implore,BEYOND
bestow,BEYOND
trifle,BEYOND
child,A1
ask,A1
woman,A1
life,A1
inquire,BEYOND
way,B2
place,B1
blind,B2
appear,A2
see,A1
tug,BEYOND
owner,A2
doorway,BEYOND
court,B1
wag,BEYOND
tail,B1
say,C1
well,C1
evil,B2
master,B2
care,A2
thing,A1
like,B1
edge,B1
crowded,A2
path,B1
warn,B1
human,A2
sympathy,B2
distance,A2
one,A1
nut,A2
time,B2
sit,A1
busy,A1
counting,BEYOND
house,B2
bleak,BEYOND
biting,BEYOND
foggy,BEYOND
withal,BEYOND
hear,A1
outside,A2
wheeze,BEYOND
beat,B2
breast,B2
stamp,A2
foot,A1
pavement,BEYOND
city,A1
clock,A1
light,A2
candle,B2
flare,BEYOND
window,A1
neighbouring,C1
ruddy,BEYOND
smear,BEYOND
palpable,BEYOND
brown,A1
air,A1
fog,BEYOND
pour,B1
chink,BEYOND
keyhole,BEYOND
dense,C1
narrow,B2
opposite,A1
mere,C1
phantom,BEYOND
dingy,BEYOND
cloud,A2
droop,BEYOND
obscure,BEYOND
think,A1
live,B1
brew,BEYOND
large,A1
scale,B2
dismal,BEYOND
cell,B2
sort,B1
tank,B2
copy,A2
letter,A1
small,A1
coal,B1
replenish,BEYOND
keep,A1
box,A1
room,A1
surely,B1
shovel,BEYOND
predict,A2
necessary,A2
wherefore,BEYOND
white,A1
comforter,BEYOND
try,B2
effort,B1
strong,A1
imagination,B2
fail,A2
merry,BEYOND
uncle,A1
save,A2
cry,B2
cheerful,B1
nephew,BEYOND
quickly,A1
intimation,BEYOND
approach,B2
bah,BEYOND
humbug,BEYOND
rapid,B2
walk,A1
frost,BEYOND
glow,BEYOND
face,B1
handsome,BEYOND
sparkle,BEYOND
breath,B1
smoke,A2
sure,A2
right,A1
reason,A1
poor,A1
return,A1
gaily,BEYOND
morose,BEYOND
rich,A1
have,A2
ready,A1
spur,BEYOND
moment,A1
follow,A1
cross,A2
world,A1
fool,B2
pay,A2
bill,B2
money,A1
find,A1
hour,A1
balance,B1
book,A2
item,A2
round,B2
dozen,B2
month,A1
present,A2
work,A1
indignantly,BEYOND
idiot,C1
boil,A2
pudding,BEYOND
bury,B1
stake,C1
holly,BEYOND
heart,A2
plead,C1
sternly,BEYOND
let,A1
leave,B2
derive,B2
profit,B1
dare,B2
rest,A2
apart,B1
veneration,BEYOND
sacred,C1
origin,B2
belong,A2
kind,B1
forgiving,BEYOND
charitable,BEYOND
pleasant,B1
long,A1
calendar,BEYOND
consent,C1
shut,A2
freely,B2
fellow,B2
passenger,A2
grave,BEYOND
race,B1
creature,B2
bind,C1
journey,A1
scrap,BEYOND
gold,A2
silver,A2
pocket,A2
believe,A1
bless,C1
involuntarily,BEYOND
applaud,C1
immediately,A2
sensible,B1
