word,level
distant,B2
intriguing,C1
planet,A2
solar,B2
system,A2
know,A1
outer,B2
body,A1
ancient,A2
astronomer,BEYOND
bright,A2
night,A1
sky,A2
thank,A1
deep,B1
space,A1
probe,C1
constantly,B2
improve,A1
base,B1
observational,BEYOND
technology,A2
scientist,A1
today,A1
steadily,B2
unravel,BEYOND
mystery,B1
moon,A2
ring,B1
book,A2
take,A1
journey,A1
remote,B1
destination,B1
large,A1
big,A1
fit,C1
inside,A2
fifth,A1
multicolored,BEYOND
stripe,BEYOND
small,A1
telescope,BEYOND
visible,B2
red,A1
oval,BEYOND
call,A1
storm,A2
atmosphere,B1
go,B1
year,A1
surface,B1
interior,C1
compose,B2
mainly,B1
hydrogen,C1
helium,BEYOND
narrow,B2
orbit,BEYOND
elliptical,BEYOND
equal,B1
encounter,B2
second,A2
like,B1
gaseous,BEYOND
surround,B2
complex,B1
weather,A1
pattern,A2
liquid,B1
core,B2
metallic,BEYOND
typical,A2
magnificent,B2
consist,B1
largely,B2
water,B1
ice,A1
dust,B1
particle,BEYOND
thin,A2
diameter,BEYOND
main,A1
extend,B2
mile,A1
kilometer,BEYOND
faint,BEYOND
far,B1
seventh,BEYOND
methane,BEYOND
give,A1
blue,A1
green,A1
hue,BEYOND
appear,A2
nearly,A2
featureless,BEYOND
light,A2
century,A1
powerful,B1
great,A1
detail,B2
shaped,B2
rotation,C1
unusual,A2
instead,A2
rotate,C1
perpendicular,BEYOND
parallel,B2
dozen,B2
solid,B1
compound,B2
caption,BEYOND
volcano,BEYOND
erupt,B2
galilean,BEYOND
satellite,B2
mosaic,BEYOND
image,A2
capture,B2
spacecraft,BEYOND
plume,BEYOND
left,A1
high,B2
center,BEYOND
reveal,B2
shadow,B2
right,A1
photo,A1
finally,A2
arrive,A1
farth,BEYOND
billion,A2
discover,A2
dense,C1
gas,A2
giant,B1
primarily,B2
pressure,B1
likely,A2
render,C1
spin,C1
quickly,A1
day,A1
last,A2
hour,A1
series,A2
curiously,BEYOND
revolve,BEYOND
direction,A2
opposite,A1
shroud,BEYOND
learn,A1
quartet,BEYOND
gather,B1
datum,BEYOND
photograph,A2
present,A2
broad,B2
picture,B2
page,A1
earth,A2
object,B2
band,A1
cloud,A2
push,B1
strong,A1
east,A1
west,A1
wind,B2
world,A1
prominent,C1
feature,B1
orange,A1
combine,B1
pastel,BEYOND
colored,BEYOND
encircle,BEYOND
composite,BEYOND
black,A1
disk,BEYOND
low,B2
cast,B2
enormous,A2
raw,B2
color,BEYOND
process,B2
simulate,C1
natural,A1
fundamentally,B2
different,A1
composition,C1
form,A1
element,B1
roughly,B2
proportion,B2
star,A2
entirely,B2
huge,A2
time,B2
massive,B2
generate,B2
nuclear,B1
reaction,B1
map,B2
show,A1
entire,B2
include,A1
cylindrical,BEYOND
projection,C1
stretch,B2
flat,A2
rectangle,BEYOND
computer,A1
true,A1
polar,BEYOND
region,A2
clear,B1
angle,B2
camera,A1
cover,B1
thick,A2
haze,BEYOND
hot,A1
glow,BEYOND
lava,BEYOND
orbiter,BEYOND
enhance,B2
white,A1
yellow,A1
false,A1
add,A1
infrared,BEYOND
wavelength,BEYOND
indicate,B1
temperature,A2
cool,B1
reign,C1
miniature,BEYOND
probably,A1
consider,A2
remarkably,B2
dissimilar,BEYOND
volcanically,BEYOND
active,A2
frequent,B2
eruption,BEYOND
renew,C1
crater,BEYOND
fairly,B1
young,B1
smooth,B1
fiery,BEYOND
possibly,B1
flow,B1
beneath,C1
freeze,B1
harbor,BEYOND
ocean,A2
warm,B1
salty,BEYOND
icy,BEYOND
crust,BEYOND
scar,BEYOND
undisturbed,BEYOND
geologic,BEYOND
activity,A1
planetlike,BEYOND
magnetic,C1
field,A2
inner,B2
lie,B1
asteroid,BEYOND
belt,A2
planetary,BEYOND
neighbor,BEYOND
rocky,BEYOND
montage,BEYOND
create,A1
scale,B2
size,A2
relative,B1
name,A1
ruler,A1
roman,BEYOND
god,A2
equivalent,B2
greek,BEYOND
turn,A1
fitting,BEYOND
encompass,C1
matter,A2
equator,BEYOND
mass,B2
produce,B2
gravitational,BEYOND
effect,A2
member,A1
gap,A2
instance,B2
distribution,B2
change,A1
trajectory,BEYOND
comet,BEYOND
density,C1
comparison,B1
travel,A1
slightly,B1
complete,A1
length,B1
average,B1
distance,A2
million,A1
axis,BEYOND
fast,A1
seven,A1
minute,C1
rate,B2
near,A1
latitude,BEYOND
force,B1
cause,A2
bulge,BEYOND
flatten,BEYOND
pole,C1
rapid,B2
accentuate,BEYOND
perfectly,B1
spherical,BEYOND
tilt,BEYOND
degree,A2
reason,A1
season,A2
tiny,B1
wide,A2
edge,B1
straddle,BEYOND
cloudlike,BEYOND
halo,BEYOND
gossamer,BEYOND
thinly,BEYOND
distribute,B2
debris,C1
fragment,B2
collide,BEYOND
feed,B2
scatter,BEYOND
processing,C1
highlight,B1
extremely,A2
mist,BEYOND
arm,C1
disappear,A2
close,B1
pass,B1
order,A1
increase,A2
honor,BEYOND
observe,B2
examine,B1
later,A2
highly,B1
sensitive,B2
electronic,A2
imaging,BEYOND
equipment,A2
elaborately,BEYOND
area,A1
observation,B2
intricate,BEYOND
structure,B2
recent,A2
past,A2
crack,B2
block,B1
refrozen,BEYOND
new,A1
position,B2
geometry,BEYOND
suggest,A2
motion,B2
enable,B2
underlie,BEYOND
layer,B1
slush,BEYOND
disruption,C1
plus,B1
circular,BEYOND
path,B1
plane,A1
regular,A2
rest,A2
irregular,BEYOND
particularly,B1
elongated,BEYOND
believe,A1
ago,A1
gravity,C1
modern,A1
physics,A2
owe,B2
beginning,A1
use,A2
visual,B2
evidence,A2
support,A2
copernican,BEYOND
theory,B1
help,A1
disprove,BEYOND
medieval,C1
thinking,A2
science,A1
offer,A2
professorship,BEYOND
mathematic,BEYOND
word,A1
newly,B2
invent,A2
reach,B2
build,A1
version,B1
instrument,A2
develop,A2
magnifying,BEYOND
power,B2
see,A1
mountain,A1
find,A1
collection,B1
move,B1
philosopher,C1
mathematician,BEYOND
publish,A2
law,A2
strongly,B1
view,B1
receive,A2
formal,A2
warning,B1
contrary,C1
teaching,A2
church,A2
dialogue,A1
live,B1
house,B2
arrest,B1
have,A2
hold,B2
teach,A1
doctrine,C1
blind,B2
continue,A2
work,A1
death,A2
pardon,A1
accept,A2
diverse,B2
terrain,C1
long,A1
lightly,BEYOND
cratered,BEYOND
