word,level
sky,A2
hold,B2
marvel,BEYOND
fascinating,B1
planet,A2
dwarf,BEYOND
space,A1
object,B2
asteroid,BEYOND
comet,BEYOND
meteor,BEYOND
astronomer,BEYOND
view,B1
celestial,BEYOND
body,A1
powerful,B1
telescope,BEYOND
send,A1
probe,C1
satellite,B2
record,A2
datum,BEYOND
photograph,A2
page,A1
exciting,A1
journey,A1
long,A1
know,A1
large,A1
natural,A1
orbit,BEYOND
specific,A2
definition,B1
change,A1
year,A1
recent,A2
include,A1
solar,B2
system,A2
inner,B2
outer,B2
consider,A2
scientist,A1
discover,A2
distant,B2
similar,A1
reclassify,BEYOND
believe,A1
start,A2
develop,A2
billion,A2
ago,A1
cloud,A2
gas,A2
dust,B1
call,A1
nebula,BEYOND
gravity,C1
cause,A2
matter,A2
contract,B2
begin,A1
spin,C1
flatten,BEYOND
disk,BEYOND
form,A1
center,BEYOND
remain,B1
material,B2
collision,C1
small,A1
impact,B1
crater,BEYOND
surface,B1
formation,B2
clear,B1
away,A1
icy,BEYOND
rocky,BEYOND
debris,C1
cold,A1
dark,A2
name,A1
roman,BEYOND
god,A2
underworld,BEYOND
probably,A1
well,C1
belt,A2
remote,B1
region,A2
belong,A2
main,A1
piece,A1
rock,C1
metal,A2
usually,A1
zone,BEYOND
regularly,B1
strike,B2
crash,B2
frequently,B1
past,A2
earthquake,B1
sea,A1
wave,B1
maybe,A1
extinction,BEYOND
dinosaur,BEYOND
type,B1
permanent,B2
nucleus,BEYOND
core,B2
ice,A1
commonly,B2
dirty,A1
snowball,BEYOND
near,A1
huge,A2
coma,BEYOND
dusty,BEYOND
gaseous,BEYOND
tail,B1
head,B1
million,A1
mile,A1
kilometer,BEYOND
caption,BEYOND
trail,C1
light,A2
fall,A2
star,A2
actually,A2
little,A2
metallic,BEYOND
stony,BEYOND
vaporize,BEYOND
enter,A2
atmosphere,B1
meteoroid,BEYOND
completely,A2
reach,B2
ground,A2
survive,B1
hit,A2
meteorite,BEYOND
consist,B1
find,A1
proportion,B2
radically,BEYOND
different,A1
watch,A1
focus,A2
tiny,B1
fraction,B2
battery,B1
technology,A2
fingertip,BEYOND
study,A1
mystery,B1
like,B1
gaze,C1
desire,B2
learn,A1
relatively,B2
revolve,BEYOND
term,B2
circle,A2
govern,B2
orbital,BEYOND
motion,B2
gravitational,BEYOND
attraction,B1
provide,A2
heat,A2
idea,A1
make,B2
time,B2
accord,BEYOND
current,B1
order,A1
increase,A2
mean,A1
distance,A2
ninth,BEYOND
outermost,BEYOND
concept,B2
define,B1
way,B2
late,A1
century,A1
previously,B1
see,A1
ancient,A2
wanderer,BEYOND
plus,B1
appear,A2
background,A2
apparently,B2
fix,B2
language,A1
seven,A1
connect,A2
day,A1
week,A1
recognize,A2
come,A1
reserve,B2
size,A2
show,A1
scale,B2
give,A1
approximate,BEYOND
diameter,BEYOND
equator,BEYOND
aid,B2
modern,A1
hundred,A1
thousand,A1
additional,B2
visible,B2
naked,B2
eye,A1
unable,B1
distinguish,B2
identify,A2
eighth,BEYOND
initially,B2
discovery,A2
result,B1
major,A2
search,A2
unlike,B1
composition,C1
tilt,BEYOND
elongated,BEYOND
decade,B1
unique,B2
advance,B2
allow,A2
lie,B1
numerous,B2
doughnut,BEYOND
shape,B2
significantly,B2
nearly,A2
big,A1
later,A2
slightly,B1
raise,A2
question,A2
address,B2
issue,B1
grow,A1
controversy,B2
swirl,BEYOND
group,A1
approve,B2
astronomical,BEYOND
scientific,B1
community,A2
official,B1
organization,A2
meet,A1
condition,A2
second,A2
massive,B2
pull,B1
spherical,BEYOND
neighborhood,BEYOND
remove,A2
vicinity,BEYOND
round,B2
area,A1
create,A1
new,A1
category,B1
moon,A2
designate,C1
controversial,B2
welcome,A2
appropriate,B2
